cel.dev/expr	v0.25.1
cloud.google.com/go	v0.123.0
cloud.google.com/go/auth	v0.20.0
cloud.google.com/go/auth/oauth2adapt	v0.2.8
cloud.google.com/go/bigquery	v1.76.0
cloud.google.com/go/compute/metadata	v0.9.0
cloud.google.com/go/datacatalog	v1.29.0
cloud.google.com/go/iam	v1.9.0
cloud.google.com/go/longrunning	v0.11.0
cloud.google.com/go/monitoring	v1.27.0
cloud.google.com/go/storage	v1.62.0
filippo.io/edwards25519	v1.2.0
github.com/ClickHouse/ch-go	v0.71.0
github.com/ClickHouse/clickhouse-go/v2	v2.45.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp	v1.31.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/exporter/metric	v0.55.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/internal/resourcemapping	v0.55.0
github.com/andybalholm/brotli	v1.2.1
github.com/apache/arrow/go/v15	v15.0.2
github.com/cespare/xxhash/v2	v2.3.0
github.com/cncf/xds/go	v0.0.0-20251210132809-ee656c7534f5
github.com/cpuguy83/go-md2man/v2	v2.0.7
github.com/davecgh/go-spew	v1.1.1
github.com/envoyproxy/go-control-plane/envoy	v1.36.0
github.com/envoyproxy/protoc-gen-validate	v1.3.0
github.com/felixge/httpsnoop	v1.0.4
github.com/go-faster/city	v1.0.1
github.com/go-faster/errors	v0.7.1
github.com/go-jose/go-jose/v4	v4.1.4
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/go-sql-driver/mysql	v1.9.3
github.com/goccy/go-json	v0.10.6
github.com/golang/protobuf	v1.5.4
github.com/google/flatbuffers	v25.12.19%2Bincompatible
github.com/google/go-cmp	v0.7.0
github.com/google/martian/v3	v3.3.3
github.com/google/s2a-go	v0.1.9
github.com/google/uuid	v1.6.0
github.com/googleapis/enterprise-certificate-proxy	v0.3.15
github.com/googleapis/gax-go/v2	v2.22.0
github.com/jinzhu/inflection	v1.0.0
github.com/jinzhu/now	v1.1.5
github.com/joho/godotenv	v1.5.1
github.com/klauspost/compress	v1.18.5
github.com/klauspost/cpuid/v2	v2.3.0
github.com/kr/pretty	v0.3.1
github.com/kr/text	v0.2.0
github.com/lib/pq	v1.12.3
github.com/mattn/go-sqlite3	v1.14.42
github.com/paulmach/orb	v0.13.0
github.com/pierrec/lz4/v4	v4.1.26
github.com/pmezard/go-difflib	v1.0.0
github.com/rogpeppe/go-internal	v1.14.1
github.com/russross/blackfriday/v2	v2.1.0
github.com/segmentio/asm	v1.2.1
github.com/shopspring/decimal	v1.4.0
github.com/sirupsen/logrus	v1.9.4
github.com/spiffe/go-spiffe/v2	v2.6.0
github.com/stretchr/testify	v1.11.1
github.com/urfave/cli/v2	v2.27.7
github.com/xrash/smetrics	v0.0.0-20250705151800-55b8f293f342
github.com/xyproto/randomstring	v1.0.5
github.com/zeebo/assert	v1.3.0
github.com/zeebo/xxh3	v1.1.0
github.com/zenizh/go-capturer	v0.0.0-20211219060012-52ea6c8fed04
go.opentelemetry.io/auto/sdk	v1.2.1
go.opentelemetry.io/contrib/detectors/gcp	v1.39.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.68.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.68.0
go.opentelemetry.io/otel	v1.43.0
go.opentelemetry.io/otel/metric	v1.43.0
go.opentelemetry.io/otel/sdk	v1.43.0
go.opentelemetry.io/otel/sdk/metric	v1.43.0
go.opentelemetry.io/otel/trace	v1.43.0
go.yaml.in/yaml/v3	v3.0.4
golang.org/x/crypto	v0.52.0
golang.org/x/exp	v0.0.0-20260410095643-746e56fc9e2f
golang.org/x/mod	v0.35.0
golang.org/x/net	v0.55.0
golang.org/x/oauth2	v0.36.0
golang.org/x/sync	v0.20.0
golang.org/x/sys	v0.45.0
golang.org/x/telemetry	v0.0.0-20260428171046-76f71b9afea0
golang.org/x/text	v0.37.0
golang.org/x/time	v0.15.0
golang.org/x/tools	v0.44.0
golang.org/x/xerrors	v0.0.0-20240903120638-7835f813f4da
gonum.org/v1/gonum	v0.17.0
google.golang.org/api	v0.276.0
google.golang.org/genproto	v0.0.0-20260427160629-7cedc36a6bc4
google.golang.org/genproto/googleapis/api	v0.0.0-20260427160629-7cedc36a6bc4
google.golang.org/genproto/googleapis/rpc	v0.0.0-20260427160629-7cedc36a6bc4
google.golang.org/grpc	v1.80.0
google.golang.org/protobuf	v1.36.11
gopkg.in/check.v1	v1.0.0-20201130134442-10cb98267c6c
gopkg.in/yaml.v3	v3.0.1
gorm.io/driver/bigquery	v1.2.0
gorm.io/gorm	v1.31.1
