repo,tool,gt_imp_july,gt_imp_now,gt_impT_july,gt_impT_now,gt_all_july,gt_all_now,gt_counts_ok,july_n_all_raw,now_gt_all_tsv_lines,july_scores,now_main,now_main_empty,now_warm_cache,emptymain_source,verdict
xyproto__permissions,cdxgen,11,11,11,11,20,20,yes,21,20,12/0/8/11/1/0/11/1/0,12/0/8/11/1/0/11/1/0,,,no,match
xyproto__permissions,cyclonedx-gomod,11,11,11,11,20,20,yes,21,20,11/0/9/11/0/0/11/0/0,11/0/9/11/0/0/11/0/0,,,no,match
yahoo__vssh,syft,1,1,3,3,14,14,yes,15,14,11/0/3/1/10/0/3/8/0,11/0/3/1/10/0/3/8/0,,,no,match
yahoo__vssh,trivy,1,1,3,3,14,14,yes,15,14,14/0/0/1/13/0/3/11/0,14/0/0/1/13/0/3/11/0,,,no,match
yahoo__vssh,cdxgen,1,1,3,3,14,14,yes,15,14,1/0/13/1/0/0/1/0/2,1/0/13/1/0/0/1/0/2,,,no,match
yahoo__vssh,cyclonedx-gomod,1,1,3,3,14,14,yes,15,14,2/0/12/1/1/0/1/1/2,2/0/12/1/1/0/1/1/2,,,no,match
yaronsumel__grapes,syft,3,3,3,3,15,15,yes,16,15,6/0/9/3/3/0/3/3/0,6/0/9/3/3/0/3/3/0,,,no,match
yaronsumel__grapes,trivy,3,3,3,3,15,15,yes,16,15,15/0/0/3/12/0/3/12/0,15/0/0/3/12/0/3/12/0,,,no,match
yaronsumel__grapes,cdxgen,3,3,3,3,15,15,yes,16,15,3/0/12/3/0/0/3/0/0,3/0/12/3/0/0/3/0/0,,,no,match
yaronsumel__grapes,cyclonedx-gomod,3,3,3,3,15,15,yes,16,15,4/0/11/3/1/0/3/1/0,4/0/11/3/1/0/3/1/0,,,no,match
yazgazan__jaydiff,syft,8,8,8,8,8,8,yes,9,8,8/0/0/8/0/0/8/0/0,8/0/0/8/0/0/8/0/0,,,no,match
yazgazan__jaydiff,trivy,8,8,8,8,8,8,yes,9,8,8/0/0/8/0/0/8/0/0,8/0/0/8/0/0/8/0/0,,,no,match
yazgazan__jaydiff,cdxgen,8,8,8,8,8,8,yes,9,8,8/0/0/8/0/0/8/0/0,8/0/0/8/0/0/8/0/0,,,no,match
yazgazan__jaydiff,cyclonedx-gomod,8,8,8,8,8,8,yes,9,8,8/0/0/8/0/0/8/0/0,8/0/0/8/0/0/8/0/0,,,no,match
ydb-platform__ydb-go-sdk,syft,17,17,17,17,76,76,yes,77,76,45/82/31/17/110/0/17/110/0,45/82/31/17/110/0/17/110/0,,,no,match
ydb-platform__ydb-go-sdk,trivy,17,17,17,17,76,76,yes,77,76,36/65/40/17/84/0/17/84/0,36/65/40/17/84/0/17/84/0,,,no,match
ydb-platform__ydb-go-sdk,cdxgen,17,17,17,17,76,76,yes,77,76,33/56/43/17/72/0/17/72/0,33/56/43/17/72/0/17/72/0,,,no,match
ydb-platform__ydb-go-sdk,cyclonedx-gomod,17,17,17,17,76,76,yes,77,76,14/0/62/14/0/3/14/0/3,14/0/62/14/0/3/14/0/3,,,no,match
yeqown__go-qrcode,syft,2,2,6,6,34,34,yes,35,34,28/0/6/2/26/0/6/22/0,28/0/6/2/26/0/6/22/0,,,no,match
yeqown__go-qrcode,trivy,2,2,6,6,34,34,yes,35,34,27/0/7/2/25/0/6/21/0,27/0/7/2/25/0/6/21/0,,,no,match
yeqown__go-qrcode,cdxgen,2,2,6,6,34,34,yes,35,34,14/0/20/2/12/0/2/12/4,14/0/20/2/12/0/2/12/4,,,no,match
yeqown__go-qrcode,cyclonedx-gomod,2,2,6,6,34,34,yes,35,34,22/0/12/2/20/0/2/20/4,22/0/12/2/20/0/2/20/4,,,no,match
yookoala__restit,syft,2,2,2,2,8,8,yes,9,8,7/3/1/2/8/0/2/8/0,7/3/1/2/8/0/2/8/0,,,no,match
yookoala__restit,trivy,2,2,2,2,8,8,yes,9,8,4/3/4/2/5/0/2/5/0,4/3/4/2/5/0/2/5/0,,,no,match
yookoala__restit,cdxgen,2,2,2,2,8,8,yes,9,8,2/2/6/2/2/0/2/2/0,2/2/6/2/2/0/2/2/0,,,no,match
yookoala__restit,cyclonedx-gomod,2,2,2,2,8,8,yes,9,8,2/0/6/2/0/0/2/0/0,2/0/6/2/0/0/2/0/0,,,no,match
yuin__gopher-lua,syft,1,1,1,1,4,4,yes,5,4,4/0/0/1/3/0/1/3/0,4/0/0/1/3/0/1/3/0,,,no,match
yuin__gopher-lua,trivy,1,1,1,1,4,4,yes,5,4,4/0/0/1/3/0/1/3/0,4/0/0/1/3/0/1/3/0,,,no,match
yuin__gopher-lua,cdxgen,1,1,1,1,4,4,yes,5,4,1/0/3/1/0/0/1/0/0,1/0/3/1/0/0/1/0/0,,,no,match
yuin__gopher-lua,cyclonedx-gomod,1,1,1,1,4,4,yes,5,4,2/0/2/1/1/0/1/1/0,2/0/2/1/1/0/1/1/0,,,no,match
yuseferi__envyaml,syft,2,2,5,5,7,7,yes,8,7,6/0/1/2/4/0/5/1/0,6/0/1/2/4/0/5/1/0,,,no,match
yuseferi__envyaml,trivy,2,2,5,5,7,7,yes,8,7,5/0/2/2/3/0/5/0/0,5/0/2/2/3/0/5/0/0,,,no,match
yuseferi__envyaml,cdxgen,2,2,5,5,7,7,yes,8,7,2/0/5/2/0/0/2/0/3,2/0/5/2/0/0/2/0/3,,,no,match
yuseferi__envyaml,cyclonedx-gomod,2,2,5,5,7,7,yes,8,7,2/0/5/2/0/0/2/0/3,2/0/5/2/0/0/2/0/3,,,no,match
yuseferi__zax,syft,2,2,6,6,10,10,yes,11,10,8/0/2/2/6/0/6/2/0,8/0/2/2/6/0/6/2/0,,,no,match
yuseferi__zax,trivy,2,2,6,6,10,10,yes,11,10,6/0/4/2/4/0/6/0/0,6/0/4/2/4/0/6/0/0,,,no,match
yuseferi__zax,cdxgen,2,2,6,6,10,10,yes,11,10,2/0/8/2/0/0/2/0/4,2/0/8/2/0/0/2/0/4,,,no,match
yuseferi__zax,cyclonedx-gomod,2,2,6,6,10,10,yes,11,10,2/0/8/2/0/0/2/0/4,2/0/8/2/0/0/2/0/4,,,no,match
z7zmey__php-parser,syft,2,2,5,5,6,6,yes,7,6,6/0/0/2/4/0/5/1/0,6/0/0/2/4/0/5/1/0,,,no,match
z7zmey__php-parser,trivy,2,2,5,5,6,6,yes,7,6,6/0/0/2/4/0/5/1/0,6/0/0/2/4/0/5/1/0,,,no,match
z7zmey__php-parser,cdxgen,2,2,5,5,6,6,yes,7,6,2/0/4/2/0/0/2/0/3,2/0/4/2/0/0/2/0/3,,,no,match
z7zmey__php-parser,cyclonedx-gomod,2,2,5,5,6,6,yes,7,6,2/0/4/2/0/0/2/0/3,2/0/4/2/0/0/2/0/3,,,no,match
zRedShift__mimemagic,syft,,2,,2,,10,NA,11,10,NA,2/0/8/2/0/0/2/0/0,,,no,july_unavailable
zRedShift__mimemagic,trivy,,2,,2,,10,NA,11,10,NA,10/0/0/2/8/0/2/8/0,,,no,july_unavailable
zRedShift__mimemagic,cdxgen,,2,,2,,10,NA,11,10,NA,2/0/8/2/0/0/2/0/0,,,no,july_unavailable
zRedShift__mimemagic,cyclonedx-gomod,,2,,2,,10,NA,11,10,NA,2/0/8/2/0/0/2/0/0,,,no,july_unavailable
zc2638__swag,syft,1,1,5,5,13,13,yes,14,13,9/0/4/1/8/0/5/4/0,9/0/4/1/8/0/5/4/0,,,no,match
zc2638__swag,trivy,1,1,5,5,13,13,yes,14,13,13/0/0/1/12/0/5/8/0,13/0/0/1/12/0/5/8/0,,,no,match
zc2638__swag,cdxgen,1,1,5,5,13,13,yes,14,13,1/0/12/1/0/0/1/0/4,1/0/12/1/0/0/1/0/4,,,no,match
zc2638__swag,cyclonedx-gomod,1,1,5,5,13,13,yes,14,13,1/0/12/1/0/0/1/0/4,1/0/12/1/0/0/1/0/4,,,no,match
zcalusic__sysinfo,syft,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
zcalusic__sysinfo,trivy,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
zcalusic__sysinfo,cdxgen,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
zcalusic__sysinfo,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
zegl__goriak,syft,4,4,8,8,11,11,yes,12,11,10/0/1/4/6/0/8/2/0,10/0/1/4/6/0/8/2/0,,,no,match
zegl__goriak,trivy,4,4,8,8,11,11,yes,12,11,9/0/2/4/5/0/8/1/0,9/0/2/4/5/0/8/1/0,,,no,match
zegl__goriak,cdxgen,4,4,8,8,11,11,yes,12,11,4/0/7/4/0/0/4/0/4,4/0/7/4/0/0/4/0/4,,,no,match
zegl__goriak,cyclonedx-gomod,4,4,8,8,11,11,yes,12,11,4/0/7/4/0/0/4/0/4,4/0/7/4/0/0/4/0/4,,,no,match
zendev-sh__goai,syft,2,2,3,3,9,9,yes,10,9,7/17/2/2/22/0/3/21/0,7/17/2/2/22/0/3/21/0,,,no,match
zendev-sh__goai,trivy,2,2,3,3,9,9,yes,10,9,3/17/6/2/18/0/3/17/0,3/17/6/2/18/0/3/17/0,,,no,match
zendev-sh__goai,cdxgen,2,2,3,3,9,9,yes,10,9,2/13/7/2/13/0/2/13/1,2/13/7/2/13/0/2/13/1,,,no,match
zendev-sh__goai,cyclonedx-gomod,2,2,3,3,9,9,yes,10,9,2/0/7/2/0/0/2/0/1,2/0/7/2/0/0/2/0/1,,,no,match
zendev-sh__zenflow,syft,12,12,13,13,63,63,yes,64,63,45/0/18/12/33/0/13/32/0,45/0/18/12/33/0/13/32/0,,,no,match
zendev-sh__zenflow,trivy,12,12,13,13,63,63,yes,64,63,33/0/30/12/21/0/13/20/0,33/0/30/12/21/0/13/20/0,,,no,match
zendev-sh__zenflow,cdxgen,12,12,13,13,63,63,yes,64,63,31/0/32/12/19/0/12/19/1,31/0/32/12/19/0/12/19/1,,,no,match
zendev-sh__zenflow,cyclonedx-gomod,12,12,13,13,63,63,yes,64,63,32/0/31/12/20/0/12/20/1,32/0/31/12/20/0/12/20/1,,,no,match
zenthangplus__go-workerpool,syft,1,1,5,5,7,7,yes,8,7,6/0/1/1/5/0/5/1/0,6/0/1/1/5/0/5/1/0,,,no,match
zenthangplus__go-workerpool,trivy,1,1,5,5,7,7,yes,8,7,7/0/0/1/6/0/5/2/0,7/0/0/1/6/0/5/2/0,,,no,match
zenthangplus__go-workerpool,cdxgen,1,1,5,5,7,7,yes,8,7,1/0/6/1/0/0/1/0/4,1/0/6/1/0/0/1/0/4,,,no,match
zenthangplus__go-workerpool,cyclonedx-gomod,1,1,5,5,7,7,yes,8,7,1/0/6/1/0/0/1/0/4,1/0/6/1/0/0/1/0/4,,,no,match
zerosnake0__goctx,syft,1,1,6,6,8,8,yes,9,8,7/0/1/1/6/0/6/1/0,7/0/1/1/6/0/6/1/0,,,no,match
zerosnake0__goctx,trivy,1,1,6,6,8,8,yes,9,8,8/0/0/1/7/0/6/2/0,8/0/0/1/7/0/6/2/0,,,no,match
zerosnake0__goctx,cdxgen,1,1,6,6,8,8,yes,9,8,1/0/7/1/0/0/1/0/5,1/0/7/1/0/0/1/0/5,,,no,match
zerosnake0__goctx,cyclonedx-gomod,1,1,6,6,8,8,yes,9,8,1/0/7/1/0/0/1/0/5,1/0/7/1/0/0/1/0/5,,,no,match
zitadel__oidc,syft,25,25,31,31,48,48,yes,49,48,38/0/10/25/13/0/31/7/0,38/0/10/25/13/0/31/7/0,,,no,match
zitadel__oidc,trivy,25,25,31,31,48,48,yes,49,48,31/0/17/25/6/0/31/0/0,31/0/17/25/6/0/31/0/0,,,no,match
zitadel__oidc,cdxgen,25,25,31,31,48,48,yes,49,48,25/0/23/25/0/0/25/0/6,25/0/23/25/0/0/25/0/6,,,no,match
zitadel__oidc,cyclonedx-gomod,25,25,31,31,48,48,yes,49,48,25/0/23/25/0/0/25/0/6,25/0/23/25/0/0/25/0/6,,,no,match
zitadel__passwap,syft,2,2,2,2,5,5,yes,6,5,2/0/3/2/0/0/2/0/0,2/0/3/2/0/0/2/0/0,,,no,match
zitadel__passwap,trivy,2,2,2,2,5,5,yes,6,5,2/0/3/2/0/0/2/0/0,2/0/3/2/0/0/2/0/0,,,no,match
zitadel__passwap,cdxgen,2,2,2,2,5,5,yes,6,5,2/0/3/2/0/0/2/0/0,2/0/3/2/0/0/2/0/0,,,no,match
zitadel__passwap,cyclonedx-gomod,2,2,2,2,5,5,yes,6,5,2/0/3/2/0/0/2/0/0,2/0/3/2/0/0/2/0/0,,,no,match
ziutek__emgo,syft,1,1,1,1,4,4,yes,5,4,1/0/3/1/0/0/1/0/0,1/0/3/1/0/0/1/0/0,,,no,match
ziutek__emgo,trivy,1,1,1,1,4,4,yes,5,4,4/0/0/1/3/0/1/3/0,4/0/0/1/3/0/1/3/0,,,no,match
ziutek__emgo,cdxgen,1,1,1,1,4,4,yes,5,4,1/0/3/1/0/0/1/0/0,1/0/3/1/0/0/1/0/0,,,no,match
ziutek__emgo,cyclonedx-gomod,1,1,1,1,4,4,yes,5,4,1/0/3/1/0/0/1/0/0,1/0/3/1/0/0/1/0/0,,,no,match
zoharbabin__web-researcher-mcp,syft,34,34,36,36,444,444,yes,445,444,311/0/133/34/277/0/36/275/0,311/0/133/34/277/0/36/275/0,,,no,match
zoharbabin__web-researcher-mcp,trivy,34,34,36,36,444,444,yes,445,444,271/0/173/34/237/0/36/235/0,271/0/173/34/237/0/36/235/0,,,no,match
zoharbabin__web-researcher-mcp,cdxgen,34,34,36,36,444,444,yes,445,444,34/0/410/34/0/0/34/0/2,34/0/410/34/0/0/34/0/2,,,no,match
zoharbabin__web-researcher-mcp,cyclonedx-gomod,34,34,36,36,444,444,yes,445,444,269/0/175/34/235/0/34/235/2,269/0/175/34/235/0/34/235/2,,,no,match
zoomio__tagify,syft,15,15,19,19,33,33,yes,34,33,26/0/7/15/11/0/19/7/0,26/0/7/15/11/0/19/7/0,,,no,match
zoomio__tagify,trivy,15,15,19,19,33,33,yes,34,33,23/0/10/15/8/0/19/4/0,23/0/10/15/8/0/19/4/0,,,no,match
zoomio__tagify,cdxgen,15,15,19,19,33,33,yes,34,33,15/0/18/15/0/0/15/0/4,15/0/18/15/0/0/15/0/4,,,no,match
zoomio__tagify,cyclonedx-gomod,15,15,19,19,33,33,yes,34,33,16/0/17/15/1/0/15/1/4,16/0/17/15/1/0/15/1/4,,,no,match
ndabAP__entitydebs,syft,29,29,30,30,79,79,yes,80,79,42/0/37/29/13/0/30/12/0,42/0/37/29/13/0/30/12/0,,,no,match
ndabAP__entitydebs,trivy,29,29,30,30,79,79,yes,80,79,30/0/49/29/1/0/30/0/0,30/0/49/29/1/0/30/0/0,,,no,match
ndabAP__entitydebs,cdxgen,29,29,30,30,79,79,yes,80,79,29/0/50/29/0/0/29/0/1,29/0/50/29/0/0/29/0/1,,,no,match
ndabAP__entitydebs,cyclonedx-gomod,29,29,30,30,79,79,yes,80,79,29/0/50/29/0/0/29/0/1,29/0/50/29/0/0/29/0/1,,,no,match
hedhyw__gherkingen,syft,6,6,10,10,22,22,yes,23,22,14/0/8/6/8/0/10/4/0,14/0/8/6/8/0/10/4/0,,,no,match
hedhyw__gherkingen,trivy,6,6,10,10,22,22,yes,23,22,11/0/11/6/5/0/10/1/0,11/0/11/6/5/0/10/1/0,,,no,match
hedhyw__gherkingen,cdxgen,6,6,10,10,22,22,yes,23,22,11/0/11/6/5/0/10/1/0,11/0/11/6/5/0/10/1/0,,,no,match
hedhyw__gherkingen,cyclonedx-gomod,6,6,10,10,22,22,yes,23,22,6/0/16/6/0/0/6/0/4,6/0/16/6/0/0/6/0/4,,,no,match
pupizoid__ormlite,syft,4,4,7,7,7,7,yes,8,7,7/0/0/4/3/0/7/0/0,7/0/0/4/3/0/7/0/0,,,no,match
pupizoid__ormlite,trivy,4,4,7,7,7,7,yes,8,7,7/0/0/4/3/0/7/0/0,7/0/0/4/3/0/7/0/0,,,no,match
pupizoid__ormlite,cdxgen,4,4,7,7,7,7,yes,8,7,4/0/3/4/0/0/4/0/3,4/0/3/4/0/0/4/0/3,,,no,match
pupizoid__ormlite,cyclonedx-gomod,4,4,7,7,7,7,yes,8,7,4/0/3/4/0/0/4/0/3,4/0/3/4/0/0/4/0/3,,,no,match
apex__log,syft,18,18,23,23,48,48,yes,49,48,44/0/4/18/26/0/23/21/0,44/0/4/18/26/0/23/21/0,,,no,match
apex__log,trivy,18,18,23,23,48,48,yes,49,48,48/0/0/18/30/0/23/25/0,48/0/0/18/30/0/23/25/0,,,no,match
apex__log,cdxgen,18,18,23,23,48,48,yes,49,48,18/0/30/18/0/0/18/0/5,18/0/30/18/0/0/18/0/5,,,no,match
apex__log,cyclonedx-gomod,18,18,23,23,48,48,yes,49,48,19/0/29/18/1/0/18/1/5,19/0/29/18/1/0/18/1/5,,,no,match
pipe-cd__pipecd,syft,172,172,198,198,554,554,yes,555,554,251/27/303/172/106/0/198/80/0,251/27/303/172/106/0/198/80/0,,,no,match
pipe-cd__pipecd,trivy,172,172,198,198,554,554,yes,555,554,207/25/347/172/60/0/198/34/0,207/25/347/172/60/0/198/34/0,,,no,match
pipe-cd__pipecd,cdxgen,172,172,198,198,554,554,yes,555,554,173/9/381/172/10/0/173/9/25,173/9/381/172/10/0/173/9/25,,,no,match
pipe-cd__pipecd,cyclonedx-gomod,172,172,198,198,554,554,yes,555,554,173/0/381/170/3/2/170/3/28,173/0/381/170/3/2/170/3/28,,,no,match
timothyye__godns,syft,33,33,33,33,66,66,yes,67,66,49/0/17/33/16/0/33/16/0,49/0/17/33/16/0/33/16/0,,,no,match
timothyye__godns,trivy,33,33,33,33,66,66,yes,67,66,39/0/27/33/6/0/33/6/0,39/0/27/33/6/0/33/6/0,,,no,match
timothyye__godns,cdxgen,33,33,33,33,66,66,yes,67,66,39/0/27/33/6/0/33/6/0,39/0/27/33/6/0/33/6/0,,,no,match
timothyye__godns,cyclonedx-gomod,33,33,33,33,66,66,yes,67,66,37/0/29/33/4/0/33/4/0,37/0/29/33/4/0/33/4/0,,,no,match
leonelquinteros__gotext,syft,3,3,3,3,8,8,yes,9,8,4/0/4/3/1/0/3/1/0,4/0/4/3/1/0/3/1/0,,,no,match
leonelquinteros__gotext,trivy,3,3,3,3,8,8,yes,9,8,3/0/5/3/0/0/3/0/0,3/0/5/3/0/0/3/0/0,,,no,match
leonelquinteros__gotext,cdxgen,3,3,3,3,8,8,yes,9,8,3/0/5/3/0/0/3/0/0,3/0/5/3/0/0/3/0/0,,,no,match
leonelquinteros__gotext,cyclonedx-gomod,3,3,3,3,8,8,yes,9,8,3/0/5/3/0/0/3/0/0,3/0/5/3/0/0/3/0/0,,,no,match
furdarius__rabbitroutine,syft,3,3,7,7,13,13,yes,14,13,10/0/3/3/7/0/7/3/0,10/0/3/3/7/0/7/3/0,,,no,match
furdarius__rabbitroutine,trivy,3,3,7,7,13,13,yes,14,13,7/0/6/3/4/0/7/0/0,7/0/6/3/4/0/7/0/0,,,no,match
furdarius__rabbitroutine,cdxgen,3,3,7,7,13,13,yes,14,13,3/0/10/3/0/0/3/0/4,3/0/10/3/0/0/3/0/4,,,no,match
furdarius__rabbitroutine,cyclonedx-gomod,3,3,7,7,13,13,yes,14,13,3/0/10/3/0/0/3/0/4,3/0/10/3/0/0/3/0/4,,,no,match
markbates__goth,syft,19,19,25,25,44,44,yes,45,44,31/0/13/19/12/0/25/6/0,31/0/13/19/12/0/25/6/0,,,no,match
markbates__goth,trivy,19,19,25,25,44,44,yes,45,44,30/0/14/19/11/0/25/5/0,30/0/14/19/11/0/25/5/0,,,no,match
markbates__goth,cdxgen,19,19,25,25,44,44,yes,45,44,19/0/25/19/0/0/19/0/6,19/0/25/19/0/0/19/0/6,,,no,match
markbates__goth,cyclonedx-gomod,19,19,25,25,44,44,yes,45,44,21/0/23/19/2/0/19/2/6,21/0/23/19/2/0/19/2/6,,,no,match
piaohao__godis,syft,1,1,4,4,6,6,yes,7,6,6/0/0/1/5/0/4/2/0,6/0/0/1/5/0/4/2/0,,,no,match
piaohao__godis,trivy,1,1,4,4,6,6,yes,7,6,6/0/0/1/5/0/4/2/0,6/0/0/1/5/0/4/2/0,,,no,match
piaohao__godis,cdxgen,1,1,4,4,6,6,yes,7,6,1/0/5/1/0/0/1/0/3,1/0/5/1/0/0/1/0/3,,,no,match
piaohao__godis,cyclonedx-gomod,1,1,4,4,6,6,yes,7,6,1/0/5/1/0/0/1/0/3,1/0/5/1/0/0/1/0/3,,,no,match
arl__statsviz,syft,1,1,3,3,10,10,yes,11,10,6/122/4/1/127/0/3/125/0,6/122/4/1/127/0/3/125/0,,,no,match
arl__statsviz,trivy,1,1,3,3,10,10,yes,11,10,5/92/5/1/96/0/3/94/0,5/92/5/1/96/0/3/94/0,,,no,match
arl__statsviz,cdxgen,1,1,3,3,10,10,yes,11,10,3/68/7/1/70/0/1/70/2,3/68/7/1/70/0/1/70/2,,,no,match
arl__statsviz,cyclonedx-gomod,1,1,3,3,10,10,yes,11,10,1/0/9/1/0/0/1/0/2,1/0/9/1/0/0/1/0/2,,,no,match
shenwei356__taxonkit,syft,31,31,31,31,74,74,yes,75,74,44/0/30/31/13/0/31/13/0,44/0/30/31/13/0/31/13/0,,,no,match
shenwei356__taxonkit,trivy,31,31,31,31,74,74,yes,75,74,36/0/38/31/5/0/31/5/0,35/0/39/31/4/0/31/4/0,,35/0/39/31/4/0/31/4/0,no,differ
shenwei356__taxonkit,cdxgen,31,31,31,31,74,74,yes,75,74,31/0/43/31/0/0/31/0/0,31/0/43/31/0/0/31/0/0,,31/0/43/31/0/0/31/0/0,no,match
shenwei356__taxonkit,cyclonedx-gomod,31,31,31,31,74,74,yes,75,74,34/0/40/31/3/0/31/3/0,34/0/40/31/3/0/31/3/0,,34/0/40/31/3/0/31/3/0,no,match
mholt__archives,syft,19,19,19,19,81,81,yes,82,81,26/0/55/19/7/0/19/7/0,26/0/55/19/7/0/19/7/0,,,no,match
mholt__archives,trivy,19,19,19,19,81,81,yes,82,81,19/0/62/19/0/0/19/0/0,19/0/62/19/0/0/19/0/0,,,no,match
mholt__archives,cdxgen,19,19,19,19,81,81,yes,82,81,19/0/62/19/0/0/19/0/0,19/0/62/19/0/0/19/0/0,,,no,match
mholt__archives,cyclonedx-gomod,19,19,19,19,81,81,yes,82,81,19/0/62/19/0/0/19/0/0,19/0/62/19/0/0/19/0/0,,,no,match
OldPanda__bloomfilter,syft,2,2,2,2,20,20,yes,21,20,6/0/14/2/4/0/2/4/0,6/0/14/2/4/0/2/4/0,,,no,match
OldPanda__bloomfilter,trivy,2,2,2,2,20,20,yes,21,20,20/0/0/2/18/0/2/18/0,20/0/0/2/18/0/2/18/0,,,no,match
OldPanda__bloomfilter,cdxgen,2,2,2,2,20,20,yes,21,20,2/0/18/2/0/0/2/0/0,2/0/18/2/0/0/2/0/0,,,no,match
OldPanda__bloomfilter,cyclonedx-gomod,2,2,2,2,20,20,yes,21,20,2/0/18/2/0/0/2/0/0,2/0/18/2/0/0/2/0/0,,,no,match
adnanh__webhook,syft,10,10,10,10,20,20,yes,21,20,15/0/5/10/5/0/10/5/0,15/0/5/10/5/0/10/5/0,,,no,match
adnanh__webhook,trivy,10,10,10,10,20,20,yes,21,20,14/0/6/10/4/0/10/4/0,14/0/6/10/4/0/10/4/0,,,no,match
adnanh__webhook,cdxgen,10,10,10,10,20,20,yes,21,20,14/0/6/10/4/0/10/4/0,14/0/6/10/4/0/10/4/0,,,no,match
adnanh__webhook,cyclonedx-gomod,10,10,10,10,20,20,yes,21,20,11/0/9/10/1/0/10/1/0,11/0/9/10/1/0/10/1/0,,,no,match
adlio__trello,syft,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
adlio__trello,trivy,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
adlio__trello,cdxgen,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
adlio__trello,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
capillariesio__capillaries,syft,51,51,54,54,119,119,yes,120,119,67/0/52/51/16/0/54/13/0,67/0/52/51/16/0/54/13/0,,,no,match
capillariesio__capillaries,trivy,51,51,54,54,119,119,yes,120,119,54/0/65/51/3/0/54/0/0,54/0/65/51/3/0/54/0/0,,,no,match
capillariesio__capillaries,cdxgen,51,51,54,54,119,119,yes,120,119,51/0/68/51/0/0/51/0/3,51/0/68/51/0/0/51/0/3,,,no,match
capillariesio__capillaries,cyclonedx-gomod,51,51,54,54,119,119,yes,120,119,51/0/68/51/0/0/51/0/3,51/0/68/51/0/0/51/0/3,,,no,match
beatlabs__patron,syft,76,76,77,77,116,116,yes,117,116,93/0/23/76/17/0/77/16/0,93/0/23/76/17/0/77/16/0,,,no,match
beatlabs__patron,trivy,76,76,77,77,116,116,yes,117,116,80/0/36/76/4/0/77/3/0,80/0/36/76/4/0/77/3/0,,,no,match
beatlabs__patron,cdxgen,76,76,77,77,116,116,yes,117,116,80/0/36/76/4/0/77/3/0,80/0/36/76/4/0/77/3/0,,,no,match
beatlabs__patron,cyclonedx-gomod,76,76,77,77,116,116,yes,117,116,77/0/39/76/1/0/76/1/1,77/0/39/76/1/0/76/1/1,,,no,match
joetifa2003__mm-go,syft,1,1,5,5,7,7,yes,8,7,6/0/1/1/5/0/5/1/0,6/0/1/1/5/0/5/1/0,,,no,match
joetifa2003__mm-go,trivy,1,1,5,5,7,7,yes,8,7,5/0/2/1/4/0/5/0/0,5/0/2/1/4/0/5/0/0,,,no,match
joetifa2003__mm-go,cdxgen,1,1,5,5,7,7,yes,8,7,1/0/6/1/0/0/1/0/4,1/0/6/1/0/0/1/0/4,,,no,match
joetifa2003__mm-go,cyclonedx-gomod,1,1,5,5,7,7,yes,8,7,1/0/6/1/0/0/1/0/4,1/0/6/1/0/0/1/0/4,,,no,match
go-sql-driver__mysql,syft,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
go-sql-driver__mysql,trivy,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
go-sql-driver__mysql,cdxgen,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
go-sql-driver__mysql,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
Henry-Sarabia__sliceconv,syft,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
Henry-Sarabia__sliceconv,trivy,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
Henry-Sarabia__sliceconv,cdxgen,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
Henry-Sarabia__sliceconv,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
