cloud.google.com/go	v0.112.1
cloud.google.com/go/compute	v1.24.0
cloud.google.com/go/compute/metadata	v0.2.3
cloud.google.com/go/firestore	v1.15.0
cloud.google.com/go/iam	v1.1.5
cloud.google.com/go/longrunning	v0.5.5
cloud.google.com/go/storage	v1.35.1
github.com/aclements/go-perfevent	v0.0.0-20240301234650-f7843625020f
github.com/alicebob/gopher-json	v0.0.0-20230218143504-906a9b012302
github.com/alicebob/miniredis/v2	v2.33.0
github.com/armon/go-metrics	v0.4.1
github.com/bsm/ginkgo/v2	v2.12.0
github.com/bsm/gomega	v1.27.10
github.com/cespare/xxhash/v2	v2.3.0
github.com/chen3feng/stl4go	v0.1.1
github.com/chzyer/logex	v1.1.10
github.com/chzyer/readline	v0.0.0-20180603132655-2972be24d48e
github.com/chzyer/test	v0.0.0-20180213035817-a1ea475d72b1
github.com/cockroachdb/swiss	v0.0.0-20240612210725-f4de07ae6964
github.com/coreos/go-semver	v0.3.0
github.com/coreos/go-systemd/v22	v22.5.0
github.com/davecgh/go-spew	v1.1.2-0.20180830191138-d8f796af33cc
github.com/deckarep/golang-set/v2	v2.7.0
github.com/dgryski/go-rendezvous	v0.0.0-20200823014737-9f7001d12a5f
github.com/dustin/go-humanize	v1.0.1
github.com/edsrzf/mmap-go	v1.2.0
github.com/fatih/color	v1.14.1
github.com/felixge/httpsnoop	v1.0.4
github.com/frankban/quicktest	v1.14.6
github.com/fsnotify/fsnotify	v1.8.0
github.com/go-logr/logr	v1.4.1
github.com/go-logr/stdr	v1.2.2
github.com/godbus/dbus/v5	v5.0.4
github.com/gogo/protobuf	v1.3.2
github.com/golang/groupcache	v0.0.0-20210331224755-41bb18bfe9da
github.com/golang/protobuf	v1.5.3
github.com/google/go-cmp	v0.6.0
github.com/google/s2a-go	v0.1.7
github.com/google/uuid	v1.4.0
github.com/googleapis/enterprise-certificate-proxy	v0.3.2
github.com/googleapis/gax-go/v2	v2.12.3
github.com/googleapis/google-cloud-go-testing	v0.0.0-20210719221736-1c9a4c676720
github.com/hashicorp/consul/api	v1.28.2
github.com/hashicorp/errwrap	v1.1.0
github.com/hashicorp/go-cleanhttp	v0.5.2
github.com/hashicorp/go-hclog	v1.5.0
github.com/hashicorp/go-immutable-radix	v1.3.1
github.com/hashicorp/go-multierror	v1.1.1
github.com/hashicorp/go-rootcerts	v1.0.2
github.com/hashicorp/golang-lru	v0.5.4
github.com/hashicorp/hcl	v1.0.0
github.com/hashicorp/serf	v0.10.1
github.com/json-iterator/go	v1.1.12
github.com/klauspost/compress	v1.17.2
github.com/klauspost/rvarint	v1.0.1
github.com/kr/fs	v0.1.0
github.com/kr/pretty	v0.3.1
github.com/kr/pty	v1.1.1
github.com/kr/text	v0.2.0
github.com/magiconair/properties	v1.8.9
github.com/mattn/go-colorable	v0.1.13
github.com/mattn/go-isatty	v0.0.20
github.com/mitchellh/go-homedir	v1.1.0
github.com/mitchellh/mapstructure	v1.5.0
github.com/modern-go/concurrent	v0.0.0-20180306012644-bacd9c7ef1dd
github.com/modern-go/reflect2	v1.0.2
github.com/nats-io/nats.go	v1.34.0
github.com/nats-io/nkeys	v0.4.7
github.com/nats-io/nuid	v1.0.1
github.com/pelletier/go-toml/v2	v2.2.3
github.com/pkg/errors	v0.9.1
github.com/pkg/sftp	v1.13.6
github.com/pmezard/go-difflib	v1.0.1-0.20181226105442-5d4384ee4fb2
github.com/redis/go-redis/v9	v9.7.0
github.com/rogpeppe/go-internal	v1.13.1
github.com/rs/xid	v1.5.0
github.com/rs/zerolog	v1.33.0
github.com/sagikazarmark/crypt	v0.19.0
github.com/sagikazarmark/locafero	v0.6.0
github.com/sagikazarmark/slog-shim	v0.1.0
github.com/segmentio/fasthash	v1.0.3
github.com/sourcegraph/conc	v0.3.0
github.com/spf13/afero	v1.11.0
github.com/spf13/cast	v1.7.0
github.com/spf13/pflag	v1.0.5
github.com/spf13/viper	v1.19.0
github.com/stretchr/objx	v0.5.2
github.com/stretchr/testify	v1.9.0
github.com/subosito/gotenv	v1.6.0
github.com/tidwall/btree	v1.7.0
github.com/tidwall/match	v1.1.1
github.com/tidwall/mmap	v0.3.0
github.com/tidwall/redcon	v1.6.2
github.com/yuin/gopher-lua	v1.1.1
github.com/zyedidia/generic	v1.2.1
go.etcd.io/etcd/api/v3	v3.5.12
go.etcd.io/etcd/client/pkg/v3	v3.5.12
go.etcd.io/etcd/client/v2	v2.305.12
go.etcd.io/etcd/client/v3	v3.5.12
go.opencensus.io	v0.24.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.49.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.49.0
go.opentelemetry.io/otel	v1.24.0
go.opentelemetry.io/otel/metric	v1.24.0
go.opentelemetry.io/otel/trace	v1.24.0
go.uber.org/atomic	v1.9.0
go.uber.org/multierr	v1.11.0
go.uber.org/zap	v1.21.0
golang.org/x/crypto	v0.21.0
golang.org/x/exp	v0.0.0-20241210194714-1829a127f884
golang.org/x/mod	v0.22.0
golang.org/x/net	v0.23.0
golang.org/x/oauth2	v0.18.0
golang.org/x/sync	v0.10.0
golang.org/x/sys	v0.28.0
golang.org/x/text	v0.21.0
golang.org/x/time	v0.5.0
golang.org/x/tools	v0.28.0
golang.org/x/xerrors	v0.0.0-20220907171357-04be3eba64a2
google.golang.org/api	v0.171.0
google.golang.org/appengine	v1.6.8
google.golang.org/genproto	v0.0.0-20240213162025-012b6fc9bca9
google.golang.org/genproto/googleapis/api	v0.0.0-20240311132316-a219d84964c2
google.golang.org/genproto/googleapis/rpc	v0.0.0-20240314234333-6e1732d8331c
google.golang.org/grpc	v1.62.1
google.golang.org/protobuf	v1.33.0
gopkg.in/check.v1	v1.0.0-20201130134442-10cb98267c6c
gopkg.in/ini.v1	v1.67.0
gopkg.in/yaml.v3	v3.0.1
