github.com/armon/go-metrics v0.4.1
github.com/cespare/xxhash/v2 v2.3.0
github.com/fatih/color v1.18.0
github.com/go-viper/mapstructure/v2 v2.5.0
github.com/hashicorp/consul/api v1.34.3
github.com/hashicorp/errwrap v1.1.0
github.com/hashicorp/go-cleanhttp v0.5.2
github.com/hashicorp/go-hclog v1.6.3
github.com/hashicorp/go-immutable-radix v1.3.1
github.com/hashicorp/go-metrics v0.5.4
github.com/hashicorp/go-multierror v1.1.1
github.com/hashicorp/go-rootcerts v1.0.2
github.com/hashicorp/golang-lru v1.0.2
github.com/hashicorp/serf v0.10.2
github.com/mattn/go-colorable v0.1.14
github.com/mattn/go-isatty v0.0.20
github.com/redis/go-redis/v9 v9.20.0
go.uber.org/atomic v1.11.0
golang.org/x/exp v0.0.0-20260218203240-3dfff04db8fa
golang.org/x/sys v0.41.0
