cel.dev/expr	v0.25.1
cloud.google.com/go/compute/metadata	v0.9.0
filippo.io/edwards25519	v1.1.1
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp	v1.31.0
github.com/antihax/optional	v1.0.0
github.com/aws/aws-sdk-go-v2	v1.42.0
github.com/aws/aws-sdk-go-v2/config	v1.32.26
github.com/aws/aws-sdk-go-v2/credentials	v1.19.25
github.com/aws/aws-sdk-go-v2/feature/ec2/imds	v1.18.29
github.com/aws/aws-sdk-go-v2/internal/configsources	v1.4.29
github.com/aws/aws-sdk-go-v2/internal/endpoints/v2	v2.7.29
github.com/aws/aws-sdk-go-v2/internal/v4a	v1.4.30
github.com/aws/aws-sdk-go-v2/service/dynamodb	v1.57.4
github.com/aws/aws-sdk-go-v2/service/internal/accept-encoding	v1.13.12
github.com/aws/aws-sdk-go-v2/service/internal/endpoint-discovery	v1.12.0
github.com/aws/aws-sdk-go-v2/service/internal/presigned-url	v1.13.29
github.com/aws/aws-sdk-go-v2/service/route53	v1.62.7
github.com/aws/aws-sdk-go-v2/service/signin	v1.2.1
github.com/aws/aws-sdk-go-v2/service/sns	v1.39.19
github.com/aws/aws-sdk-go-v2/service/sqs	v1.42.29
github.com/aws/aws-sdk-go-v2/service/sso	v1.31.4
github.com/aws/aws-sdk-go-v2/service/ssooidc	v1.36.7
github.com/aws/aws-sdk-go-v2/service/sts	v1.43.4
github.com/aws/smithy-go	v1.27.3
github.com/bsm/ginkgo/v2	v2.12.0
github.com/bsm/gomega	v1.27.10
github.com/cenkalti/backoff/v5	v5.0.3
github.com/cespare/xxhash/v2	v2.3.0
github.com/cncf/xds/go	v0.0.0-20260202195803-dba9d589def2
github.com/davecgh/go-spew	v1.1.1
github.com/eclipse/paho.golang	v0.23.0
github.com/elastic/elastic-transport-go/v8	v8.11.0
github.com/elastic/go-elasticsearch/v8	v8.19.5
github.com/envoyproxy/go-control-plane	v0.14.0
github.com/envoyproxy/go-control-plane/envoy	v1.37.0
github.com/envoyproxy/go-control-plane/ratelimit	v0.1.0
github.com/envoyproxy/protoc-gen-validate	v1.3.3
github.com/felixge/httpsnoop	v1.0.4
github.com/go-jose/go-jose/v4	v4.1.4
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/go-sql-driver/mysql	v1.9.3
github.com/golang/glog	v1.2.5
github.com/golang/protobuf	v1.5.4
github.com/golang/snappy	v1.0.0
github.com/google/go-cmp	v0.7.0
github.com/google/uuid	v1.6.0
github.com/gorilla/websocket	v1.5.3
github.com/grpc-ecosystem/grpc-gateway/v2	v2.29.0
github.com/hashicorp/golang-lru/v2	v2.0.7
github.com/klauspost/compress	v1.18.6
github.com/klauspost/cpuid/v2	v2.2.10
github.com/kr/pretty	v0.3.1
github.com/kr/text	v0.2.0
github.com/montanaflynn/stats	v0.9.0
github.com/pierrec/lz4/v4	v4.1.26
github.com/planetscale/vtprotobuf	v0.6.1-0.20240319094008-0393e58bdf10
github.com/pmezard/go-difflib	v1.0.0
github.com/rabbitmq/amqp091-go	v1.12.0
github.com/redis/go-redis/extra/rediscmd/v9	v9.19.0
github.com/redis/go-redis/extra/redisotel/v9	v9.19.0
github.com/redis/go-redis/v9	v9.21.0
github.com/rogpeppe/fastuuid	v1.2.0
github.com/rogpeppe/go-internal	v1.14.1
github.com/spiffe/go-spiffe/v2	v2.6.0
github.com/stretchr/objx	v0.5.2
github.com/stretchr/testify	v1.11.1
github.com/twmb/franz-go	v1.21.2
github.com/twmb/franz-go/pkg/kadm	v1.18.0
github.com/twmb/franz-go/pkg/kmsg	v1.13.1
github.com/twmb/franz-go/plugin/kotel	v1.6.0
github.com/twmb/franz-go/plugin/kslog	v1.0.0
github.com/xdg-go/pbkdf2	v1.0.0
github.com/xdg-go/scram	v1.2.0
github.com/xdg-go/stringprep	v1.0.4
github.com/youmark/pkcs8	v0.0.0-20240726163527-a2c0da244d78
github.com/yuin/goldmark	v1.4.13
github.com/zeebo/xxh3	v1.1.0
go.mongodb.org/mongo-driver	v1.17.9
go.opentelemetry.io/auto/sdk	v1.2.1
go.opentelemetry.io/contrib/detectors/gcp	v1.42.0
go.opentelemetry.io/contrib/instrumentation/github.com/aws/aws-sdk-go-v2/otelaws	v0.69.0
go.opentelemetry.io/contrib/instrumentation/go.mongodb.org/mongo-driver/mongo/otelmongo	v0.69.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.69.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.69.0
go.opentelemetry.io/otel	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlpmetric/otlpmetricgrpc	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc	v1.44.0
go.opentelemetry.io/otel/metric	v1.44.0
go.opentelemetry.io/otel/metric/x	v0.66.0
go.opentelemetry.io/otel/sdk	v1.44.0
go.opentelemetry.io/otel/sdk/metric	v1.44.0
go.opentelemetry.io/otel/trace	v1.44.0
go.opentelemetry.io/proto/otlp	v1.10.0
go.uber.org/atomic	v1.11.0
go.uber.org/goleak	v1.3.0
go.yaml.in/yaml/v3	v3.0.4
golang.org/x/crypto	v0.52.0
golang.org/x/mod	v0.35.0
golang.org/x/net	v0.55.0
golang.org/x/oauth2	v0.36.0
golang.org/x/sync	v0.20.0
golang.org/x/sys	v0.45.0
golang.org/x/term	v0.43.0
golang.org/x/text	v0.37.0
golang.org/x/time	v0.15.0
golang.org/x/tools	v0.44.0
golang.org/x/xerrors	v0.0.0-20190717185122-a985d3407aa7
gonum.org/v1/gonum	v0.17.0
google.golang.org/genproto/googleapis/api	v0.0.0-20260526163538-3dc84a4a5aaa
google.golang.org/genproto/googleapis/rpc	v0.0.0-20260526163538-3dc84a4a5aaa
google.golang.org/grpc	v1.81.1
google.golang.org/protobuf	v1.36.11
gopkg.in/check.v1	v1.0.0-20201130134442-10cb98267c6c
gopkg.in/yaml.v3	v3.0.1
