github.com/clipperhouse/uax29/v2 v2.7.0
github.com/cpuguy83/go-md2man/v2 v2.0.7
github.com/fatih/color v1.19.0
github.com/fsnotify/fsnotify v1.10.1
github.com/gdamore/encoding v1.0.1
github.com/gdamore/tcell/v2 v2.13.9
github.com/gookit/color v1.6.1
github.com/jedib0t/go-pretty/v6 v6.7.10
github.com/jinzhu/copier v0.4.0
github.com/lucasb-eyer/go-colorful v1.4.0
github.com/mattn/go-colorable v0.1.14
github.com/mattn/go-isatty v0.0.22
github.com/mattn/go-runewidth v0.0.23
github.com/rivo/tview v0.42.0
github.com/rivo/uniseg v0.4.7
github.com/russross/blackfriday/v2 v2.1.0
github.com/spf13/cobra v1.10.2
github.com/spf13/pflag v1.0.10
github.com/theckman/yacspin v0.13.12
github.com/xo/terminfo v0.0.0-20220910002029-abceb7e1c41e
go.yaml.in/yaml/v3 v3.0.4
golang.org/x/sys v0.44.0
golang.org/x/term v0.43.0
golang.org/x/text v0.37.0
gopkg.in/yaml.v3 v3.0.1
