github.com/kelseyhightower/confd
cloud.google.com/go v0.110.10
cloud.google.com/go/accessapproval v1.7.4
cloud.google.com/go/accesscontextmanager v1.8.4
cloud.google.com/go/aiplatform v1.54.0
cloud.google.com/go/analytics v0.21.6
cloud.google.com/go/apigateway v1.6.4
cloud.google.com/go/apigeeconnect v1.6.4
cloud.google.com/go/apigeeregistry v0.8.2
cloud.google.com/go/appengine v1.8.4
cloud.google.com/go/area120 v0.8.4
cloud.google.com/go/artifactregistry v1.14.6
cloud.google.com/go/asset v1.15.3
cloud.google.com/go/assuredworkloads v1.11.4
cloud.google.com/go/automl v1.13.4
cloud.google.com/go/baremetalsolution v1.2.3
cloud.google.com/go/batch v1.6.3
cloud.google.com/go/beyondcorp v1.0.3
cloud.google.com/go/bigquery v1.57.1
cloud.google.com/go/billing v1.17.4
cloud.google.com/go/binaryauthorization v1.7.3
cloud.google.com/go/certificatemanager v1.7.4
cloud.google.com/go/channel v1.17.3
cloud.google.com/go/cloudbuild v1.15.0
cloud.google.com/go/clouddms v1.7.3
cloud.google.com/go/cloudtasks v1.12.4
cloud.google.com/go/compute v1.23.3
cloud.google.com/go/compute/metadata v0.2.3
cloud.google.com/go/contactcenterinsights v1.12.0
cloud.google.com/go/container v1.28.0
cloud.google.com/go/containeranalysis v0.11.3
cloud.google.com/go/datacatalog v1.19.0
cloud.google.com/go/dataflow v0.9.4
cloud.google.com/go/dataform v0.9.1
cloud.google.com/go/datafusion v1.7.4
cloud.google.com/go/datalabeling v0.8.4
cloud.google.com/go/dataplex v1.11.2
cloud.google.com/go/dataproc/v2 v2.3.0
cloud.google.com/go/dataqna v0.8.4
cloud.google.com/go/datastore v1.15.0
cloud.google.com/go/datastream v1.10.3
cloud.google.com/go/deploy v1.15.0
cloud.google.com/go/dialogflow v1.44.3
cloud.google.com/go/dlp v1.11.1
cloud.google.com/go/documentai v1.23.5
cloud.google.com/go/domains v0.9.4
cloud.google.com/go/edgecontainer v1.1.4
cloud.google.com/go/errorreporting v0.3.0
cloud.google.com/go/essentialcontacts v1.6.5
cloud.google.com/go/eventarc v1.13.3
cloud.google.com/go/filestore v1.8.0
cloud.google.com/go/firestore v1.14.0
cloud.google.com/go/functions v1.15.4
cloud.google.com/go/gkebackup v1.3.4
cloud.google.com/go/gkeconnect v0.8.4
