al.essio.dev/pkg/shellescape	v1.6.0
buf.build/gen/go/bufbuild/protovalidate/protocolbuffers/go	v1.36.11-20260209202127-80ab13bee0bf.1
buf.build/go/protovalidate	v1.1.3
buf.build/go/protoyaml	v0.6.0
cel.dev/expr	v0.25.1
cloud.google.com/go	v0.118.0
cloud.google.com/go/accessapproval	v1.8.3
cloud.google.com/go/accesscontextmanager	v1.9.3
cloud.google.com/go/aiplatform	v1.70.0
cloud.google.com/go/analytics	v0.25.3
cloud.google.com/go/apigateway	v1.7.3
cloud.google.com/go/apigeeconnect	v1.7.3
cloud.google.com/go/apigeeregistry	v0.9.3
cloud.google.com/go/appengine	v1.9.3
cloud.google.com/go/area120	v0.9.3
cloud.google.com/go/artifactregistry	v1.16.1
cloud.google.com/go/asset	v1.20.4
cloud.google.com/go/assuredworkloads	v1.12.3
cloud.google.com/go/auth	v0.14.0
cloud.google.com/go/auth/oauth2adapt	v0.2.7
cloud.google.com/go/automl	v1.14.4
cloud.google.com/go/baremetalsolution	v1.3.3
cloud.google.com/go/batch	v1.11.5
cloud.google.com/go/beyondcorp	v1.1.3
cloud.google.com/go/bigquery	v1.65.0
cloud.google.com/go/bigtable	v1.34.0
cloud.google.com/go/billing	v1.20.1
cloud.google.com/go/binaryauthorization	v1.9.3
cloud.google.com/go/certificatemanager	v1.9.3
cloud.google.com/go/channel	v1.19.2
cloud.google.com/go/cloudbuild	v1.19.2
cloud.google.com/go/clouddms	v1.8.3
cloud.google.com/go/cloudtasks	v1.13.3
cloud.google.com/go/compute	v1.31.1
cloud.google.com/go/compute/metadata	v0.9.0
cloud.google.com/go/contactcenterinsights	v1.17.1
cloud.google.com/go/container	v1.42.1
cloud.google.com/go/containeranalysis	v0.13.3
cloud.google.com/go/datacatalog	v1.24.3
cloud.google.com/go/dataflow	v0.10.3
cloud.google.com/go/dataform	v0.10.3
cloud.google.com/go/datafusion	v1.8.3
cloud.google.com/go/datalabeling	v0.9.3
cloud.google.com/go/dataplex	v1.21.0
cloud.google.com/go/dataproc/v2	v2.10.1
cloud.google.com/go/dataqna	v0.9.3
cloud.google.com/go/datastore	v1.20.0
cloud.google.com/go/datastream	v1.12.1
cloud.google.com/go/deploy	v1.26.1
cloud.google.com/go/dialogflow	v1.64.1
cloud.google.com/go/dlp	v1.20.1
cloud.google.com/go/documentai	v1.35.1
cloud.google.com/go/domains	v0.10.3
cloud.google.com/go/edgecontainer	v1.4.1
cloud.google.com/go/errorreporting	v0.3.2
cloud.google.com/go/essentialcontacts	v1.7.3
cloud.google.com/go/eventarc	v1.15.1
cloud.google.com/go/filestore	v1.9.3
cloud.google.com/go/firestore	v1.18.0
cloud.google.com/go/functions	v1.19.3
cloud.google.com/go/gkebackup	v1.6.3
cloud.google.com/go/gkeconnect	v0.12.1
cloud.google.com/go/gkehub	v0.15.3
cloud.google.com/go/gkemulticloud	v1.5.0
cloud.google.com/go/gsuiteaddons	v1.7.3
cloud.google.com/go/iam	v1.3.1
cloud.google.com/go/iap	v1.10.3
cloud.google.com/go/ids	v1.5.3
cloud.google.com/go/iot	v1.8.3
cloud.google.com/go/kms	v1.20.5
cloud.google.com/go/language	v1.14.3
cloud.google.com/go/lifesciences	v0.10.3
cloud.google.com/go/logging	v1.13.0
cloud.google.com/go/longrunning	v0.6.4
cloud.google.com/go/managedidentities	v1.7.3
cloud.google.com/go/maps	v1.17.1
cloud.google.com/go/mediatranslation	v0.9.3
cloud.google.com/go/memcache	v1.11.3
cloud.google.com/go/metastore	v1.14.3
cloud.google.com/go/monitoring	v1.22.1
cloud.google.com/go/networkconnectivity	v1.16.1
cloud.google.com/go/networkmanagement	v1.17.1
cloud.google.com/go/networksecurity	v0.10.3
cloud.google.com/go/notebooks	v1.12.3
cloud.google.com/go/optimization	v1.7.3
cloud.google.com/go/orchestration	v1.11.3
cloud.google.com/go/orgpolicy	v1.14.2
cloud.google.com/go/osconfig	v1.14.3
cloud.google.com/go/oslogin	v1.14.3
cloud.google.com/go/phishingprotection	v0.9.3
cloud.google.com/go/policytroubleshooter	v1.11.3
cloud.google.com/go/privatecatalog	v0.10.4
cloud.google.com/go/profiler	v0.4.2
cloud.google.com/go/pubsub	v1.45.3
cloud.google.com/go/pubsublite	v1.8.2
cloud.google.com/go/recaptchaenterprise/v2	v2.19.3
cloud.google.com/go/recommendationengine	v0.9.3
cloud.google.com/go/recommender	v1.13.3
cloud.google.com/go/redis	v1.17.3
cloud.google.com/go/resourcemanager	v1.10.3
cloud.google.com/go/resourcesettings	v1.8.3
cloud.google.com/go/retail	v1.19.2
cloud.google.com/go/run	v1.8.1
cloud.google.com/go/scheduler	v1.11.3
cloud.google.com/go/secretmanager	v1.14.3
cloud.google.com/go/security	v1.18.3
cloud.google.com/go/securitycenter	v1.35.3
cloud.google.com/go/servicedirectory	v1.12.3
cloud.google.com/go/shell	v1.8.3
cloud.google.com/go/spanner	v1.73.0
cloud.google.com/go/speech	v1.26.0
cloud.google.com/go/storage	v1.43.0
cloud.google.com/go/storagetransfer	v1.12.1
cloud.google.com/go/talent	v1.8.0
cloud.google.com/go/texttospeech	v1.11.0
cloud.google.com/go/tpu	v1.7.3
cloud.google.com/go/trace	v1.11.3
cloud.google.com/go/translate	v1.12.3
cloud.google.com/go/video	v1.23.3
cloud.google.com/go/videointelligence	v1.12.3
cloud.google.com/go/vision/v2	v2.9.3
cloud.google.com/go/vmmigration	v1.8.3
cloud.google.com/go/vmwareengine	v1.3.3
cloud.google.com/go/vpcaccess	v1.8.3
cloud.google.com/go/webrisk	v1.10.3
cloud.google.com/go/websecurityscanner	v1.7.3
cloud.google.com/go/workflows	v1.13.3
code.gitea.io/sdk/gitea	v0.20.0
cyphar.com/go-pathrs	v0.2.1
