repo,all,imported,tool,predicted,tp_all,fp_all,fn_all,f1_all_name,f1_all_ver,tp_imp,fp_imp,fn_imp,f1_imp_name,f1_imp_ver
ITcathyh__conexec,2,1,trivy,2,2,0,0,100.0,100.0,1,1,0,66.7,66.7
ITcathyh__conexec,2,1,cdxgen,1,1,0,1,66.7,66.7,1,0,0,100.0,100.0
ITcathyh__conexec,2,1,cyclonedx-gomod,1,1,0,1,66.7,66.7,1,0,0,100.0,100.0
Jacobbrewer1__patcher,97,6,syft,38,38,0,59,56.3,56.3,6,32,0,27.3,27.3
Jacobbrewer1__patcher,97,6,trivy,35,35,0,62,53.0,53.0,6,29,0,29.3,29.3
Jacobbrewer1__patcher,97,6,cdxgen,35,35,0,62,53.0,53.0,6,29,0,29.3,29.3
Jacobbrewer1__patcher,97,6,cyclonedx-gomod,35,35,0,62,53.0,53.0,6,29,0,29.3,29.3
Jagerente__gocfg,7,1,syft,6,6,0,1,92.3,92.3,1,5,0,28.6,28.6
Jagerente__gocfg,7,1,trivy,7,7,0,0,100.0,100.0,1,6,0,25.0,25.0
Jagerente__gocfg,7,1,cdxgen,1,1,0,6,25.0,25.0,1,0,0,100.0,100.0
Jagerente__gocfg,7,1,cyclonedx-gomod,1,1,0,6,25.0,25.0,1,0,0,100.0,100.0
JohannesKaufmann__html-to-markdown,29,15,syft,20,20,0,9,81.6,81.6,15,5,0,85.7,85.7
JohannesKaufmann__html-to-markdown,29,15,trivy,15,15,0,14,68.2,68.2,15,0,0,100.0,100.0
JohannesKaufmann__html-to-markdown,29,15,cdxgen,15,15,0,14,68.2,68.2,15,0,0,100.0,100.0
JohannesKaufmann__html-to-markdown,29,15,cyclonedx-gomod,15,15,0,14,68.2,68.2,15,0,0,100.0,100.0
JoshuaDoes__gofuckyourself,4,1,syft,1,1,0,3,40.0,40.0,1,0,0,100.0,100.0
JoshuaDoes__gofuckyourself,4,1,trivy,4,4,0,0,100.0,100.0,1,3,0,40.0,40.0
JoshuaDoes__gofuckyourself,4,1,cdxgen,1,1,0,3,40.0,40.0,1,0,0,100.0,100.0
JoshuaDoes__gofuckyourself,4,1,cyclonedx-gomod,1,1,0,3,40.0,40.0,1,0,0,100.0,100.0
Kachit__appstore-sdk-go,9,2,syft,8,8,0,1,94.1,82.4,2,6,0,40.0,20.0
Kachit__appstore-sdk-go,9,2,trivy,9,9,0,0,100.0,88.9,2,7,0,36.4,18.2
Kachit__appstore-sdk-go,9,2,cdxgen,2,2,0,7,36.4,18.2,2,0,0,100.0,50.0
Kachit__appstore-sdk-go,9,2,cyclonedx-gomod,2,2,0,7,36.4,36.4,2,0,0,100.0,100.0
Kachit__gorm-seeder,67,3,syft,29,29,0,38,60.4,58.3,3,26,0,18.8,18.8
Kachit__gorm-seeder,67,3,trivy,67,67,0,0,100.0,98.5,3,64,0,8.6,8.6
Kachit__gorm-seeder,67,3,cdxgen,3,3,0,64,8.6,8.6,3,0,0,100.0,100.0
Kachit__gorm-seeder,67,3,cyclonedx-gomod,3,3,0,64,8.6,8.6,3,0,0,100.0,100.0
Knuspii__CrunchyCleaner,15,3,syft,6,6,0,9,57.1,57.1,3,3,0,66.7,66.7
Knuspii__CrunchyCleaner,15,3,trivy,6,6,0,9,57.1,57.1,3,3,0,66.7,66.7
Knuspii__CrunchyCleaner,15,3,cdxgen,3,3,0,12,33.3,33.3,3,0,0,100.0,100.0
Knuspii__CrunchyCleaner,15,3,cyclonedx-gomod,6,6,0,9,57.1,57.1,3,3,0,66.7,66.7
Konstantin8105__c4go,8,4,syft,8,8,0,0,100.0,87.5,4,4,0,66.7,66.7
Konstantin8105__c4go,8,4,trivy,8,8,0,0,100.0,87.5,4,4,0,66.7,66.7
Konstantin8105__c4go,8,4,cdxgen,8,8,0,0,100.0,87.5,4,4,0,66.7,66.7
Konstantin8105__c4go,8,4,cyclonedx-gomod,4,4,0,4,66.7,66.7,4,0,0,100.0,100.0
KusionStack__kusion,805,325,syft,396,396,0,409,65.9,64.3,325,71,0,90.2,87.9
KusionStack__kusion,805,325,trivy,350,350,0,455,60.6,58.9,325,25,0,96.3,93.9
KusionStack__kusion,805,325,cdxgen,325,325,0,480,57.5,56.1,325,0,0,100.0,97.5
KusionStack__kusion,805,325,cyclonedx-gomod,332,332,0,473,58.4,58.4,322,10,3,98.0,98.0
Lifailon__lazyjournal,20,10,syft,11,11,0,9,71.0,71.0,10,1,0,95.2,95.2
Lifailon__lazyjournal,20,10,trivy,10,10,0,10,66.7,66.7,10,0,0,100.0,100.0
Lifailon__lazyjournal,20,10,cdxgen,10,10,0,10,66.7,66.7,10,0,0,100.0,100.0
Lifailon__lazyjournal,20,10,cyclonedx-gomod,10,10,0,10,66.7,66.7,10,0,0,100.0,100.0
MUlt1mate__protoc-gen-httpgo,10,2,syft,84,9,75,1,19.1,6.4,2,82,0,4.7,4.7
MUlt1mate__protoc-gen-httpgo,10,2,trivy,67,10,57,0,26.0,26.0,2,65,0,5.8,5.8
MUlt1mate__protoc-gen-httpgo,10,2,cdxgen,52,8,44,2,25.8,6.5,2,50,0,7.4,7.4
MUlt1mate__protoc-gen-httpgo,10,2,cyclonedx-gomod,2,2,0,8,33.3,33.3,2,0,0,100.0,100.0
MarvinJWendt__testza,28,16,syft,19,19,0,9,80.9,80.9,16,3,0,91.4,91.4
MarvinJWendt__testza,28,16,trivy,16,16,0,12,72.7,72.7,16,0,0,100.0,100.0
MarvinJWendt__testza,28,16,cdxgen,16,16,0,12,72.7,72.7,16,0,0,100.0,100.0
MarvinJWendt__testza,28,16,cyclonedx-gomod,16,16,0,12,72.7,72.7,16,0,0,100.0,100.0
Masterminds__squirrel,5,2,syft,12,5,7,0,58.8,58.8,2,10,0,28.6,28.6
Masterminds__squirrel,5,2,trivy,19,5,14,0,41.7,41.7,2,17,0,19.0,19.0
Masterminds__squirrel,5,2,cdxgen,2,2,0,3,57.1,57.1,2,0,0,100.0,100.0
Masterminds__squirrel,5,2,cyclonedx-gomod,2,2,0,3,57.1,57.1,2,0,0,100.0,100.0
MatProGo-dev__MatProInterface.go,18,2,syft,2,2,0,16,20.0,20.0,2,0,0,100.0,100.0
MatProGo-dev__MatProInterface.go,18,2,trivy,18,18,0,0,100.0,100.0,2,16,0,20.0,20.0
MatProGo-dev__MatProInterface.go,18,2,cdxgen,2,2,0,16,20.0,20.0,2,0,0,100.0,100.0
MatProGo-dev__MatProInterface.go,18,2,cyclonedx-gomod,2,2,0,16,20.0,20.0,2,0,0,100.0,100.0
MaxHalford__eaopt,1,1,syft,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
MaxHalford__eaopt,1,1,trivy,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
MaxHalford__eaopt,1,1,cdxgen,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
MaxHalford__eaopt,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
Melkeydev__go-blueprint,33,20,syft,22,22,0,11,80.0,80.0,20,2,0,95.2,95.2
Melkeydev__go-blueprint,33,20,trivy,22,22,0,11,80.0,80.0,20,2,0,95.2,95.2
Melkeydev__go-blueprint,33,20,cdxgen,20,20,0,13,75.5,75.5,20,0,0,100.0,100.0
Melkeydev__go-blueprint,33,20,cyclonedx-gomod,22,22,0,11,80.0,80.0,20,2,0,95.2,95.2
MonaxGT__gomalshare,0,1,syft,1,0,1,0,0.0,0.0,1,0,0,100.0,100.0
MonaxGT__gomalshare,0,1,trivy,1,0,1,0,0.0,0.0,1,0,0,100.0,100.0
MonaxGT__gomalshare,0,1,cdxgen,1,0,1,0,0.0,0.0,1,0,0,100.0,100.0
MonaxGT__gomalshare,0,1,cyclonedx-gomod,1,0,1,0,0.0,0.0,1,0,0,100.0,100.0
MonaxGT__parsefields,1,7,syft,9,1,8,0,20.0,20.0,7,2,0,87.5,75.0
MonaxGT__parsefields,1,7,trivy,9,1,8,0,20.0,20.0,7,2,0,87.5,75.0
MonaxGT__parsefields,1,7,cdxgen,7,1,6,0,25.0,25.0,7,0,0,100.0,85.7
MonaxGT__parsefields,1,7,cyclonedx-gomod,7,1,6,0,25.0,25.0,7,0,0,100.0,100.0
MordaTeam__go-config,231,20,syft,101,101,0,130,60.8,60.2,20,81,0,33.1,33.1
MordaTeam__go-config,231,20,trivy,69,69,0,162,46.0,45.3,20,49,0,44.9,44.9
MordaTeam__go-config,231,20,cdxgen,20,20,0,211,15.9,15.9,20,0,0,100.0,100.0
MordaTeam__go-config,231,20,cyclonedx-gomod,21,21,0,210,16.7,16.7,20,1,0,97.6,97.6
Mutasem-mk4__gspy,55,17,syft,32,32,0,23,73.6,73.6,17,15,0,69.4,69.4
Mutasem-mk4__gspy,55,17,trivy,21,21,0,34,55.3,55.3,17,4,0,89.5,89.5
Mutasem-mk4__gspy,55,17,cdxgen,17,17,0,38,47.2,47.2,17,0,0,100.0,100.0
Mutasem-mk4__gspy,55,17,cyclonedx-gomod,20,20,0,35,53.3,53.3,17,3,0,91.9,91.9
Mutasem-mk4__procscope,101,50,syft,69,69,0,32,81.2,81.2,50,19,0,84.0,84.0
Mutasem-mk4__procscope,101,50,trivy,51,51,0,50,67.1,67.1,50,1,0,99.0,99.0
Mutasem-mk4__procscope,101,50,cdxgen,51,51,0,50,67.1,67.1,50,1,0,99.0,99.0
Mutasem-mk4__procscope,101,50,cyclonedx-gomod,51,51,0,50,67.1,67.1,50,1,0,99.0,99.0
NdoleStudio__go-otelroundtripper,23,7,syft,21,21,0,2,95.5,95.5,7,14,0,50.0,50.0
NdoleStudio__go-otelroundtripper,23,7,trivy,16,16,0,7,82.1,82.1,7,9,0,60.9,60.9
NdoleStudio__go-otelroundtripper,23,7,cdxgen,7,7,0,16,46.7,46.7,7,0,0,100.0,100.0
NdoleStudio__go-otelroundtripper,23,7,cyclonedx-gomod,7,7,0,16,46.7,46.7,7,0,0,100.0,100.0
Netflix__chaosmonkey,37,24,syft,33,33,0,4,94.3,94.3,24,9,0,84.2,84.2
Netflix__chaosmonkey,37,24,trivy,29,29,0,8,87.9,87.9,24,5,0,90.6,90.6
Netflix__chaosmonkey,37,24,cdxgen,24,24,0,13,78.7,78.7,24,0,0,100.0,100.0
Netflix__chaosmonkey,37,24,cyclonedx-gomod,24,24,0,13,78.7,78.7,24,0,0,100.0,100.0
NodePassProject__nodepass,26,12,syft,17,17,0,9,79.1,79.1,12,5,0,82.8,82.8
NodePassProject__nodepass,26,12,trivy,12,12,0,14,63.2,63.2,12,0,0,100.0,100.0
NodePassProject__nodepass,26,12,cdxgen,12,12,0,14,63.2,63.2,12,0,0,100.0,100.0
NodePassProject__nodepass,26,12,cyclonedx-gomod,12,12,0,14,63.2,63.2,12,0,0,100.0,100.0
Noooste__azuretls-client,132,21,syft,41,41,0,91,47.4,46.2,21,20,0,67.7,67.7
Noooste__azuretls-client,132,21,trivy,26,26,0,106,32.9,31.6,21,5,0,89.4,89.4
Noooste__azuretls-client,132,21,cdxgen,21,21,0,111,27.5,27.5,21,0,0,100.0,100.0
Noooste__azuretls-client,132,21,cyclonedx-gomod,21,21,0,111,27.5,27.5,21,0,0,100.0,100.0
OTA-Insight__bqwriter,202,35,syft,54,54,0,148,42.2,41.4,35,19,0,78.7,76.4
OTA-Insight__bqwriter,202,35,trivy,43,43,0,159,35.1,34.3,35,8,0,89.7,87.2
OTA-Insight__bqwriter,202,35,cdxgen,35,35,0,167,29.5,28.7,35,0,0,100.0,97.1
OTA-Insight__bqwriter,202,35,cyclonedx-gomod,42,42,0,160,34.4,34.4,35,7,0,90.9,90.9
OldPanda__bloomfilter,20,2,syft,6,6,0,14,46.2,46.2,2,4,0,50.0,50.0
OldPanda__bloomfilter,20,2,trivy,20,20,0,0,100.0,100.0,2,18,0,18.2,18.2
OldPanda__bloomfilter,20,2,cdxgen,2,2,0,18,18.2,18.2,2,0,0,100.0,100.0
OldPanda__bloomfilter,20,2,cyclonedx-gomod,2,2,0,18,18.2,18.2,2,0,0,100.0,100.0
Oudwins__zog,11,5,syft,6,6,0,5,70.6,70.6,5,1,0,90.9,90.9
Oudwins__zog,11,5,trivy,5,5,0,6,62.5,62.5,5,0,0,100.0,100.0
Oudwins__zog,11,5,cdxgen,5,5,0,6,62.5,62.5,5,0,0,100.0,100.0
Oudwins__zog,11,5,cyclonedx-gomod,5,5,0,6,62.5,62.5,5,0,0,100.0,100.0
PIMPfiction__govader_backend,31,12,syft,18,18,0,13,73.5,73.5,12,6,0,80.0,80.0
PIMPfiction__govader_backend,31,12,trivy,16,16,0,15,68.1,68.1,12,4,0,85.7,85.7
PIMPfiction__govader_backend,31,12,cdxgen,12,12,0,19,55.8,55.8,12,0,0,100.0,100.0
PIMPfiction__govader_backend,31,12,cyclonedx-gomod,12,12,0,19,55.8,55.8,12,0,0,100.0,100.0
PaddleHQ__go-aws-ssm,11,3,syft,7,7,0,4,77.8,77.8,3,4,0,60.0,60.0
PaddleHQ__go-aws-ssm,11,3,trivy,4,4,0,7,53.3,53.3,3,1,0,85.7,85.7
PaddleHQ__go-aws-ssm,11,3,cdxgen,3,3,0,8,42.9,42.9,3,0,0,100.0,100.0
PaddleHQ__go-aws-ssm,11,3,cyclonedx-gomod,3,3,0,8,42.9,42.9,3,0,0,100.0,100.0
PaesslerAG__gval,2,1,syft,2,2,0,0,100.0,100.0,1,1,0,66.7,66.7
PaesslerAG__gval,2,1,trivy,2,2,0,0,100.0,100.0,1,1,0,66.7,66.7
PaesslerAG__gval,2,1,cdxgen,1,1,0,1,66.7,66.7,1,0,0,100.0,100.0
PaesslerAG__gval,2,1,cyclonedx-gomod,1,1,0,1,66.7,66.7,1,0,0,100.0,100.0
PerimeterX__envite,74,34,syft,56,56,0,18,86.2,86.2,34,22,0,75.6,75.6
PerimeterX__envite,74,34,trivy,39,39,0,35,69.0,69.0,34,5,0,93.2,93.2
PerimeterX__envite,74,34,cdxgen,34,34,0,40,63.0,63.0,34,0,0,100.0,100.0
PerimeterX__envite,74,34,cyclonedx-gomod,36,36,0,38,65.5,65.5,34,2,0,97.1,97.1
PerimeterX__marshmallow,5,2,syft,4,4,0,1,88.9,88.9,2,2,0,66.7,66.7
PerimeterX__marshmallow,5,2,trivy,4,4,0,1,88.9,88.9,2,2,0,66.7,66.7
PerimeterX__marshmallow,5,2,cdxgen,2,2,0,3,57.1,57.1,2,0,0,100.0,100.0
PerimeterX__marshmallow,5,2,cyclonedx-gomod,2,2,0,3,57.1,57.1,2,0,0,100.0,100.0
Pixboost__transformimgs,3,3,syft,5,3,2,0,75.0,75.0,3,2,0,75.0,75.0
Pixboost__transformimgs,3,3,trivy,5,3,2,0,75.0,75.0,3,2,0,75.0,75.0
Pixboost__transformimgs,3,3,cdxgen,4,3,1,0,85.7,85.7,3,1,0,85.7,85.7
Pixboost__transformimgs,3,3,cyclonedx-gomod,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
PuerkitoBio__goquery,6,2,syft,2,2,0,4,50.0,50.0,2,0,0,100.0,100.0
PuerkitoBio__goquery,6,2,trivy,6,6,0,0,100.0,100.0,2,4,0,50.0,50.0
PuerkitoBio__goquery,6,2,cdxgen,2,2,0,4,50.0,50.0,2,0,0,100.0,100.0
PuerkitoBio__goquery,6,2,cyclonedx-gomod,2,2,0,4,50.0,50.0,2,0,0,100.0,100.0
Qntfy__kazaam,2,2,syft,2,2,0,0,100.0,50.0,2,0,0,100.0,50.0
Qntfy__kazaam,2,2,trivy,2,2,0,0,100.0,50.0,2,0,0,100.0,50.0
Qntfy__kazaam,2,2,cdxgen,2,2,0,0,100.0,50.0,2,0,0,100.0,50.0
Qntfy__kazaam,2,2,cyclonedx-gomod,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
RibbonFilter__ribbonGo,4,2,syft,4,4,0,0,100.0,100.0,2,2,0,66.7,66.7
RibbonFilter__ribbonGo,4,2,trivy,3,3,0,1,85.7,85.7,2,1,0,80.0,80.0
RibbonFilter__ribbonGo,4,2,cdxgen,2,2,0,2,66.7,66.7,2,0,0,100.0,100.0
RibbonFilter__ribbonGo,4,2,cyclonedx-gomod,3,3,0,1,85.7,85.7,2,1,0,80.0,80.0
RichardKnop__go-fixtures,10,1,syft,10,10,0,0,100.0,100.0,1,9,0,18.2,18.2
RichardKnop__go-fixtures,10,1,trivy,10,10,0,0,100.0,100.0,1,9,0,18.2,18.2
RichardKnop__go-fixtures,10,1,cdxgen,1,1,0,9,18.2,18.2,1,0,0,100.0,100.0
RichardKnop__go-fixtures,10,1,cyclonedx-gomod,1,1,0,9,18.2,18.2,1,0,0,100.0,100.0
RichardKnop__jsonhal,4,1,syft,4,4,0,0,100.0,100.0,1,3,0,40.0,40.0
RichardKnop__jsonhal,4,1,trivy,4,4,0,0,100.0,100.0,1,3,0,40.0,40.0
RichardKnop__jsonhal,4,1,cdxgen,1,1,0,3,40.0,40.0,1,0,0,100.0,100.0
RichardKnop__jsonhal,4,1,cyclonedx-gomod,1,1,0,3,40.0,40.0,1,0,0,100.0,100.0
RichardKnop__machinery,118,46,syft,87,67,20,51,65.4,56.6,46,41,0,69.2,61.7
RichardKnop__machinery,118,46,trivy,76,57,19,61,58.8,51.5,46,30,0,75.4,67.2
RichardKnop__machinery,118,46,cdxgen,65,47,18,71,51.4,51.4,46,19,0,82.9,82.9
RichardKnop__machinery,118,46,cyclonedx-gomod,51,51,0,67,60.4,60.4,46,5,0,94.8,94.8
RichardKnop__minisql,36,4,syft,20,20,0,16,71.4,71.4,4,16,0,33.3,33.3
RichardKnop__minisql,36,4,trivy,18,18,0,18,66.7,66.7,4,14,0,36.4,36.4
RichardKnop__minisql,36,4,cdxgen,4,4,0,32,20.0,20.0,4,0,0,100.0,100.0
RichardKnop__minisql,36,4,cyclonedx-gomod,4,4,0,32,20.0,20.0,4,0,0,100.0,100.0
RoaringBitmap__roaring,19,2,syft,14,14,0,5,84.8,84.8,2,12,0,25.0,25.0
RoaringBitmap__roaring,19,2,trivy,12,12,0,7,77.4,77.4,2,10,0,28.6,28.6
RoaringBitmap__roaring,19,2,cdxgen,2,2,0,17,19.0,19.0,2,0,0,100.0,100.0
RoaringBitmap__roaring,19,2,cyclonedx-gomod,7,7,0,12,53.8,53.8,2,5,0,44.4,44.4
SaiNageswarS__go-api-boot,308,92,syft,111,111,0,197,53.0,52.5,92,19,0,90.6,89.7
SaiNageswarS__go-api-boot,308,92,trivy,93,93,0,215,46.4,45.9,92,1,0,99.5,98.4
SaiNageswarS__go-api-boot,308,92,cdxgen,92,92,0,216,46.0,45.5,92,0,0,100.0,98.9
SaiNageswarS__go-api-boot,308,92,cyclonedx-gomod,88,88,0,220,44.4,44.4,87,1,5,96.7,96.7
SeldonIO__goven,81,4,syft,39,39,0,42,65.0,63.3,4,35,0,18.6,18.6
SeldonIO__goven,81,4,trivy,21,21,0,60,41.2,41.2,4,17,0,32.0,32.0
SeldonIO__goven,81,4,cdxgen,4,4,0,77,9.4,9.4,4,0,0,100.0,100.0
SeldonIO__goven,81,4,cyclonedx-gomod,4,4,0,77,9.4,9.4,4,0,0,100.0,100.0
Sherifabdlnaby__gpool,1,1,syft,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
Sherifabdlnaby__gpool,1,1,trivy,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
Sherifabdlnaby__gpool,1,1,cdxgen,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
Sherifabdlnaby__gpool,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
Shopify__sarama,37,14,syft,48,25,23,12,58.8,58.8,14,34,0,45.2,45.2
Shopify__sarama,37,14,trivy,44,22,22,15,54.3,54.3,14,30,0,48.3,48.3
Shopify__sarama,37,14,cdxgen,28,15,13,22,46.2,46.2,14,14,0,66.7,66.7
Shopify__sarama,37,14,cyclonedx-gomod,14,14,0,23,54.9,54.9,14,0,0,100.0,100.0
SimonBaeumer__commander,58,28,syft,42,42,0,16,84.0,78.0,28,14,0,80.0,71.4
SimonBaeumer__commander,58,28,trivy,39,39,0,19,80.4,74.2,28,11,0,83.6,74.6
SimonBaeumer__commander,58,28,cdxgen,39,39,0,19,80.4,74.2,28,11,0,83.6,74.6
SimonBaeumer__commander,58,28,cyclonedx-gomod,29,29,0,29,66.7,66.7,25,4,3,87.7,87.7
Sioro-Neoku__go-peerflix,121,34,syft,46,46,0,75,55.1,52.7,34,12,0,85.0,82.5
Sioro-Neoku__go-peerflix,121,34,trivy,121,121,0,0,100.0,96.7,34,87,0,43.9,42.6
Sioro-Neoku__go-peerflix,121,34,cdxgen,34,34,0,87,43.9,42.6,34,0,0,100.0,97.1
Sioro-Neoku__go-peerflix,121,34,cyclonedx-gomod,36,36,0,85,45.9,45.9,34,2,0,97.1,97.1
Sirupsen__logrus,7,5,syft,6,6,0,1,92.3,92.3,5,1,0,90.9,90.9
Sirupsen__logrus,7,5,trivy,5,5,0,2,83.3,83.3,5,0,0,100.0,100.0
Sirupsen__logrus,7,5,cdxgen,5,5,0,2,83.3,83.3,5,0,0,100.0,100.0
Sirupsen__logrus,7,5,cyclonedx-gomod,2,2,0,5,44.4,44.4,2,0,3,57.1,57.1
SonicRoshan__straf,7,1,syft,6,6,0,1,92.3,92.3,1,5,0,28.6,28.6
SonicRoshan__straf,7,1,trivy,7,7,0,0,100.0,100.0,1,6,0,25.0,25.0
SonicRoshan__straf,7,1,cdxgen,1,1,0,6,25.0,25.0,1,0,0,100.0,100.0
SonicRoshan__straf,7,1,cyclonedx-gomod,1,1,0,6,25.0,25.0,1,0,0,100.0,100.0
Southclaws__fault,53,9,syft,22,18,4,35,48.0,48.0,9,13,0,58.1,58.1
Southclaws__fault,53,9,trivy,20,16,4,37,43.8,43.8,9,11,0,62.1,62.1
Southclaws__fault,53,9,cdxgen,12,9,3,44,27.7,27.7,9,3,0,85.7,85.7
Southclaws__fault,53,9,cyclonedx-gomod,9,9,0,44,29.0,29.0,9,0,0,100.0,100.0
SpatiumPortae__portal,293,51,syft,106,106,0,187,53.1,52.1,51,55,0,65.0,65.0
SpatiumPortae__portal,293,51,trivy,95,95,0,198,49.0,47.9,51,44,0,69.9,69.9
SpatiumPortae__portal,293,51,cdxgen,51,51,0,242,29.7,29.7,51,0,0,100.0,100.0
SpatiumPortae__portal,293,51,cyclonedx-gomod,54,54,0,239,31.1,31.1,51,3,0,97.1,97.1
SpectoLabs__hoverfly,174,79,syft,98,98,0,76,72.1,70.6,79,19,0,89.3,87.0
SpectoLabs__hoverfly,174,79,trivy,82,82,0,92,64.1,62.5,79,3,0,98.1,95.7
SpectoLabs__hoverfly,174,79,cdxgen,82,82,0,92,64.1,62.5,79,3,0,98.1,95.7
SpectoLabs__hoverfly,174,79,cyclonedx-gomod,80,80,0,94,63.0,63.0,79,1,0,99.4,99.4
TheCreeper__go-notify,1,1,syft,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
TheCreeper__go-notify,1,1,trivy,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
TheCreeper__go-notify,1,1,cdxgen,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
TheCreeper__go-notify,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
ThomasObenaus__go-conf,161,19,syft,29,29,0,132,30.5,29.5,19,10,0,79.2,79.2
ThomasObenaus__go-conf,161,19,trivy,22,22,0,139,24.0,24.0,19,3,0,92.7,92.7
ThomasObenaus__go-conf,161,19,cdxgen,19,19,0,142,21.1,21.1,19,0,0,100.0,100.0
ThomasObenaus__go-conf,161,19,cyclonedx-gomod,19,19,0,142,21.1,21.1,19,0,0,100.0,100.0
ThreeDotsLabs__watermill,54,22,syft,245,38,207,16,25.4,17.4,22,223,0,16.5,15.0
ThreeDotsLabs__watermill,54,22,trivy,191,32,159,22,26.1,20.4,22,169,0,20.7,20.7
ThreeDotsLabs__watermill,54,22,cdxgen,163,28,135,26,25.8,20.3,22,141,0,23.8,23.8
ThreeDotsLabs__watermill,54,22,cyclonedx-gomod,22,22,0,32,57.9,57.9,22,0,0,100.0,100.0
TimothyYe__skm,9,7,syft,9,9,0,0,100.0,100.0,7,2,0,87.5,87.5
TimothyYe__skm,9,7,trivy,7,7,0,2,87.5,87.5,7,0,0,100.0,100.0
TimothyYe__skm,9,7,cdxgen,7,7,0,2,87.5,87.5,7,0,0,100.0,100.0
TimothyYe__skm,9,7,cyclonedx-gomod,7,7,0,2,87.5,87.5,7,0,0,100.0,100.0
Tochemey__goakt,311,130,syft,201,201,0,110,78.5,78.1,130,71,0,78.5,77.9
Tochemey__goakt,311,130,trivy,175,175,0,136,72.0,71.6,130,45,0,85.2,84.6
Tochemey__goakt,311,130,cdxgen,130,130,0,181,59.0,58.5,130,0,0,100.0,99.2
Tochemey__goakt,311,130,cyclonedx-gomod,132,132,0,179,59.6,59.6,127,5,3,96.9,96.9
TrueFurby__go-callvis,20,9,syft,13,13,0,7,78.8,78.8,9,4,0,81.8,81.8
TrueFurby__go-callvis,20,9,trivy,10,10,0,10,66.7,66.7,9,1,0,94.7,94.7
TrueFurby__go-callvis,20,9,cdxgen,9,9,0,11,62.1,62.1,9,0,0,100.0,100.0
TrueFurby__go-callvis,20,9,cyclonedx-gomod,10,10,0,10,66.7,66.7,9,1,0,94.7,94.7
TwinProduction__gatus,162,88,syft,126,126,0,36,87.5,87.5,88,38,0,82.2,82.2
TwinProduction__gatus,162,88,trivy,94,94,0,68,73.4,73.4,88,6,0,96.7,96.7
TwinProduction__gatus,162,88,cdxgen,88,88,0,74,70.4,70.4,88,0,0,100.0,100.0
TwinProduction__gatus,162,88,cyclonedx-gomod,93,93,0,69,72.9,72.9,88,5,0,97.2,97.2
Ullaakut__cameradar,175,76,syft,124,124,0,51,82.9,82.3,76,48,0,76.0,76.0
Ullaakut__cameradar,175,76,trivy,82,82,0,93,63.8,63.8,76,6,0,96.2,96.2
Ullaakut__cameradar,175,76,cdxgen,76,76,0,99,60.6,60.6,76,0,0,100.0,100.0
Ullaakut__cameradar,175,76,cyclonedx-gomod,78,78,0,97,61.7,61.7,76,2,0,98.7,98.7
Unrud__remote-touchpad,8,2,syft,5,5,0,3,76.9,76.9,2,3,0,57.1,57.1
Unrud__remote-touchpad,8,2,trivy,5,5,0,3,76.9,76.9,2,3,0,57.1,57.1
Unrud__remote-touchpad,8,2,cdxgen,2,2,0,6,40.0,40.0,2,0,0,100.0,100.0
Unrud__remote-touchpad,8,2,cyclonedx-gomod,5,5,0,3,76.9,76.9,2,3,0,57.1,57.1
VerizonDigital__vflow,156,38,syft,63,63,0,93,57.5,55.7,38,25,0,75.2,71.3
VerizonDigital__vflow,156,38,trivy,42,42,0,114,42.4,40.4,38,4,0,95.0,90.0
VerizonDigital__vflow,156,38,cdxgen,38,38,0,118,39.2,37.1,38,0,0,100.0,94.7
VerizonDigital__vflow,156,38,cyclonedx-gomod,39,39,0,117,40.0,40.0,38,1,0,98.7,98.7
Vertamedia__chproxy,60,20,syft,36,36,0,24,75.0,72.9,20,16,0,71.4,67.9
Vertamedia__chproxy,60,20,trivy,29,29,0,31,65.2,62.9,20,9,0,81.6,77.6
Vertamedia__chproxy,60,20,cdxgen,20,20,0,40,50.0,47.5,20,0,0,100.0,95.0
Vertamedia__chproxy,60,20,cyclonedx-gomod,20,20,0,40,50.0,50.0,20,0,0,100.0,100.0
VictoriaMetrics__VictoriaMetrics,570,170,syft,275,274,1,296,64.9,64.6,170,105,0,76.4,76.4
VictoriaMetrics__VictoriaMetrics,570,170,trivy,172,171,1,399,46.1,46.1,170,2,0,99.4,99.4
VictoriaMetrics__VictoriaMetrics,570,170,cdxgen,171,171,0,399,46.2,46.2,170,1,0,99.7,99.7
