name,url,clone,go_list,syft,trivy,cdxgen,cyclonedx_gomod,gt_lines
aerogo__log,https://github.com/aerogo/log,ok,ok,ok,ok,ok,ok,2
apex__log,https://github.com/apex/log,ok,ok,ok,ok,ok,ok,49
go-playground__log,https://github.com/go-playground/log,ok,ok,ok,ok,ok,ok,9
teris-io__log,https://github.com/teris-io/log,ok,fail,ok,ok,ok,fail,0
heartwilltell__log,https://github.com/heartwilltell/log,ok,ok,ok,ok,ok,ok,1
no-src__log,https://github.com/no-src/log,ok,ok,ok,ok,ok,ok,3
inconshreveable__log15,https://github.com/inconshreveable/log15,ok,ok,ok,ok,ok,ok,4
ewwwwwqm__logdump,https://github.com/ewwwwwqm/logdump,ok,fail,ok,ok,ok,fail,0
chzyer__logex,https://github.com/chzyer/logex,ok,ok,ok,ok,ok,ok,1
azer__logger,https://github.com/azer/logger,ok,ok,ok,ok,ok,ok,2
mbndr__logo,https://github.com/mbndr/logo,ok,ok,ok,ok,ok,ok,1
Sirupsen__logrus,https://github.com/Sirupsen/logrus,ok,ok,ok,ok,ok,ok,8
cabify__logrusiowriter,https://github.com/cabify/logrusiowriter,ok,ok,ok,ok,ok,ok,9
sebest__logrusly,https://github.com/sebest/logrusly,ok,fail,ok,ok,ok,fail,0
hashicorp__logutils,https://github.com/hashicorp/logutils,ok,ok,ok,ok,ok,ok,1
mgutz__logxi,https://github.com/mgutz/logxi,ok,fail,ok,ok,ok,fail,0
natefinch__lumberjack,https://github.com/natefinch/lumberjack,ok,ok,ok,ok,ok,ok,1
jbrodriguez__mlog,https://github.com/jbrodriguez/mlog,ok,fail,ok,ok,ok,fail,0
gyozatech__noodlog,https://github.com/gyozatech/noodlog,ok,ok,ok,ok,ok,ok,1
francoispqt__onelog,https://github.com/francoispqt/onelog,ok,ok,ok,ok,ok,ok,5
go-ozzo__ozzo-log,https://github.com/go-ozzo/ozzo-log,ok,fail,ok,ok,ok,fail,0
phuslu__log,https://github.com/phuslu/log,ok,ok,ok,ok,ok,ok,1
k0kubun__pp,https://github.com/k0kubun/pp,ok,ok,ok,ok,ok,ok,8
arthurkiller__rollingWriter,https://github.com/arthurkiller/rollingWriter,ok,ok,ok,ok,ok,ok,6
cihub__seelog,https://github.com/cihub/seelog,ok,fail,ok,ok,ok,fail,0
getsentry__sentry-go,https://github.com/getsentry/sentry-go,ok,fail,ok,ok,fail,ok,0
echocat__slf4g,https://github.com/echocat/slf4g,ok,ok,ok,ok,ok,ok,1
gookit__slog,https://github.com/gookit/slog,ok,ok,ok,ok,ok,ok,14
samber__slog-formatter,https://github.com/samber/slog-formatter,ok,ok,ok,ok,ok,ok,19
samber__slog-multi,https://github.com/samber/slog-multi,ok,fail,ok,ok,fail,ok,0
davecgh__go-spew,https://github.com/davecgh/go-spew,ok,fail,ok,ok,ok,fail,0
simukti__sqldb-logger,https://github.com/simukti/sqldb-logger,ok,ok,ok,ok,ok,ok,10
alexcesaro__log,https://github.com/alexcesaro/log,ok,fail,ok,ok,ok,fail,0
structy__log,https://github.com/structy/log,ok,ok,ok,ok,ok,ok,4
hpcloud__tail,https://github.com/hpcloud/tail,ok,fail,ok,ok,ok,fail,0
DeRuina__timberjack,https://github.com/DeRuina/timberjack,ok,ok,ok,ok,ok,ok,3
lmittmann__tint,https://github.com/lmittmann/tint,ok,ok,ok,ok,ok,ok,1
xfxdev__xlog,https://github.com/xfxdev/xlog,ok,fail,ok,ok,ok,fail,0
rs__xlog,https://github.com/rs/xlog,ok,fail,ok,ok,ok,fail,0
xybor-x__xylog,https://github.com/xybor-x/xylog,ok,ok,ok,ok,ok,ok,5
jfcg__yell,https://github.com/jfcg/yell,ok,ok,ok,ok,ok,ok,1
uber-go__zap,https://github.com/uber-go/zap,ok,ok,ok,ok,ok,ok,13
yuseferi__zax,https://github.com/yuseferi/zax,ok,ok,ok,ok,ok,ok,11
rs__zerolog,https://github.com/rs/zerolog,ok,ok,ok,ok,ok,ok,8
edoger__zkits-logger,https://github.com/edoger/zkits-logger,ok,ok,ok,ok,ok,ok,1
nkmr-jp__zl,https://github.com/nkmr-jp/zl,ok,ok,ok,ok,ok,ok,18
georgebuilds__anneal,https://github.com/georgebuilds/anneal,ok,ok,ok,ok,ok,ok,53
jbrukh__bayesian,https://github.com/jbrukh/bayesian,ok,ok,ok,ok,ok,ok,1
born-ml__born,https://github.com/born-ml/born,ok,ok,ok,ok,ok,ok,16
mirecl__catboost-cgo,https://github.com/mirecl/catboost-cgo,ok,ok,ok,ok,ok,ok,7
ryanbressler__CloudForest,https://github.com/ryanbressler/CloudForest,ok,fail,ok,ok,ok,fail,0
rbmuller__datatrax,https://github.com/rbmuller/datatrax,ok,ok,ok,ok,ok,ok,1
sgrodriguez__ddt,https://github.com/sgrodriguez/ddt,ok,ok,ok,ok,ok,ok,7
MaxHalford__eaopt,https://github.com/MaxHalford/eaopt,ok,ok,ok,ok,ok,ok,2
khezen__evoli,https://github.com/khezen/evoli,ok,ok,ok,ok,ok,ok,1
Fontinalis__fonet,https://github.com/Fontinalis/fonet,ok,ok,ok,ok,ok,ok,1
e-XpertSolutions__go-cluster,https://github.com/e-XpertSolutions/go-cluster,ok,ok,ok,ok,ok,ok,15
patrikeh__go-deep,https://github.com/patrikeh/go-deep,ok,ok,ok,ok,ok,ok,4
white-pony__go-fann,https://github.com/white-pony/go-fann,ok,fail,ok,ok,ok,fail,0
thoj__go-galib,https://github.com/thoj/go-galib,ok,fail,ok,ok,ok,fail,0
daviddengcn__go-pr,https://github.com/daviddengcn/go-pr,ok,fail,ok,ok,ok,fail,0
goml__gobrain,https://github.com/goml/gobrain,ok,ok,ok,ok,ok,ok,1
e-dard__godist,https://github.com/e-dard/godist,ok,fail,ok,ok,ok,fail,0
tomcraven__goga,https://github.com/tomcraven/goga,ok,ok,ok,ok,ok,ok,5
sjwhitworth__golearn,https://github.com/sjwhitworth/golearn,ok,fail,ok,ok,ok,fail,0
surenderthakran__gomind,https://github.com/surenderthakran/gomind,ok,fail,ok,ok,ok,fail,0
cdipaolo__goml,https://github.com/cdipaolo/goml,ok,ok,ok,ok,ok,ok,9
gomlx__gomlx,https://github.com/gomlx/gomlx,ok,ok,ok,ok,ok,ok,127
dathoangnd__gonet,https://github.com/dathoangnd/gonet,ok,ok,ok,ok,ok,ok,1
c-bata__goptuna,https://github.com/c-bata/goptuna,ok,ok,ok,ok,fail,ok,55
timkaye11__goRecommend,https://github.com/timkaye11/goRecommend,ok,fail,ok,ok,ok,fail,0
gorgonia__gorgonia,https://github.com/gorgonia/gorgonia,ok,ok,ok,ok,ok,ok,124
zhenghaoz__gorse,https://github.com/zhenghaoz/gorse,ok,ok,ok,ok,ok,ok,861
asafschers__goscore,https://github.com/asafschers/goscore,ok,fail,ok,ok,ok,fail,0
otiai10__gosseract,https://github.com/otiai10/gosseract,ok,ok,ok,ok,ok,ok,2
knights-analytics__hugot,https://github.com/knights-analytics/hugot,ok,ok,ok,ok,ok,ok,94
datastream__libsvm,https://github.com/datastream/libsvm,ok,fail,ok,ok,ok,fail,0
BayesWitnesses__m2cgen,https://github.com/BayesWitnesses/m2cgen,ok,fail,ok,ok,ok,fail,0
schuyler__neural-go,https://github.com/schuyler/neural-go,ok,fail,ok,ok,ok,fail,0
otiai10__ocrserver,https://github.com/otiai10/ocrserver,ok,ok,ok,ok,ok,ok,11
owulveryck__onnx-go,https://github.com/owulveryck/onnx-go,ok,ok,ok,ok,ok,ok,130
ThePaw__probab,https://github.com/ThePaw/probab,ok,fail,ok,ok,ok,fail,0
malaschitz__randomForest,https://github.com/malaschitz/randomForest,ok,ok,ok,ok,ok,ok,245
muesli__regommend,https://github.com/muesli/regommend,ok,fail,ok,ok,ok,fail,0
eaigner__shield,https://github.com/eaigner/shield,ok,fail,ok,ok,ok,fail,0
galeone__tfgo,https://github.com/galeone/tfgo,ok,ok,ok,ok,ok,ok,6
Xamber__Varis,https://github.com/Xamber/Varis,ok,fail,ok,ok,ok,fail,0
kak-tus__ami,https://github.com/kak-tus/ami,ok,ok,ok,ok,ok,ok,34
rabbitmq__amqp091-go,https://github.com/rabbitmq/amqp091-go,ok,ok,ok,ok,ok,ok,8
sideshow__apns2,https://github.com/sideshow/apns2,ok,ok,ok,ok,ok,ok,19
hibiken__asynq,https://github.com/hibiken/asynq,ok,ok,ok,ok,ok,ok,24
mikestefanello__backlite,https://github.com/mikestefanello/backlite,ok,ok,ok,ok,ok,ok,17
Clivern__Beaver,https://github.com/Clivern/Beaver,ok,ok,ok,ok,ok,ok,173
qvcloud__broker,https://github.com/qvcloud/broker,ok,ok,ok,ok,ok,ok,268
mustafaturan__bus,https://github.com/mustafaturan/bus,ok,ok,ok,ok,ok,ok,7
centrifugal__centrifugo,https://github.com/centrifugal/centrifugo,ok,ok,ok,ok,ok,ok,333
chanify__chanify,https://github.com/chanify/chanify,ok,ok,ok,ok,ok,ok,168
jeroenrinzema__commander,https://github.com/jeroenrinzema/commander,ok,ok,ok,ok,ok,ok,369
confluentinc__confluent-kafka-go,https://github.com/confluentinc/confluent-kafka-go,ok,ok,ok,ok,ok,ok,283
godbus__dbus,https://github.com/godbus/dbus,ok,ok,ok,ok,ok,ok,2
appleboy__drone-line,https://github.com/appleboy/drone-line,ok,ok,ok,ok,ok,ok,60
olebedev__emitter,https://github.com/olebedev/emitter,ok,fail,ok,ok,ok,fail,0
agoalofalife__event,https://github.com/agoalofalife/event,ok,fail,ok,ok,ok,fail,0
asaskevich__EventBus,https://github.com/asaskevich/EventBus,ok,fail,ok,ok,ok,fail,0
osamingo__gaurun-client,https://github.com/osamingo/gaurun-client,ok,fail,ok,ok,ok,fail,0
desertbit__glue,https://github.com/desertbit/glue,ok,fail,ok,ok,ok,fail,0
stanipetrosyan__go-eventbus,https://github.com/stanipetrosyan/go-eventbus,ok,ok,ok,ok,ok,ok,7
mehdihadeli__Go-MediatR,https://github.com/mehdihadeli/Go-MediatR,ok,ok,ok,ok,ok,ok,14
cheshir__go-mq,https://github.com/cheshir/go-mq,ok,ok,ok,ok,ok,ok,417
TheCreeper__go-notify,https://github.com/TheCreeper/go-notify,ok,ok,ok,ok,ok,ok,2
nsqio__go-nsq,https://github.com/nsqio/go-nsq,ok,ok,ok,ok,ok,ok,2
jirenius__go-res,https://github.com/jirenius/go-res,ok,ok,ok,ok,ok,ok,61
maxatome__go-vitotrol,https://github.com/maxatome/go-vitotrol,ok,ok,ok,ok,ok,ok,3
Raezil__GoEventBus,https://github.com/Raezil/GoEventBus,ok,fail,ok,ok,ok,ok,0
trivago__gollum,https://github.com/trivago/gollum,ok,fail,ok,ok,ok,fail,0
jcuga__golongpoll,https://github.com/jcuga/golongpoll,ok,ok,ok,ok,ok,ok,2
Terry-Mao__gopush-cluster,https://github.com/Terry-Mao/gopush-cluster,ok,fail,ok,ok,ok,fail,0
appleboy__gorush,https://github.com/appleboy/gorush,ok,ok,ok,ok,ok,ok,392
google__go-gcm,https://github.com/google/go-gcm,ok,fail,ok,ok,ok,fail,0
alexsniffin__gosd,https://github.com/alexsniffin/gosd,ok,ok,ok,ok,ok,ok,1
smancke__guble,https://github.com/smancke/guble,ok,fail,ok,ok,ok,fail,0
leozz37__hare,https://github.com/leozz37/hare,ok,ok,ok,ok,ok,ok,5
leandro-lugaresi__hub,https://github.com/leandro-lugaresi/hub,ok,ok,ok,ok,ok,ok,7
SchwarzIT__hypermatch,https://github.com/SchwarzIT/hypermatch,ok,ok,ok,ok,ok,ok,6
socifi__jazz,https://github.com/socifi/jazz,ok,fail,ok,ok,ok,fail,0
RichardKnop__machinery,https://github.com/RichardKnop/machinery,ok,ok,ok,ok,ok,ok,119
nanomsg__mangos,https://github.com/nanomsg/mangos,ok,ok,ok,ok,ok,ok,8
olahol__melody,https://github.com/olahol/melody,ok,ok,ok,ok,ok,ok,8
dunglas__mercure,https://github.com/dunglas/mercure,ok,ok,ok,ok,ok,ok,84
vardius__message-bus,https://github.com/vardius/message-bus,ok,ok,ok,ok,ok,ok,1
nats-io__nats.go,https://github.com/nats-io/nats.go,ok,ok,ok,ok,ok,ok,9
rafaeljesus__nsq-event-bus,https://github.com/rafaeljesus/nsq-event-bus,ok,fail,ok,ok,ok,fail,0
dailymotion__oplog,https://github.com/dailymotion/oplog,ok,fail,ok,ok,ok,fail,0
tuxychandru__pubsub,https://github.com/tuxychandru/pubsub,ok,ok,ok,ok,ok,ok,1
timbray__quamina,https://github.com/timbray/quamina,ok,ok,ok,ok,ok,ok,1
furdarius__rabbitroutine,https://github.com/furdarius/rabbitroutine,ok,ok,ok,ok,ok,ok,14
rafaeljesus__rabbus,https://github.com/rafaeljesus/rabbus,ok,fail,ok,ok,ok,fail,0
jandelgado__rabtap,https://github.com/jandelgado/rabtap,ok,ok,ok,ok,ok,ok,24
sybrexsys__RapidMQ,https://github.com/sybrexsys/RapidMQ,ok,fail,ok,ok,ok,fail,0
hyperonym__ratus,https://github.com/hyperonym/ratus,ok,ok,ok,ok,ok,ok,83
robinjoseph08__redisqueue,https://github.com/robinjoseph08/redisqueue,ok,ok,ok,ok,ok,ok,41
sbabiv__rmqconn,https://github.com/sbabiv/rmqconn,ok,fail,ok,ok,ok,fail,0
Shopify__sarama,https://github.com/Shopify/sarama,ok,ok,ok,ok,ok,ok,38
uniqush__uniqush-push,https://github.com/uniqush/uniqush-push,ok,ok,ok,ok,ok,ok,25
goptics__varmq,https://github.com/goptics/varmq,ok,ok,ok,ok,ok,ok,7
ThreeDotsLabs__watermill,https://github.com/ThreeDotsLabs/watermill,ok,ok,ok,ok,ok,ok,55
pebbe__zmq4,https://github.com/pebbe/zmq4,ok,ok,ok,ok,ok,ok,1
pebbe__zmq3,https://github.com/pebbe/zmq3,ok,ok,ok,ok,ok,ok,1
pebbe__zmq2,https://github.com/pebbe/zmq2,ok,ok,ok,ok,ok,ok,1
unidoc__unioffice,https://github.com/unidoc/unioffice,ok,ok,ok,ok,ok,ok,47
chonla__cellwalker,https://github.com/chonla/cellwalker,ok,ok,ok,ok,ok,ok,7
xuri__excelize,https://github.com/xuri/excelize,ok,ok,ok,ok,ok,ok,21
go-the-way__exl,https://github.com/go-the-way/exl,ok,ok,ok,ok,ok,ok,20
szyhf__go-excel,https://github.com/szyhf/go-excel,ok,ok,ok,ok,ok,ok,2
tealeg__xlsx,https://github.com/tealeg/xlsx,ok,ok,ok,ok,ok,ok,20
plandem__xlsx,https://github.com/plandem/xlsx,ok,ok,ok,ok,ok,ok,7
gomutex__godocx,https://github.com/gomutex/godocx,ok,ok,ok,ok,ok,ok,7
magic003__alice,https://github.com/magic003/alice,ok,fail,ok,ok,ok,fail,0
tiendc__autowire,https://github.com/tiendc/autowire,ok,ok,ok,ok,ok,ok,7
boot-go__boot,https://github.com/boot-go/boot,ok,ok,ok,ok,ok,ok,1
componego__componego,https://github.com/componego/componego,ok,ok,ok,ok,ok,ok,1
goava__di,https://github.com/goava/di,ok,ok,ok,ok,ok,ok,7
uber-go__dig,https://github.com/uber-go/dig,ok,ok,ok,ok,ok,ok,7
i-love-flamingo__dingo,https://github.com/i-love-flamingo/dingo,ok,ok,ok,ok,ok,ok,25
samber__do,https://github.com/samber/do,ok,fail,ok,ok,fail,ok,0
uber-go__fx,https://github.com/uber-go/fx,ok,ok,ok,ok,ok,ok,16
go-beans__go,https://github.com/go-beans/go,ok,ok,ok,ok,ok,ok,11
go-spring__spring-core,https://github.com/go-spring/spring-core,ok,ok,ok,ok,ok,ok,42
vardius__gocontainer,https://github.com/vardius/gocontainer,ok,ok,ok,ok,ok,ok,1
junioryono__godi,https://github.com/junioryono/godi,ok,ok,ok,ok,ok,ok,7
goioc__di,https://github.com/goioc/di,ok,ok,ok,ok,ok,ok,9
golobby__container,https://github.com/golobby/container,ok,ok,ok,ok,ok,ok,7
NVIDIA__gontainer,https://github.com/NVIDIA/gontainer,ok,ok,ok,ok,ok,ok,1
gontainer__gontainer,https://github.com/gontainer/gontainer,ok,ok,ok,ok,ok,ok,62
HnH__di,https://github.com/HnH/di,ok,ok,ok,ok,ok,ok,7
go-kata__kinit,https://github.com/go-kata/kinit,ok,ok,ok,ok,ok,ok,3
go-kod__kod,https://github.com/go-kod/kod,ok,ok,ok,ok,ok,ok,94
logrange__linker,https://github.com/logrange/linker,ok,ok,ok,ok,ok,ok,1
muir__nject,https://github.com/muir/nject,ok,ok,ok,ok,ok,ok,9
firasdarwish__ore,https://github.com/firasdarwish/ore,ok,ok,ok,ok,ok,ok,7
matzefriedrich__parsley,https://github.com/matzefriedrich/parsley,ok,ok,ok,ok,ok,ok,17
Fs02__wire,https://github.com/Fs02/wire,ok,ok,ok,ok,ok,ok,4
ardanlabs__service,https://github.com/ardanlabs/service,ok,ok,ok,ok,ok,ok,178
lacion__cookiecutter-golang,https://github.com/lacion/cookiecutter-golang,ok,fail,ok,ok,ok,fail,0
Melkeydev__go-blueprint,https://github.com/Melkeydev/go-blueprint,ok,ok,ok,ok,ok,ok,34
octomation__go-module,https://github.com/octomation/go-module,ok,ok,ok,ok,ok,ok,2
vahiiiid__go-rest-api-boilerplate,https://github.com/vahiiiid/go-rest-api-boilerplate,ok,ok,ok,ok,ok,ok,289
zitryss__go-sample,https://github.com/zitryss/go-sample,ok,ok,ok,ok,ok,ok,4
allaboutapps__go-starter,https://github.com/allaboutapps/go-starter,ok,ok,ok,ok,ok,ok,248
Fs02__go-todo-backend,https://github.com/Fs02/go-todo-backend,ok,ok,ok,ok,ok,ok,52
naughtygopher__goapp,https://github.com/naughtygopher/goapp,ok,ok,ok,ok,ok,ok,96
wajox__gobase,https://github.com/wajox/gobase,ok,ok,ok,ok,ok,ok,93
golang-standards__project-layout,https://github.com/golang-standards/project-layout,ok,ok,ok,ok,ok,fail,1
golang-templates__seed,https://github.com/golang-templates/seed,ok,ok,ok,ok,ok,ok,1106
shpota__goxygen,https://github.com/shpota/goxygen,ok,ok,ok,ok,ok,ok,1
insidieux__inizio,https://github.com/insidieux/inizio,ok,ok,ok,ok,ok,ok,155
raeperd__kickstart.go,https://github.com/raeperd/kickstart.go,ok,ok,ok,ok,ok,ok,1
sagikazarmark__modern-go-application,https://github.com/sagikazarmark/modern-go-application,ok,ok,ok,ok,ok,ok,290
go-nunu__nunu,https://github.com/go-nunu/nunu,ok,ok,ok,ok,ok,ok,34
mikestefanello__pagoda,https://github.com/mikestefanello/pagoda,ok,ok,ok,ok,ok,ok,98
catchplay__scaffold,https://github.com/catchplay/scaffold,ok,ok,ok,ok,ok,ok,3
wangyoucao577__go-project-layout,https://github.com/wangyoucao577/go-project-layout,ok,ok,ok,ok,ok,ok,3
happy-sdk__happy,https://github.com/happy-sdk/happy,ok,fail,ok,ok,ok,ok,0
chanced__caps,https://github.com/chanced/caps,ok,ok,ok,ok,ok,ok,1
gobeam__Stringy,https://github.com/gobeam/Stringy,ok,ok,ok,ok,ok,ok,1
schigh__str,https://github.com/schigh/str,ok,ok,ok,ok,ok,ok,1
charlievieth__strcase,https://github.com/charlievieth/strcase,ok,ok,ok,ok,ok,ok,2
Wissance__stringFormatter,https://github.com/Wissance/stringFormatter,ok,ok,ok,ok,ok,ok,7
ozgio__strutil,https://github.com/ozgio/strutil,ok,ok,ok,ok,ok,ok,1
abhimanyu003__sttr,https://github.com/abhimanyu003/sttr,ok,ok,ok,ok,ok,ok,65
huandu__xstrings,https://github.com/huandu/xstrings,ok,ok,ok,ok,ok,ok,1
mudler__anagent,https://github.com/mudler/anagent,ok,fail,ok,ok,ok,fail,0
antchfx__antch,https://github.com/antchfx/antch,ok,fail,ok,ok,ok,fail,0
mholt__archives,https://github.com/mholt/archives,ok,ok,ok,ok,ok,ok,82
artyom__autoflags,https://github.com/artyom/autoflags,ok,ok,ok,ok,ok,ok,1
kirillDanshin__avgRating,https://github.com/kirillDanshin/avgRating,ok,fail,ok,ok,ok,fail,0
dimiro1__banner,https://github.com/dimiro1/banner,ok,ok,ok,ok,ok,ok,5
mojocn__base64Captcha,https://github.com/mojocn/base64Captcha,ok,ok,ok,ok,ok,ok,15
bobg__basexx,https://github.com/bobg/basexx,ok,ok,ok,ok,ok,ok,2
distatus__battery,https://github.com/distatus/battery,ok,ok,ok,ok,ok,ok,6
icza__bitio,https://github.com/icza/bitio,ok,ok,ok,ok,ok,ok,2
digitalcrab__browscap_go,https://github.com/digitalcrab/browscap_go,ok,fail,ok,ok,ok,fail,0
steambap__captcha,https://github.com/steambap/captcha,ok,ok,ok,ok,ok,ok,4
kubeservice-stack__common,https://github.com/kubeservice-stack/common,ok,ok,ok,ok,ok,ok,533
cstockton__go-conv,https://github.com/cstockton/go-conv,ok,ok,ok,ok,ok,ok,1
miolini__datacounter,https://github.com/miolini/datacounter,ok,ok,ok,ok,ok,ok,1
lib4u__fake-useragent,https://github.com/lib4u/fake-useragent,ok,ok,ok,ok,ok,ok,6
pioz__faker,https://github.com/pioz/faker,ok,ok,ok,ok,ok,ok,7
go-ffmt__ffmt,https://github.com/go-ffmt/ffmt,ok,ok,ok,ok,ok,ok,1
TwinProduction__gatus,https://github.com/TwinProduction/gatus,ok,ok,ok,ok,ok,ok,163
lana__go-commandbus,https://github.com/lana/go-commandbus,ok,ok,ok,ok,ok,ok,25
jolestar__go-commons-pool,https://github.com/jolestar/go-commons-pool,ok,ok,ok,ok,ok,ok,8
eapache__go-resiliency,https://github.com/eapache/go-resiliency,ok,ok,ok,ok,ok,ok,1
gen2brain__go-unarr,https://github.com/gen2brain/go-unarr,ok,ok,ok,ok,ok,ok,1
brianvoe__gofakeit,https://github.com/brianvoe/gofakeit,ok,ok,ok,ok,ok,ok,1
go-webgpu__goffi,https://github.com/go-webgpu/goffi,ok,ok,ok,ok,ok,ok,1
antham__gommit,https://github.com/antham/gommit,ok,ok,ok,ok,ok,ok,72
shirou__gopsutil,https://github.com/shirou/gopsutil,ok,ok,ok,ok,ok,ok,17
osamingo__gosh,https://github.com/osamingo/gosh,ok,ok,ok,ok,ok,ok,1
haxpax__gosms,https://github.com/haxpax/gosms,ok,fail,ok,ok,ok,fail,0
cabify__gotoprom,https://github.com/cabify/gotoprom,ok,ok,ok,ok,ok,ok,49
pariz__gountries,https://github.com/pariz/gountries,ok,ok,ok,ok,ok,ok,7
ddddddO__gtree,https://github.com/ddddddO/gtree,ok,ok,ok,ok,ok,ok,16
alexliesenfeld__health,https://github.com/alexliesenfeld/health,ok,ok,ok,ok,ok,ok,7
dimiro1__health,https://github.com/dimiro1/health,ok,ok,ok,ok,ok,ok,5
etherlabsio__healthcheck,https://github.com/etherlabsio/healthcheck,ok,ok,ok,ok,ok,ok,1
Wing924__hostutils,https://github.com/Wing924/hostutils,ok,ok,ok,ok,ok,ok,4
osamingo__indigo,https://github.com/osamingo/indigo,ok,ok,ok,ok,ok,ok,3
hyperboloide__lk,https://github.com/hyperboloide/lk,ok,ok,ok,ok,ok,ok,11
llir__llvm,https://github.com/llir/llvm,ok,ok,ok,ok,ok,ok,19
pascaldekloe__metrics,https://github.com/pascaldekloe/metrics,ok,ok,ok,ok,ok,ok,1
alwindoss__morse,https://github.com/alwindoss/morse,ok,ok,ok,ok,ok,ok,1
lrita__numa,https://github.com/lrita/numa,ok,ok,ok,ok,ok,ok,6
hyperboloide__pdfgen,https://github.com/hyperboloide/pdfgen,ok,fail,ok,ok,ok,fail,0
mavihq__persian,https://github.com/mavihq/persian,ok,fail,ok,ok,ok,fail,0
ebitengine__purego,https://github.com/ebitengine/purego,ok,ok,ok,ok,ok,ok,1
aofei__sandid,https://github.com/aofei/sandid,ok,ok,ok,ok,ok,ok,1
Wing924__shellwords,https://github.com/Wing924/shellwords,ok,ok,ok,ok,ok,ok,7
teris-io__shortid,https://github.com/teris-io/shortid,ok,ok,ok,ok,ok,ok,1
containrrr__shoutrrr,https://github.com/containrrr/shoutrrr,ok,ok,ok,ok,ok,ok,65
mingard__sitemap-format,https://github.com/mingard/sitemap-format,ok,ok,ok,ok,ok,ok,15
qmuntal__stateless,https://github.com/qmuntal/stateless,ok,ok,ok,ok,ok,ok,1
go-playground__stats,https://github.com/go-playground/stats,ok,fail,ok,ok,ok,fail,0
hackebrot__turtle,https://github.com/hackebrot/turtle,ok,ok,ok,ok,ok,ok,101
pantrif__url-shortener,https://github.com/pantrif/url-shortener,ok,ok,ok,ok,ok,ok,4
azr__generators,https://github.com/azr/generators,ok,fail,ok,ok,ok,fail,0
chmike__varint,https://github.com/chmike/varint,ok,ok,ok,ok,ok,ok,1
rkoesters__xdg,https://github.com/rkoesters/xdg,ok,ok,ok,ok,ok,ok,1
go-xkg__xkg,https://github.com/go-xkg/xkg,ok,fail,ok,ok,ok,fail,0
ulikunitz__xz,https://github.com/ulikunitz/xz,ok,ok,ok,ok,ok,ok,1
detectlanguage__detectlanguage-go,https://github.com/detectlanguage/detectlanguage-go,ok,ok,ok,ok,ok,ok,7
rylans__getlang,https://github.com/rylans/getlang,ok,fail,ok,ok,ok,fail,0
endeveit__guesslanguage,https://github.com/endeveit/guesslanguage,ok,fail,ok,ok,ok,fail,0
pemistahl__lingua-go,https://github.com/pemistahl/lingua-go,ok,ok,ok,ok,ok,ok,16
abadojack__whatlanggo,https://github.com/abadojack/whatlanggo,ok,ok,ok,ok,ok,ok,1
agonopol__go-stem,https://github.com/agonopol/go-stem,ok,fail,ok,ok,ok,fail,0
danieldk__go2vec,https://github.com/danieldk/go2vec,ok,fail,ok,ok,ok,fail,0
