repo,tool,all_n_tp,all_n_fp,all_n_fn,all_v_tp,all_v_fp,all_v_fn,imp_n_tp,imp_n_fp,imp_n_fn,imp_v_tp,imp_v_fp,imp_v_fn,impT_n_tp,impT_n_fp,impT_n_fn,impT_v_tp,impT_v_fp,impT_v_fn
ITcathyh__conexec,cdxgen,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1
ITcathyh__conexec,cyclonedx-gomod,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1
Jacobbrewer1__patcher,syft,38,0,59,38,0,59,6,32,0,6,32,0,6,32,0,6,32,0
Jacobbrewer1__patcher,trivy,35,0,62,35,0,62,6,29,0,6,29,0,6,29,0,6,29,0
Jacobbrewer1__patcher,cdxgen,35,0,62,35,0,62,6,29,0,6,29,0,6,29,0,6,29,0
Jacobbrewer1__patcher,cyclonedx-gomod,35,0,62,35,0,62,6,29,0,6,29,0,6,29,0,6,29,0
Jagerente__gocfg,syft,6,0,1,6,0,1,1,5,0,1,5,0,5,1,0,5,1,0
Jagerente__gocfg,trivy,7,0,0,7,0,0,1,6,0,1,6,0,5,2,0,5,2,0
Jagerente__gocfg,cdxgen,1,0,6,1,0,6,1,0,0,1,0,0,1,0,4,1,0,4
Jagerente__gocfg,cyclonedx-gomod,1,0,6,1,0,6,1,0,0,1,0,0,1,0,4,1,0,4
JohannesKaufmann__html-to-markdown,syft,20,0,9,20,0,9,15,5,0,15,5,0,15,5,0,15,5,0
JohannesKaufmann__html-to-markdown,trivy,15,0,14,15,0,14,15,0,0,15,0,0,15,0,0,15,0,0
JohannesKaufmann__html-to-markdown,cdxgen,15,0,14,15,0,14,15,0,0,15,0,0,15,0,0,15,0,0
JohannesKaufmann__html-to-markdown,cyclonedx-gomod,15,0,14,15,0,14,15,0,0,15,0,0,15,0,0,15,0,0
JoshuaDoes__gofuckyourself,syft,1,0,3,1,0,3,1,0,0,1,0,0,1,0,0,1,0,0
JoshuaDoes__gofuckyourself,trivy,4,0,0,4,0,0,1,3,0,1,3,0,1,3,0,1,3,0
JoshuaDoes__gofuckyourself,cdxgen,1,0,3,1,0,3,1,0,0,1,0,0,1,0,0,1,0,0
JoshuaDoes__gofuckyourself,cyclonedx-gomod,1,0,3,1,0,3,1,0,0,1,0,0,1,0,0,1,0,0
Kachit__appstore-sdk-go,syft,8,0,1,8,0,1,2,6,0,2,6,0,7,1,0,7,1,0
Kachit__appstore-sdk-go,trivy,9,0,0,9,0,0,2,7,0,2,7,0,7,2,0,7,2,0
Kachit__appstore-sdk-go,cdxgen,2,0,7,2,0,7,2,0,0,2,0,0,2,0,5,2,0,5
Kachit__appstore-sdk-go,cyclonedx-gomod,2,0,7,2,0,7,2,0,0,2,0,0,2,0,5,2,0,5
Kachit__gorm-seeder,syft,29,0,38,29,0,38,3,26,0,3,26,0,19,10,0,19,10,0
Kachit__gorm-seeder,trivy,67,0,0,67,0,0,3,64,0,3,64,0,19,48,0,19,48,0
Kachit__gorm-seeder,cdxgen,3,0,64,3,0,64,3,0,0,3,0,0,3,0,16,3,0,16
Kachit__gorm-seeder,cyclonedx-gomod,3,0,64,3,0,64,3,0,0,3,0,0,3,0,16,3,0,16
Knuspii__CrunchyCleaner,syft,6,0,9,6,0,9,3,3,0,3,3,0,3,3,0,3,3,0
Knuspii__CrunchyCleaner,trivy,6,0,9,6,0,9,3,3,0,3,3,0,3,3,0,3,3,0
Knuspii__CrunchyCleaner,cdxgen,3,0,12,3,0,12,3,0,0,3,0,0,3,0,0,3,0,0
Knuspii__CrunchyCleaner,cyclonedx-gomod,6,0,9,6,0,9,3,3,0,3,3,0,3,3,0,3,3,0
Konstantin8105__c4go,syft,8,0,0,8,0,0,4,4,0,4,4,0,8,0,0,8,0,0
Konstantin8105__c4go,trivy,8,0,0,8,0,0,4,4,0,4,4,0,8,0,0,8,0,0
Konstantin8105__c4go,cdxgen,8,0,0,8,0,0,4,4,0,4,4,0,8,0,0,8,0,0
Konstantin8105__c4go,cyclonedx-gomod,4,0,4,4,0,4,4,0,0,4,0,0,4,0,4,4,0,4
KusionStack__kusion,syft,396,0,409,396,0,409,325,71,0,325,71,0,334,62,0,334,62,0
KusionStack__kusion,trivy,350,0,455,350,0,455,325,25,0,325,25,0,334,16,0,334,16,0
KusionStack__kusion,cdxgen,325,0,480,325,0,480,325,0,0,325,0,0,325,0,9,325,0,9
KusionStack__kusion,cyclonedx-gomod,332,0,473,332,0,473,322,10,3,322,10,3,322,10,12,322,10,12
Lifailon__lazyjournal,syft,11,0,9,11,0,9,10,1,0,10,1,0,10,1,0,10,1,0
Lifailon__lazyjournal,trivy,10,0,10,10,0,10,10,0,0,10,0,0,10,0,0,10,0,0
Lifailon__lazyjournal,cdxgen,10,0,10,10,0,10,10,0,0,10,0,0,10,0,0,10,0,0
Lifailon__lazyjournal,cyclonedx-gomod,10,0,10,10,0,10,10,0,0,10,0,0,10,0,0,10,0,0
MUlt1mate__protoc-gen-httpgo,syft,9,75,1,3,92,7,2,82,0,2,93,0,3,81,0,3,92,0
MUlt1mate__protoc-gen-httpgo,trivy,10,57,0,10,70,0,2,65,0,2,78,0,3,64,0,3,77,0
MUlt1mate__protoc-gen-httpgo,cdxgen,8,44,2,2,57,8,2,50,0,2,57,0,3,49,0,2,57,1
MUlt1mate__protoc-gen-httpgo,cyclonedx-gomod,2,0,8,2,0,8,2,0,0,2,0,0,2,0,1,2,0,1
MarvinJWendt__testza,syft,19,0,9,19,0,9,16,3,0,16,3,0,16,3,0,16,3,0
MarvinJWendt__testza,trivy,16,0,12,16,0,12,16,0,0,16,0,0,16,0,0,16,0,0
MarvinJWendt__testza,cdxgen,16,0,12,16,0,12,16,0,0,16,0,0,16,0,0,16,0,0
MarvinJWendt__testza,cyclonedx-gomod,16,0,12,16,0,12,16,0,0,16,0,0,16,0,0,16,0,0
Masterminds__squirrel,syft,5,7,0,5,8,0,2,10,0,2,11,0,5,7,0,5,8,0
Masterminds__squirrel,trivy,5,14,0,5,15,0,2,17,0,2,18,0,5,14,0,5,15,0
Masterminds__squirrel,cdxgen,2,0,3,2,0,3,2,0,0,2,0,0,2,0,3,2,0,3
Masterminds__squirrel,cyclonedx-gomod,2,0,3,2,0,3,2,0,0,2,0,0,2,0,3,2,0,3
MatProGo-dev__MatProInterface.go,syft,2,0,16,2,0,16,2,0,0,2,0,0,2,0,0,2,0,0
MatProGo-dev__MatProInterface.go,trivy,18,0,0,18,0,0,2,16,0,2,16,0,2,16,0,2,16,0
MatProGo-dev__MatProInterface.go,cdxgen,2,0,16,2,0,16,2,0,0,2,0,0,2,0,0,2,0,0
MatProGo-dev__MatProInterface.go,cyclonedx-gomod,2,0,16,2,0,16,2,0,0,2,0,0,2,0,0,2,0,0
MaxHalford__eaopt,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
MaxHalford__eaopt,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
MaxHalford__eaopt,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
MaxHalford__eaopt,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
Melkeydev__go-blueprint,syft,22,0,11,22,0,11,20,2,0,20,2,0,20,2,0,20,2,0
Melkeydev__go-blueprint,trivy,22,0,11,22,0,11,20,2,0,20,2,0,20,2,0,20,2,0
Melkeydev__go-blueprint,cdxgen,20,0,13,20,0,13,20,0,0,20,0,0,20,0,0,20,0,0
Melkeydev__go-blueprint,cyclonedx-gomod,22,0,11,22,0,11,20,2,0,20,2,0,20,2,0,20,2,0
MonaxGT__gomalshare,syft,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
MonaxGT__gomalshare,trivy,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
MonaxGT__gomalshare,cdxgen,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
MonaxGT__gomalshare,cyclonedx-gomod,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
MonaxGT__parsefields,syft,1,8,0,1,8,0,7,2,0,7,2,0,7,2,0,7,2,0
MonaxGT__parsefields,trivy,1,8,0,1,8,0,7,2,0,7,2,0,7,2,0,7,2,0
MonaxGT__parsefields,cdxgen,1,6,0,1,6,0,7,0,0,7,0,0,7,0,0,7,0,0
MonaxGT__parsefields,cyclonedx-gomod,1,6,0,1,6,0,7,0,0,7,0,0,7,0,0,7,0,0
MordaTeam__go-config,syft,101,0,130,101,0,130,20,81,0,20,81,0,61,40,0,61,40,0
MordaTeam__go-config,trivy,69,0,162,69,0,162,20,49,0,20,49,0,61,8,0,61,8,0
MordaTeam__go-config,cdxgen,20,0,211,20,0,211,20,0,0,20,0,0,20,0,41,20,0,41
MordaTeam__go-config,cyclonedx-gomod,21,0,210,21,0,210,20,1,0,20,1,0,20,1,41,20,1,41
Mutasem-mk4__gspy,syft,32,0,23,32,0,23,17,15,0,17,15,0,17,15,0,17,15,0
Mutasem-mk4__gspy,trivy,21,0,34,21,0,34,17,4,0,17,4,0,17,4,0,17,4,0
Mutasem-mk4__gspy,cdxgen,17,0,38,17,0,38,17,0,0,17,0,0,17,0,0,17,0,0
Mutasem-mk4__gspy,cyclonedx-gomod,20,0,35,20,0,35,17,3,0,17,3,0,17,3,0,17,3,0
Mutasem-mk4__procscope,syft,69,0,32,69,0,32,50,19,0,50,19,0,40,29,2,14,55,28
Mutasem-mk4__procscope,trivy,51,0,50,51,0,50,50,1,0,50,1,0,39,12,3,13,38,29
Mutasem-mk4__procscope,cdxgen,51,0,50,51,0,50,50,1,0,50,1,0,39,12,3,13,38,29
Mutasem-mk4__procscope,cyclonedx-gomod,51,0,50,51,0,50,50,1,0,50,1,0,39,12,3,13,38,29
NdoleStudio__go-otelroundtripper,syft,21,0,2,21,0,2,7,14,0,7,14,0,16,5,0,16,5,0
NdoleStudio__go-otelroundtripper,trivy,16,0,7,16,0,7,7,9,0,7,9,0,16,0,0,16,0,0
NdoleStudio__go-otelroundtripper,cdxgen,7,0,16,7,0,16,7,0,0,7,0,0,7,0,9,7,0,9
NdoleStudio__go-otelroundtripper,cyclonedx-gomod,7,0,16,7,0,16,7,0,0,7,0,0,7,0,9,7,0,9
Netflix__chaosmonkey,syft,33,0,4,33,0,4,24,9,0,24,9,0,24,9,0,24,9,0
Netflix__chaosmonkey,trivy,29,0,8,29,0,8,24,5,0,24,5,0,24,5,0,24,5,0
Netflix__chaosmonkey,cdxgen,24,0,13,24,0,13,24,0,0,24,0,0,24,0,0,24,0,0
Netflix__chaosmonkey,cyclonedx-gomod,24,0,13,24,0,13,24,0,0,24,0,0,24,0,0,24,0,0
NodePassProject__nodepass,syft,17,0,9,17,0,9,12,5,0,12,5,0,12,5,0,12,5,0
NodePassProject__nodepass,trivy,12,0,14,12,0,14,12,0,0,12,0,0,12,0,0,12,0,0
NodePassProject__nodepass,cdxgen,12,0,14,12,0,14,12,0,0,12,0,0,12,0,0,12,0,0
NodePassProject__nodepass,cyclonedx-gomod,12,0,14,12,0,14,12,0,0,12,0,0,12,0,0,12,0,0
Noooste__azuretls-client,syft,41,0,91,41,0,91,21,20,0,21,20,0,24,17,0,24,17,0
Noooste__azuretls-client,trivy,26,0,106,26,0,106,21,5,0,21,5,0,24,2,0,24,2,0
Noooste__azuretls-client,cdxgen,21,0,111,21,0,111,21,0,0,21,0,0,21,0,3,21,0,3
Noooste__azuretls-client,cyclonedx-gomod,21,0,111,21,0,111,21,0,0,21,0,0,21,0,3,21,0,3
OTA-Insight__bqwriter,syft,54,0,148,54,0,148,35,19,0,35,19,0,35,19,0,35,19,0
OTA-Insight__bqwriter,trivy,43,0,159,43,0,159,35,8,0,35,8,0,35,8,0,35,8,0
OTA-Insight__bqwriter,cdxgen,35,0,167,35,0,167,35,0,0,35,0,0,35,0,0,35,0,0
OTA-Insight__bqwriter,cyclonedx-gomod,42,0,160,42,0,160,35,7,0,35,7,0,35,7,0,35,7,0
OldPanda__bloomfilter,syft,6,0,14,6,0,14,2,4,0,2,4,0,2,4,0,2,4,0
OldPanda__bloomfilter,trivy,20,0,0,20,0,0,2,18,0,2,18,0,2,18,0,2,18,0
OldPanda__bloomfilter,cdxgen,2,0,18,2,0,18,2,0,0,2,0,0,2,0,0,2,0,0
OldPanda__bloomfilter,cyclonedx-gomod,2,0,18,2,0,18,2,0,0,2,0,0,2,0,0,2,0,0
Oudwins__zog,syft,6,0,5,6,0,5,5,1,0,5,1,0,5,1,0,5,1,0
Oudwins__zog,trivy,5,0,6,5,0,6,5,0,0,5,0,0,5,0,0,5,0,0
Oudwins__zog,cdxgen,5,0,6,5,0,6,5,0,0,5,0,0,5,0,0,5,0,0
Oudwins__zog,cyclonedx-gomod,5,0,6,5,0,6,5,0,0,5,0,0,5,0,0,5,0,0
PIMPfiction__govader_backend,syft,18,0,13,18,0,13,12,6,0,12,6,0,16,2,0,16,2,0
PIMPfiction__govader_backend,trivy,16,0,15,16,0,15,12,4,0,12,4,0,16,0,0,16,0,0
PIMPfiction__govader_backend,cdxgen,12,0,19,12,0,19,12,0,0,12,0,0,12,0,4,12,0,4
PIMPfiction__govader_backend,cyclonedx-gomod,12,0,19,12,0,19,12,0,0,12,0,0,12,0,4,12,0,4
PaddleHQ__go-aws-ssm,syft,7,0,4,7,0,4,3,4,0,3,4,0,3,4,0,3,4,0
PaddleHQ__go-aws-ssm,trivy,4,0,7,4,0,7,3,1,0,3,1,0,3,1,0,3,1,0
PaddleHQ__go-aws-ssm,cdxgen,3,0,8,3,0,8,3,0,0,3,0,0,3,0,0,3,0,0
PaddleHQ__go-aws-ssm,cyclonedx-gomod,3,0,8,3,0,8,3,0,0,3,0,0,3,0,0,3,0,0
PaesslerAG__gval,syft,2,0,0,2,0,0,1,1,0,1,1,0,2,0,0,2,0,0
PaesslerAG__gval,trivy,2,0,0,2,0,0,1,1,0,1,1,0,2,0,0,2,0,0
PaesslerAG__gval,cdxgen,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1
PaesslerAG__gval,cyclonedx-gomod,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1
PerimeterX__envite,syft,56,0,18,56,0,18,34,22,0,34,22,0,37,19,0,37,19,0
PerimeterX__envite,trivy,39,0,35,39,0,35,34,5,0,34,5,0,37,2,0,37,2,0
PerimeterX__envite,cdxgen,34,0,40,34,0,40,34,0,0,34,0,0,34,0,3,34,0,3
PerimeterX__envite,cyclonedx-gomod,36,0,38,36,0,38,34,2,0,34,2,0,34,2,3,34,2,3
PerimeterX__marshmallow,syft,4,0,1,4,0,1,2,2,0,2,2,0,4,0,0,4,0,0
PerimeterX__marshmallow,trivy,4,0,1,4,0,1,2,2,0,2,2,0,4,0,0,4,0,0
PerimeterX__marshmallow,cdxgen,2,0,3,2,0,3,2,0,0,2,0,0,2,0,2,2,0,2
PerimeterX__marshmallow,cyclonedx-gomod,2,0,3,2,0,3,2,0,0,2,0,0,2,0,2,2,0,2
Pixboost__transformimgs,syft,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0
Pixboost__transformimgs,trivy,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0
Pixboost__transformimgs,cdxgen,3,1,0,3,1,0,3,1,0,3,1,0,3,1,0,3,1,0
Pixboost__transformimgs,cyclonedx-gomod,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
PuerkitoBio__goquery,syft,2,0,4,2,0,4,2,0,0,2,0,0,2,0,0,0,2,2
PuerkitoBio__goquery,trivy,6,0,0,6,0,0,2,4,0,2,4,0,2,4,0,0,6,2
PuerkitoBio__goquery,cdxgen,2,0,4,2,0,4,2,0,0,2,0,0,2,0,0,0,2,2
PuerkitoBio__goquery,cyclonedx-gomod,2,0,4,2,0,4,2,0,0,2,0,0,2,0,0,0,2,2
Qntfy__kazaam,syft,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0
Qntfy__kazaam,trivy,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0
Qntfy__kazaam,cdxgen,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0
Qntfy__kazaam,cyclonedx-gomod,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0
RibbonFilter__ribbonGo,syft,4,0,0,4,0,0,2,2,0,2,2,0,2,2,0,2,2,0
RibbonFilter__ribbonGo,trivy,3,0,1,3,0,1,2,1,0,2,1,0,2,1,0,2,1,0
RibbonFilter__ribbonGo,cdxgen,2,0,2,2,0,2,2,0,0,2,0,0,2,0,0,2,0,0
RibbonFilter__ribbonGo,cyclonedx-gomod,3,0,1,3,0,1,2,1,0,2,1,0,2,1,0,2,1,0
RichardKnop__go-fixtures,syft,10,0,0,10,0,0,1,9,0,1,9,0,6,4,0,6,4,0
RichardKnop__go-fixtures,trivy,10,0,0,10,0,0,1,9,0,1,9,0,6,4,0,6,4,0
RichardKnop__go-fixtures,cdxgen,1,0,9,1,0,9,1,0,0,1,0,0,1,0,5,1,0,5
RichardKnop__go-fixtures,cyclonedx-gomod,1,0,9,1,0,9,1,0,0,1,0,0,1,0,5,1,0,5
RichardKnop__jsonhal,syft,4,0,0,4,0,0,1,3,0,1,3,0,4,0,0,4,0,0
RichardKnop__jsonhal,trivy,4,0,0,4,0,0,1,3,0,1,3,0,4,0,0,4,0,0
RichardKnop__jsonhal,cdxgen,1,0,3,1,0,3,1,0,0,1,0,0,1,0,3,1,0,3
RichardKnop__jsonhal,cyclonedx-gomod,1,0,3,1,0,3,1,0,0,1,0,0,1,0,3,1,0,3
RichardKnop__machinery,syft,67,20,51,66,33,52,46,41,0,46,53,0,45,42,3,33,66,15
RichardKnop__machinery,trivy,57,19,61,56,30,62,46,30,0,46,40,0,45,31,3,33,53,15
RichardKnop__machinery,cdxgen,47,18,71,47,27,71,46,19,0,46,28,0,41,24,7,30,44,18
RichardKnop__machinery,cyclonedx-gomod,51,0,67,51,0,67,46,5,0,46,5,0,41,10,7,30,21,18
RichardKnop__minisql,syft,20,0,16,20,0,16,4,16,0,4,16,0,8,12,9,8,12,9
RichardKnop__minisql,trivy,18,0,18,18,0,18,4,14,0,4,14,0,8,10,9,8,10,9
RichardKnop__minisql,cdxgen,4,0,32,4,0,32,4,0,0,4,0,0,2,2,15,2,2,15
RichardKnop__minisql,cyclonedx-gomod,4,0,32,4,0,32,4,0,0,4,0,0,2,2,15,2,2,15
SaiNageswarS__go-api-boot,syft,111,0,197,111,0,197,92,19,0,92,19,0,92,19,0,92,19,0
SaiNageswarS__go-api-boot,trivy,93,0,215,93,0,215,92,1,0,92,1,0,92,1,0,92,1,0
SaiNageswarS__go-api-boot,cdxgen,92,0,216,92,0,216,92,0,0,92,0,0,92,0,0,92,0,0
SaiNageswarS__go-api-boot,cyclonedx-gomod,88,0,220,88,0,220,87,1,5,87,1,5,87,1,5,87,1,5
SeldonIO__goven,syft,39,0,42,39,0,42,4,35,0,4,35,0,21,18,0,21,18,0
SeldonIO__goven,trivy,21,0,60,21,0,60,4,17,0,4,17,0,21,0,0,21,0,0
SeldonIO__goven,cdxgen,4,0,77,4,0,77,4,0,0,4,0,0,4,0,17,4,0,17
SeldonIO__goven,cyclonedx-gomod,4,0,77,4,0,77,4,0,0,4,0,0,4,0,17,4,0,17
Sherifabdlnaby__gpool,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
Sherifabdlnaby__gpool,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
Sherifabdlnaby__gpool,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
Sherifabdlnaby__gpool,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
Shopify__sarama,syft,25,23,12,25,23,12,14,34,0,14,34,0,18,30,0,17,31,1
Shopify__sarama,trivy,22,22,15,22,22,15,14,30,0,14,30,0,18,26,0,17,27,1
Shopify__sarama,cdxgen,15,13,22,15,13,22,14,14,0,14,14,0,14,14,4,13,15,5
Shopify__sarama,cyclonedx-gomod,14,0,23,14,0,23,14,0,0,14,0,0,14,0,4,13,1,5
SimonBaeumer__commander,syft,42,0,16,42,0,16,28,14,0,28,14,0,27,15,1,9,33,19
SimonBaeumer__commander,trivy,39,0,19,39,0,19,28,11,0,28,11,0,27,12,1,9,30,19
SimonBaeumer__commander,cdxgen,39,0,19,39,0,19,28,11,0,28,11,0,27,12,1,9,30,19
SimonBaeumer__commander,cyclonedx-gomod,29,0,29,29,0,29,25,4,3,25,4,3,22,7,6,6,23,22
Sioro-Neoku__go-peerflix,syft,46,0,75,46,0,75,34,12,0,34,12,0,34,12,0,34,12,0
Sioro-Neoku__go-peerflix,trivy,121,0,0,121,0,0,34,87,0,34,87,0,34,87,0,34,87,0
Sioro-Neoku__go-peerflix,cdxgen,34,0,87,34,0,87,34,0,0,34,0,0,34,0,0,34,0,0
Sioro-Neoku__go-peerflix,cyclonedx-gomod,36,0,85,36,0,85,34,2,0,34,2,0,34,2,0,34,2,0
Sirupsen__logrus,syft,6,0,1,6,0,1,5,1,0,5,1,0,5,1,0,5,1,0
Sirupsen__logrus,trivy,5,0,2,5,0,2,5,0,0,5,0,0,5,0,0,5,0,0
Sirupsen__logrus,cdxgen,5,0,2,5,0,2,5,0,0,5,0,0,5,0,0,5,0,0
Sirupsen__logrus,cyclonedx-gomod,2,0,5,2,0,5,2,0,3,2,0,3,2,0,3,2,0,3
SonicRoshan__straf,syft,6,0,1,6,0,1,1,5,0,1,5,0,0,6,0,0,6,0
SonicRoshan__straf,trivy,7,0,0,7,0,0,1,6,0,1,6,0,0,7,0,0,7,0
SonicRoshan__straf,cdxgen,1,0,6,1,0,6,1,0,0,1,0,0,0,1,0,0,1,0
SonicRoshan__straf,cyclonedx-gomod,1,0,6,1,0,6,1,0,0,1,0,0,0,1,0,0,1,0
Southclaws__fault,syft,18,4,35,18,4,35,9,13,0,9,13,0,16,6,0,16,6,0
Southclaws__fault,trivy,16,4,37,16,4,37,9,11,0,9,11,0,16,4,0,16,4,0
Southclaws__fault,cdxgen,9,3,44,9,3,44,9,3,0,9,3,0,9,3,7,9,3,7
Southclaws__fault,cyclonedx-gomod,9,0,44,9,0,44,9,0,0,9,0,0,9,0,7,9,0,7
SpatiumPortae__portal,syft,106,0,187,106,0,187,51,55,0,51,55,0,71,35,6,23,83,54
SpatiumPortae__portal,trivy,95,0,198,95,0,198,51,44,0,51,44,0,71,24,6,23,72,54
SpatiumPortae__portal,cdxgen,51,0,242,51,0,242,51,0,0,51,0,0,49,2,28,20,31,57
SpatiumPortae__portal,cyclonedx-gomod,54,0,239,54,0,239,51,3,0,51,3,0,49,5,28,20,34,57
SpectoLabs__hoverfly,syft,98,0,76,98,0,76,79,19,0,79,19,0,80,18,1,59,39,22
SpectoLabs__hoverfly,trivy,82,0,92,82,0,92,79,3,0,79,3,0,80,2,1,59,23,22
SpectoLabs__hoverfly,cdxgen,82,0,92,82,0,92,79,3,0,79,3,0,80,2,1,59,23,22
SpectoLabs__hoverfly,cyclonedx-gomod,80,0,94,80,0,94,79,1,0,79,1,0,78,2,3,57,23,24
TheCreeper__go-notify,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
TheCreeper__go-notify,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
TheCreeper__go-notify,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
TheCreeper__go-notify,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
ThomasObenaus__go-conf,syft,29,0,132,29,0,132,19,10,0,19,10,0,22,7,0,22,7,0
ThomasObenaus__go-conf,trivy,22,0,139,22,0,139,19,3,0,19,3,0,22,0,0,22,0,0
ThomasObenaus__go-conf,cdxgen,19,0,142,19,0,142,19,0,0,19,0,0,19,0,3,19,0,3
ThomasObenaus__go-conf,cyclonedx-gomod,19,0,142,19,0,142,19,0,0,19,0,0,19,0,3,19,0,3
ThreeDotsLabs__watermill,syft,38,207,16,31,232,23,22,223,0,22,241,0,23,222,0,23,240,0
ThreeDotsLabs__watermill,trivy,32,159,22,25,169,29,22,169,0,22,172,0,23,168,0,23,171,0
ThreeDotsLabs__watermill,cdxgen,28,135,26,22,142,32,22,141,0,22,142,0,22,141,1,22,142,1
ThreeDotsLabs__watermill,cyclonedx-gomod,22,0,32,22,0,32,22,0,0,22,0,0,22,0,1,22,0,1
TimothyYe__skm,syft,9,0,0,9,0,0,7,2,0,7,2,0,7,2,0,7,2,0
TimothyYe__skm,trivy,7,0,2,7,0,2,7,0,0,7,0,0,7,0,0,7,0,0
TimothyYe__skm,cdxgen,7,0,2,7,0,2,7,0,0,7,0,0,7,0,0,7,0,0
TimothyYe__skm,cyclonedx-gomod,7,0,2,7,0,2,7,0,0,7,0,0,7,0,0,7,0,0
TrueFurby__go-callvis,syft,13,0,7,13,0,7,9,4,0,9,4,0,9,4,0,8,5,1
TrueFurby__go-callvis,trivy,10,0,10,10,0,10,9,1,0,9,1,0,9,1,0,8,2,1
TrueFurby__go-callvis,cdxgen,9,0,11,9,0,11,9,0,0,9,0,0,9,0,0,8,1,1
TrueFurby__go-callvis,cyclonedx-gomod,10,0,10,10,0,10,9,1,0,9,1,0,9,1,0,8,2,1
TwinProduction__gatus,syft,126,0,36,126,0,36,88,38,0,88,38,0,89,37,0,87,39,2
TwinProduction__gatus,trivy,94,0,68,94,0,68,88,6,0,88,6,0,89,5,0,87,7,2
TwinProduction__gatus,cdxgen,88,0,74,88,0,74,88,0,0,88,0,0,88,0,1,86,2,3
TwinProduction__gatus,cyclonedx-gomod,93,0,69,93,0,69,88,5,0,88,5,0,88,5,1,86,7,3
Ullaakut__cameradar,syft,124,0,51,124,0,51,76,48,0,76,48,0,80,44,0,80,44,0
Ullaakut__cameradar,trivy,82,0,93,82,0,93,76,6,0,76,6,0,80,2,0,80,2,0
Ullaakut__cameradar,cdxgen,76,0,99,76,0,99,76,0,0,76,0,0,76,0,4,76,0,4
Ullaakut__cameradar,cyclonedx-gomod,78,0,97,78,0,97,76,2,0,76,2,0,76,2,4,76,2,4
Unrud__remote-touchpad,syft,5,0,3,5,0,3,2,3,0,2,3,0,2,3,0,2,3,0
Unrud__remote-touchpad,trivy,5,0,3,5,0,3,2,3,0,2,3,0,2,3,0,2,3,0
Unrud__remote-touchpad,cdxgen,2,0,6,2,0,6,2,0,0,2,0,0,2,0,0,2,0,0
Unrud__remote-touchpad,cyclonedx-gomod,5,0,3,5,0,3,2,3,0,2,3,0,2,3,0,2,3,0
VerizonDigital__vflow,syft,63,0,93,63,0,93,38,25,0,38,25,0,38,25,0,38,25,0
VerizonDigital__vflow,trivy,42,0,114,42,0,114,38,4,0,38,4,0,38,4,0,38,4,0
VerizonDigital__vflow,cdxgen,38,0,118,38,0,118,38,0,0,38,0,0,38,0,0,38,0,0
VerizonDigital__vflow,cyclonedx-gomod,39,0,117,39,0,117,38,1,0,38,1,0,38,1,0,38,1,0
Vertamedia__chproxy,syft,36,0,24,36,0,24,20,16,0,20,16,0,28,8,0,28,8,0
Vertamedia__chproxy,trivy,29,0,31,29,0,31,20,9,0,20,9,0,28,1,0,28,1,0
Vertamedia__chproxy,cdxgen,20,0,40,20,0,40,20,0,0,20,0,0,20,0,8,20,0,8
Vertamedia__chproxy,cyclonedx-gomod,20,0,40,20,0,40,20,0,0,20,0,0,20,0,8,20,0,8
VictoriaMetrics__fastcache,syft,7,0,1,7,0,1,3,4,0,3,4,0,4,3,0,4,3,0
