github.com/davecgh/go-spew	v1.1.1
github.com/pmezard/go-difflib	v1.0.0
github.com/stretchr/testify	v1.8.4
gopkg.in/yaml.v3	v3.0.1
retract	(
v0.0.0-do-not-use	//
v1.8.10	//
v2.0.0%2Bincompatible	//
