cloud.google.com/go	v0.34.0
github.com/dgrijalva/jwt-go	v3.2.0+incompatible
github.com/golang/protobuf	v1.2.0
github.com/google/uuid	v1.0.0
github.com/openshift/build-machinery-go	v0.0.0-20200917070002-f171684f77ab
github.com/openshift/osincli	v0.0.0-20160924135400-fababb0555f2
github.com/pborman/uuid	v1.2.0
golang.org/x/net	v0.0.0-20190108225652-1e06a53dbb7e
golang.org/x/oauth2	v0.0.0-20200107190931-bf48bf16ab8d
golang.org/x/sync	v0.0.0-20181221193216-37e7f081c4d4
golang.org/x/text	v0.3.0
google.golang.org/appengine	v1.4.0
gopkg.in/square/go-jose.v1	v1.1.2
