cel.dev/expr	v0.25.1
cloud.google.com/go/accesscontextmanager	v1.14.0
cloud.google.com/go/aiplatform	v1.125.0
cloud.google.com/go/auth	v0.20.0
cloud.google.com/go/auth/oauth2adapt	v0.2.8
cloud.google.com/go/compute/metadata	v0.9.0
cloud.google.com/go/datastore	v1.24.0
cloud.google.com/go/grafeas	v0.5.0
cloud.google.com/go/iam	v1.11.0
cloud.google.com/go/iam	v1.12.0
cloud.google.com/go/iam	v1.5.3
cloud.google.com/go/iam	v1.7.0
cloud.google.com/go/longrunning	v1.2.0
cloud.google.com/go/monitoring	v1.24.3
cloud.google.com/go/monitoring	v1.29.0
cloud.google.com/go/orgpolicy	v1.20.0
cloud.google.com/go/osconfig	v1.21.0
cloud.google.com/go/pubsub	v1.50.2
cloud.google.com/go/pubsub/v2	v2.4.0
cloud.google.com/go/pubsub/v2	v2.6.0
cloud.google.com/go/spanner	v1.92.0
cloud.google.com/go/storage	v1.62.3
cloud.google.com/go/trace	v1.16.0
cloud.google.com/go/translate	v1.17.0
dario.cat/mergo	v1.0.0
github.com/GoogleCloudPlatform/grpc-gcp-go/grpcgcp	v1.6.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp	v1.32.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/exporter/metric	v0.55.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/exporter/metric	v0.57.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/exporter/trace	v1.33.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/internal/resourcemapping	v0.55.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/internal/resourcemapping	v0.57.0
github.com/IBM/sarama	v1.50.3
github.com/ProtonMail/go-crypto	v1.1.6
github.com/apache/arrow/go/v15	v15.0.2
github.com/cespare/xxhash/v2	v2.3.0
github.com/cloudflare/circl	v1.6.3
github.com/cloudprober/cloudprober	v0.13.3
github.com/cncf/xds/go	v0.0.0-20260202195803-dba9d589def2
github.com/cyphar/filepath-securejoin	v0.6.1
github.com/davecgh/go-spew	v1.1.2-0.20180830191138-d8f796af33cc
github.com/eapache/go-resiliency	v1.7.0
github.com/emirpasic/gods	v1.18.1
github.com/envoyproxy/go-control-plane/envoy	v1.37.0
github.com/envoyproxy/protoc-gen-validate	v1.3.3
github.com/felixge/httpsnoop	v1.0.4
github.com/go-git/gcfg	v1.5.1-0.20230307220236-3a3c6141e376
github.com/go-git/go-billy/v5	v5.9.0
github.com/go-git/go-git/v5	v5.19.1
github.com/go-jose/go-jose/v4	v4.1.4
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/goccy/go-json	v0.10.2
github.com/golang/groupcache	v0.0.0-20210331224755-41bb18bfe9da
github.com/golang/groupcache	v0.0.0-20241129210726-2c02b8208cf8
github.com/golang/mock	v1.7.0-rc.1
github.com/google/btree	v1.1.3
github.com/google/flatbuffers	v23.5.26%2Bincompatible
github.com/google/go-cmp	v0.7.0
github.com/google/go-github/v59	v59.0.0
github.com/google/go-querystring	v1.1.0
github.com/google/martian/v3	v3.3.3
github.com/google/pprof	v0.0.0-20260604005048-7023385849c0
github.com/google/s2a-go	v0.1.9
github.com/google/uuid	v1.6.0
github.com/googleapis/cloud-bigtable-clients-test	v0.0.4
github.com/googleapis/enterprise-certificate-proxy	v0.3.15
github.com/googleapis/enterprise-certificate-proxy	v0.3.17
github.com/googleapis/enterprise-certificate-proxy	v0.3.18
github.com/googleapis/gax-go/v2	v2.21.0
github.com/googleapis/gax-go/v2	v2.22.0
github.com/googleapis/gax-go/v2	v2.23.0
