cloud.google.com/go	v0.123.0
cloud.google.com/go/auth	v0.20.0
cloud.google.com/go/auth/oauth2adapt	v0.2.8
cloud.google.com/go/bigquery	v1.77.0
cloud.google.com/go/compute/metadata	v0.9.0
cloud.google.com/go/iam	v1.11.0
filippo.io/edwards25519	v1.2.0
github.com/andybalholm/brotli	v1.2.1
github.com/apache/arrow/go/v15	v15.0.2
github.com/cespare/xxhash/v2	v2.3.0
github.com/clickhouse/ch-go	v0.72.0
github.com/clickhouse/clickhouse-go/v2	v2.46.0
github.com/code-hex/uniseg	v0.2.0
github.com/davecgh/go-spew	v1.1.1
github.com/felixge/httpsnoop	v1.0.4
github.com/go-faster/city	v1.0.1
github.com/go-faster/errors	v0.7.1
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/go-sql-driver/mysql	v1.10.0
github.com/goccy/go-json	v0.10.6
github.com/golang-jwt/jwt/v5	v5.3.1
github.com/golang-sql/civil	v0.0.0-20220223132316-b832511892a9
github.com/golang-sql/sqlexp	v0.1.0
github.com/google/flatbuffers	v25.12.19%2Bincompatible
github.com/google/s2a-go	v0.1.9
github.com/google/uuid	v1.6.0
github.com/googleapis/enterprise-certificate-proxy	v0.3.16
github.com/googleapis/gax-go/v2	v2.22.0
github.com/gorilla/websocket	v1.5.3
github.com/hashicorp/go-version	v1.9.0
github.com/jackc/pgpassfile	v1.0.0
github.com/jackc/pgservicefile	v0.0.0-20240606120523-5a60cdf6a761
github.com/jackc/pgx/v5	v5.10.0
github.com/jackc/puddle/v2	v2.2.2
github.com/jinzhu/inflection	v1.0.0
github.com/jinzhu/now	v1.1.5
github.com/klauspost/compress	v1.18.6
github.com/klauspost/cpuid/v2	v2.3.0
github.com/mattn/go-sqlite3	v1.14.44
github.com/microsoft/go-mssqldb	v1.10.0
github.com/paulmach/orb	v0.13.0
github.com/pierrec/lz4/v4	v4.1.27
github.com/pmezard/go-difflib	v1.0.0
github.com/samber/lo	v1.53.0
github.com/segmentio/asm	v1.2.1
github.com/shopspring/decimal	v1.4.0
github.com/sirupsen/logrus	v1.9.4
github.com/stretchr/testify	v1.11.1
github.com/zeebo/xxh3	v1.1.0
go.opentelemetry.io/auto/sdk	v1.2.1
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.69.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.69.0
go.opentelemetry.io/otel	v1.44.0
go.opentelemetry.io/otel/metric	v1.44.0
go.opentelemetry.io/otel/trace	v1.44.0
go.yaml.in/yaml/v3	v3.0.4
golang.org/x/crypto	v0.52.0
golang.org/x/exp	v0.0.0-20260529124908-c761662dc8c9
golang.org/x/mod	v0.36.0
golang.org/x/net	v0.55.0
golang.org/x/oauth2	v0.36.0
golang.org/x/sync	v0.20.0
golang.org/x/sys	v0.45.0
golang.org/x/telemetry	v0.0.0-20260527142108-59979362b252
golang.org/x/text	v0.37.0
golang.org/x/time	v0.15.0
golang.org/x/tools	v0.45.0
golang.org/x/xerrors	v0.0.0-20240903120638-7835f813f4da
google.golang.org/api	v0.283.0
google.golang.org/genproto	v0.0.0-20260526163538-3dc84a4a5aaa
google.golang.org/genproto/googleapis/api	v0.0.0-20260526163538-3dc84a4a5aaa
google.golang.org/genproto/googleapis/rpc	v0.0.0-20260526163538-3dc84a4a5aaa
google.golang.org/grpc	v1.81.1
google.golang.org/protobuf	v1.36.11
gopkg.in/yaml.v3	v3.0.1
gorm.io/driver/bigquery	v1.2.0
gorm.io/driver/clickhouse	v0.7.0
gorm.io/driver/mysql	v1.6.0
gorm.io/driver/postgres	v1.6.0
gorm.io/driver/sqlite	v1.6.0
gorm.io/driver/sqlserver	v1.6.3
gorm.io/gorm	v1.31.1
goyave.dev/copier	v0.4.4
