cloud.google.com/go v0.116.0
github.com/Masterminds/semver/v3 v3.3.0
github.com/asaskevich/govalidator v0.0.0-20230301143203-a9d515a09cc2
github.com/bahlo/generic-list-go v0.2.0
github.com/buger/jsonparser v1.1.2
github.com/expr-lang/expr v1.17.8
github.com/go-jose/go-jose/v4 v4.1.4
github.com/google/jsonschema-go v0.4.2
github.com/google/uuid v1.6.0
github.com/imdario/mergo v0.3.16
github.com/invopop/jsonschema v0.14.0
github.com/invopop/yaml v0.3.1
github.com/mark3labs/mcp-go v0.46.0
github.com/pb33f/ordered-map/v2 v2.3.1
github.com/spf13/cast v1.7.1
github.com/spf13/cobra v1.9.1
github.com/spf13/pflag v1.0.6
github.com/yosida95/uritemplate/v3 v3.0.2
go.yaml.in/yaml/v4 v4.0.0-rc.2
gopkg.in/yaml.v3 v3.0.1
