cloud.google.com/go	v0.116.0
github.com/Masterminds/semver/v3	v3.3.0
github.com/asaskevich/govalidator	v0.0.0-20230301143203-a9d515a09cc2
github.com/bahlo/generic-list-go	v0.2.0
github.com/buger/jsonparser	v1.1.2
github.com/expr-lang/expr	v1.17.8
github.com/go-jose/go-jose/v4	v4.1.4
github.com/google/uuid	v1.6.0
github.com/invopop/jsonschema	v0.14.0
github.com/invopop/yaml	v0.3.1
github.com/pb33f/ordered-map/v2	v2.3.1
go.yaml.in/yaml/v4	v4.0.0-rc.2
golang.org/x/net	v0.56.0
golang.org/x/text	v0.38.0
gopkg.in/yaml.v3	v3.0.1
