repo,tool,n_all_tp,n_all_fp,n_all_fn,n_imp_tp,n_imp_fp,n_imp_fn,n_impT_tp,n_impT_fp,n_impT_fn,v_all_tp,v_all_fp,v_all_fn,v_imp_tp,v_imp_fp,v_imp_fn,v_impT_tp,v_impT_fp,v_impT_fn,fp_test,fp_otherOS,fp_direct_unused,fp_indirect_unused,fp_gosum_only,fp_sibling
wkhere__bcl,syft,2,0,0,1,1,0,2,0,0,2,0,0,1,1,0,2,0,0,1,0,0,0,0,0
wkhere__bcl,trivy,2,0,0,1,1,0,2,0,0,2,0,0,1,1,0,2,0,0,1,0,0,0,0,0
wkhere__bcl,cdxgen,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
wkhere__bcl,cyclonedx-gomod,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
golang-migrate__migrate,syft,261,0,241,175,86,0,183,78,0,261,0,241,175,86,0,183,78,0,8,3,0,22,53,0
golang-migrate__migrate,trivy,208,0,294,175,33,0,183,25,0,208,0,294,175,33,0,183,25,0,8,3,0,22,0,0
golang-migrate__migrate,cdxgen,175,0,327,175,0,0,175,0,8,175,0,327,175,0,0,175,0,8,0,0,0,0,0,0
golang-migrate__migrate,cyclonedx-gomod,195,0,307,175,20,0,176,19,7,195,0,307,175,20,0,176,19,7,1,3,0,16,0,0
cyucelen__marker,syft,9,0,1,4,5,0,8,1,0,9,0,1,4,5,0,8,1,0,4,0,0,0,1,0
cyucelen__marker,trivy,10,0,0,4,6,0,8,2,0,10,0,0,4,6,0,8,2,0,4,0,0,0,2,0
cyucelen__marker,cdxgen,4,0,6,4,0,0,4,0,4,4,0,6,4,0,0,4,0,4,0,0,0,0,0,0
cyucelen__marker,cyclonedx-gomod,4,0,6,4,0,0,4,0,4,4,0,6,4,0,0,4,0,4,0,0,0,0,0,0
k8gb-io__k8gb,syft,161,58,152,99,120,0,100,119,0,142,104,171,99,147,0,100,146,0,1,0,0,7,25,87
k8gb-io__k8gb,trivy,138,56,175,99,95,0,100,94,0,119,94,194,99,114,0,100,113,0,1,0,0,7,2,85
k8gb-io__k8gb,cdxgen,122,53,191,99,76,0,99,76,1,105,87,208,99,93,0,99,93,1,0,0,0,0,0,76
k8gb-io__k8gb,cyclonedx-gomod,95,0,218,93,2,6,93,2,7,95,0,218,93,2,6,93,2,7,0,0,0,2,0,0
adelowo__onecache,syft,16,0,5,2,14,0,2,14,0,16,0,5,2,14,0,2,14,0,0,0,0,1,13,0
adelowo__onecache,trivy,21,0,0,2,19,0,2,19,0,21,0,0,2,19,0,2,19,0,0,0,0,1,18,0
adelowo__onecache,cdxgen,2,0,19,2,0,0,2,0,0,2,0,19,2,0,0,2,0,0,0,0,0,0,0,0
adelowo__onecache,cyclonedx-gomod,2,0,19,2,0,0,2,0,0,2,0,19,2,0,0,2,0,0,0,0,0,0,0,0
go-playground__pure,syft,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
go-playground__pure,trivy,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
go-playground__pure,cdxgen,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
go-playground__pure,cyclonedx-gomod,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
saivedant169__AegisFlow,syft,94,7,71,69,32,0,72,29,0,94,7,71,69,32,0,72,29,0,3,0,0,0,22,7
saivedant169__AegisFlow,trivy,72,7,93,69,10,0,72,7,0,72,7,93,69,10,0,72,7,0,3,0,0,0,0,7
saivedant169__AegisFlow,cdxgen,69,1,96,69,1,0,69,1,3,69,1,96,69,1,0,69,1,3,0,0,0,0,0,1
saivedant169__AegisFlow,cyclonedx-gomod,68,0,97,68,0,1,68,0,4,68,0,97,68,0,1,68,0,4,0,0,0,0,0,0
root-gg__plik,syft,140,0,208,113,27,0,113,27,0,140,0,208,113,27,0,113,27,0,0,1,0,3,23,0
root-gg__plik,trivy,117,0,231,113,4,0,113,4,0,117,0,231,113,4,0,113,4,0,0,1,0,3,0,0
root-gg__plik,cdxgen,117,0,231,113,4,0,113,4,0,117,0,231,113,4,0,113,4,0,0,1,0,3,0,0
root-gg__plik,cyclonedx-gomod,115,0,233,113,2,0,113,2,0,115,0,233,113,2,0,113,2,0,0,1,0,1,0,0
ydb-platform__ydb-go-sdk,syft,45,82,31,17,110,0,17,110,0,36,127,40,17,146,0,17,146,0,0,0,3,2,21,84
ydb-platform__ydb-go-sdk,trivy,36,65,40,17,84,0,17,84,0,27,96,49,17,106,0,17,106,0,0,0,3,2,13,66
ydb-platform__ydb-go-sdk,cdxgen,33,56,43,17,72,0,17,72,0,22,85,54,17,90,0,17,90,0,0,0,1,1,13,57
ydb-platform__ydb-go-sdk,cyclonedx-gomod,14,0,62,14,0,3,14,0,3,14,0,62,14,0,3,14,0,3,0,0,0,0,0,0
lazynop__lazyenv,syft,32,0,8,21,11,0,25,7,0,32,0,8,21,11,0,25,7,0,4,0,0,0,7,0
lazynop__lazyenv,trivy,25,0,15,21,4,0,25,0,0,25,0,15,21,4,0,25,0,0,4,0,0,0,0,0
lazynop__lazyenv,cdxgen,21,0,19,21,0,0,21,0,4,21,0,19,21,0,0,21,0,4,0,0,0,0,0,0
lazynop__lazyenv,cyclonedx-gomod,21,0,19,21,0,0,21,0,4,21,0,19,21,0,0,21,0,4,0,0,0,0,0,0
kyoh86__richgo,syft,12,0,1,7,5,0,11,1,0,12,0,1,7,5,0,11,1,0,4,0,0,0,1,0
kyoh86__richgo,trivy,11,0,2,7,4,0,11,0,0,11,0,2,7,4,0,11,0,0,4,0,0,0,0,0
kyoh86__richgo,cdxgen,7,0,6,7,0,0,7,0,4,7,0,6,7,0,0,7,0,4,0,0,0,0,0,0
kyoh86__richgo,cyclonedx-gomod,7,0,6,7,0,0,7,0,4,7,0,6,7,0,0,7,0,4,0,0,0,0,0,0
kubernetes-sigs__kind,syft,20,388,3,11,397,0,11,397,0,19,423,4,11,431,0,11,431,0,0,1,0,3,5,388
kubernetes-sigs__kind,trivy,20,387,3,11,396,0,11,396,0,18,419,5,11,426,0,11,426,0,0,1,0,3,5,387
kubernetes-sigs__kind,cdxgen,18,384,5,11,391,0,11,391,0,16,416,7,11,421,0,11,421,0,0,1,0,1,5,384
kubernetes-sigs__kind,cyclonedx-gomod,12,0,11,11,1,0,11,1,0,12,0,11,11,1,0,11,1,0,0,1,0,0,0,0
GoogleCloudPlatform__gcloud-golang,syft,185,146,11,31,300,0,47,284,0,74,352,122,31,395,0,47,379,0,16,0,0,2,15,267
GoogleCloudPlatform__gcloud-golang,trivy,174,137,22,31,280,0,47,264,0,58,323,138,31,350,0,47,334,0,16,0,0,2,6,256
GoogleCloudPlatform__gcloud-golang,cdxgen,64,47,132,31,80,0,47,64,0,51,104,145,31,124,0,47,108,0,16,0,0,0,4,60
GoogleCloudPlatform__gcloud-golang,cyclonedx-gomod,30,0,166,30,0,1,30,0,17,30,0,166,30,0,1,30,0,17,0,0,0,0,0,0
slotix__dataflowkit,syft,43,0,8,32,11,0,35,8,0,43,0,8,32,11,0,35,8,0,3,1,0,5,2,0
slotix__dataflowkit,trivy,51,0,0,32,19,0,35,16,0,51,0,0,32,19,0,35,16,0,3,1,0,5,10,0
slotix__dataflowkit,cdxgen,32,0,19,32,0,0,32,0,3,32,0,19,32,0,0,32,0,3,0,0,0,0,0,0
slotix__dataflowkit,cyclonedx-gomod,34,0,17,32,2,0,32,2,3,34,0,17,32,2,0,32,2,3,0,1,0,0,1,0
xhit__go-simple-mail,syft,7,0,1,1,6,0,1,6,0,7,0,1,1,6,0,1,6,0,0,0,0,0,0,6
xhit__go-simple-mail,trivy,8,1,0,1,8,0,1,8,0,8,1,0,1,8,0,1,8,0,0,0,0,0,1,7
xhit__go-simple-mail,cdxgen,1,0,7,1,0,0,1,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0
xhit__go-simple-mail,cyclonedx-gomod,1,0,7,1,0,0,1,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0
asynkron__protoactor-go,syft,138,66,81,107,97,0,109,95,0,134,94,85,107,121,0,109,119,0,2,0,0,2,26,67
asynkron__protoactor-go,trivy,118,64,101,107,75,0,109,73,0,113,88,106,107,94,0,109,92,0,2,0,0,2,6,65
asynkron__protoactor-go,cdxgen,118,19,101,107,30,0,109,28,0,113,43,106,107,49,0,109,47,0,2,0,0,2,6,20
asynkron__protoactor-go,cyclonedx-gomod,108,0,111,107,1,0,107,1,2,108,0,111,107,1,0,107,1,2,0,0,0,1,0,0
go-hep__hep,syft,69,0,24,55,14,0,58,11,0,69,0,24,55,14,0,58,11,0,3,0,0,3,8,0
go-hep__hep,trivy,61,0,32,55,6,0,58,3,0,61,0,32,55,6,0,58,3,0,3,0,0,3,0,0
go-hep__hep,cdxgen,55,0,38,55,0,0,55,0,3,55,0,38,55,0,0,55,0,3,0,0,0,0,0,0
go-hep__hep,cyclonedx-gomod,58,0,35,55,3,0,55,3,3,58,0,35,55,3,0,55,3,3,0,0,0,3,0,0
bamzi__jobrunner,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
bamzi__jobrunner,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
bamzi__jobrunner,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
bamzi__jobrunner,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
artonge__go-gtfs,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
artonge__go-gtfs,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
artonge__go-gtfs,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
artonge__go-gtfs,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
timdp__lwc,syft,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
timdp__lwc,trivy,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
timdp__lwc,cdxgen,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
timdp__lwc,cyclonedx-gomod,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
ardanlabs__service,syft,102,0,74,63,39,0,64,38,0,102,0,74,63,39,0,64,38,0,1,0,0,4,34,0
ardanlabs__service,trivy,68,0,108,63,5,0,64,4,0,68,0,108,63,5,0,64,4,0,1,0,0,4,0,0
ardanlabs__service,cdxgen,68,0,108,63,5,0,64,4,0,68,0,108,63,5,0,64,4,0,1,0,0,4,0,0
ardanlabs__service,cyclonedx-gomod,67,0,109,63,4,0,63,4,1,67,0,109,63,4,0,63,4,1,0,0,0,4,0,0
slipros__roamer,syft,12,21,5,11,22,0,11,22,0,12,25,5,11,26,0,11,26,0,0,0,0,0,1,21
slipros__roamer,trivy,11,21,6,11,21,0,11,21,0,11,26,6,11,26,0,11,26,0,0,0,0,0,0,21
slipros__roamer,cdxgen,11,8,6,11,8,0,11,8,0,11,9,6,11,9,0,11,9,0,0,0,0,0,0,8
slipros__roamer,cyclonedx-gomod,10,0,7,10,0,1,10,0,1,10,0,7,10,0,1,10,0,1,0,0,0,0,0,0
mariomac__gostream,syft,6,0,7,1,5,0,5,1,0,6,0,7,1,5,0,5,1,0,4,0,0,0,1,0
mariomac__gostream,trivy,5,0,8,1,4,0,5,0,0,5,0,8,1,4,0,5,0,0,4,0,0,0,0,0
mariomac__gostream,cdxgen,5,0,8,1,4,0,5,0,0,5,0,8,1,4,0,5,0,0,4,0,0,0,0,0
mariomac__gostream,cyclonedx-gomod,1,0,12,1,0,0,1,0,4,1,0,12,1,0,0,1,0,4,0,0,0,0,0,0
dop251__goja,syft,7,0,12,5,2,0,7,0,0,7,0,12,5,2,0,7,0,0,2,0,0,0,0,0
dop251__goja,trivy,15,0,4,5,10,0,7,8,0,14,1,5,5,10,0,7,8,0,2,0,0,0,8,0
dop251__goja,cdxgen,5,0,14,5,0,0,5,0,2,5,0,14,5,0,0,5,0,2,0,0,0,0,0,0
dop251__goja,cyclonedx-gomod,5,0,14,5,0,0,5,0,2,5,0,14,5,0,0,5,0,2,0,0,0,0,0,0
kniren__gota,syft,3,0,34,2,1,0,2,1,0,3,0,34,2,1,0,2,1,0,0,0,0,0,1,0
kniren__gota,trivy,37,0,0,2,35,0,2,35,0,37,0,0,2,35,0,2,35,0,0,0,0,0,35,0
kniren__gota,cdxgen,2,0,35,2,0,0,2,0,0,2,0,35,2,0,0,2,0,0,0,0,0,0,0,0
kniren__gota,cyclonedx-gomod,2,0,35,2,0,0,2,0,0,2,0,35,2,0,0,2,0,0,0,0,0,0,0,0
immortal__immortal,syft,7,0,0,6,1,0,6,1,0,7,0,0,6,1,0,6,1,0,0,0,0,0,1,0
immortal__immortal,trivy,7,0,0,6,1,0,6,1,0,7,0,0,6,1,0,6,1,0,0,0,0,0,1,0
immortal__immortal,cdxgen,6,0,1,6,0,0,6,0,0,6,0,1,6,0,0,6,0,0,0,0,0,0,0,0
immortal__immortal,cyclonedx-gomod,6,0,1,6,0,0,6,0,0,6,0,1,6,0,0,6,0,0,0,0,0,0,0,0
invopop__gobl,syft,25,0,39,15,10,0,19,6,0,25,0,39,15,10,0,19,6,0,4,0,1,4,1,0
invopop__gobl,trivy,24,0,40,15,9,0,19,5,0,24,0,40,15,9,0,19,5,0,4,0,1,4,0,0
invopop__gobl,cdxgen,15,0,49,15,0,0,15,0,4,15,0,49,15,0,0,15,0,4,0,0,0,0,0,0
invopop__gobl,cyclonedx-gomod,16,0,48,15,1,0,15,1,4,16,0,48,15,1,0,15,1,4,0,0,1,0,0,0
wajox__gobase,syft,60,0,32,39,21,0,43,17,0,60,0,32,39,21,0,43,17,0,4,1,1,4,11,0
wajox__gobase,trivy,49,0,43,39,10,0,43,6,0,49,0,43,39,10,0,43,6,0,4,1,1,4,0,0
wajox__gobase,cdxgen,39,0,53,39,0,0,39,0,4,39,0,53,39,0,0,39,0,4,0,0,0,0,0,0
wajox__gobase,cyclonedx-gomod,45,0,47,39,6,0,39,6,4,45,0,47,39,6,0,39,6,4,0,1,1,4,0,0
iyashjayesh__goscaf,syft,19,0,12,11,8,0,11,8,0,19,3,12,11,11,0,11,11,0,0,1,0,0,7,0
iyashjayesh__goscaf,trivy,12,0,19,11,1,0,11,1,0,12,0,19,11,1,0,11,1,0,0,1,0,0,0,0
iyashjayesh__goscaf,cdxgen,11,0,20,11,0,0,11,0,0,11,0,20,11,0,0,11,0,0,0,0,0,0,0,0
iyashjayesh__goscaf,cyclonedx-gomod,12,0,19,11,1,0,11,1,0,12,0,19,11,1,0,11,1,0,0,1,0,0,0,0
jirenius__go-res,syft,29,0,31,20,9,0,20,9,0,29,0,31,20,9,0,20,9,0,0,0,0,1,8,0
jirenius__go-res,trivy,21,0,39,20,1,0,20,1,0,21,0,39,20,1,0,20,1,0,0,0,0,1,0,0
jirenius__go-res,cdxgen,20,0,40,20,0,0,20,0,0,20,0,40,20,0,0,20,0,0,0,0,0,0,0,0
jirenius__go-res,cyclonedx-gomod,20,0,40,20,0,0,20,0,0,20,0,40,20,0,0,20,0,0,0,0,0,0,0,0
go-gitea__gitea,syft,335,0,372,258,77,0,258,77,0,331,4,376,254,81,4,254,81,4,0,4,2,4,67,0
go-gitea__gitea,trivy,268,0,439,258,10,0,258,10,0,264,4,443,254,14,4,254,14,4,0,4,2,4,0,0
go-gitea__gitea,cdxgen,258,0,449,258,0,0,258,0,0,258,0,449,258,0,0,258,0,0,0,0,0,0,0,0
go-gitea__gitea,cyclonedx-gomod,267,0,440,258,9,0,258,9,0,263,4,444,254,13,4,254,13,4,0,4,2,3,0,0
fawick__speedtest-resize,syft,6,0,1,6,0,0,6,0,0,6,0,1,6,0,0,6,0,0,0,0,0,0,0,0
fawick__speedtest-resize,trivy,7,0,0,6,1,0,6,1,0,7,0,0,6,1,0,6,1,0,0,0,0,0,1,0
fawick__speedtest-resize,cdxgen,6,0,1,6,0,0,6,0,0,6,0,1,6,0,0,6,0,0,0,0,0,0,0,0
fawick__speedtest-resize,cyclonedx-gomod,6,0,1,6,0,0,6,0,0,6,0,1,6,0,0,6,0,0,0,0,0,0,0,0
JohannesKaufmann__html-to-markdown,syft,20,0,9,15,5,0,15,5,0,20,0,9,15,5,0,15,5,0,0,0,0,0,5,0
JohannesKaufmann__html-to-markdown,trivy,15,0,14,15,0,0,15,0,0,15,0,14,15,0,0,15,0,0,0,0,0,0,0,0
JohannesKaufmann__html-to-markdown,cdxgen,15,0,14,15,0,0,15,0,0,15,0,14,15,0,0,15,0,0,0,0,0,0,0,0
JohannesKaufmann__html-to-markdown,cyclonedx-gomod,15,0,14,15,0,0,15,0,0,15,0,14,15,0,0,15,0,0,0,0,0,0,0,0
Yiling-J__cacheme-go,syft,28,0,136,13,15,0,17,11,0,28,0,136,13,15,0,17,11,0,4,0,0,1,10,0
Yiling-J__cacheme-go,trivy,164,0,0,13,151,0,17,147,0,164,0,0,13,151,0,17,147,0,4,1,0,1,145,0
Yiling-J__cacheme-go,cdxgen,13,0,151,13,0,0,13,0,4,13,0,151,13,0,0,13,0,4,0,0,0,0,0,0
Yiling-J__cacheme-go,cyclonedx-gomod,14,0,150,13,1,0,13,1,4,14,0,150,13,1,0,13,1,4,0,1,0,0,0,0
matm__go-nowpayments,syft,7,0,0,6,1,0,6,1,0,7,0,0,6,1,0,6,1,0,0,0,0,0,1,0
matm__go-nowpayments,trivy,6,0,1,6,0,0,6,0,0,6,0,1,6,0,0,6,0,0,0,0,0,0,0,0
matm__go-nowpayments,cdxgen,6,0,1,6,0,0,6,0,0,6,0,1,6,0,0,6,0,0,0,0,0,0,0,0
matm__go-nowpayments,cyclonedx-gomod,5,0,2,5,0,1,5,0,1,5,0,2,5,0,1,5,0,1,0,0,0,0,0,0
rogerwelin__cassowary,syft,44,0,89,33,11,0,33,11,0,44,0,89,33,11,0,33,11,0,0,0,0,0,11,0
rogerwelin__cassowary,trivy,33,0,100,33,0,0,33,0,0,33,0,100,33,0,0,33,0,0,0,0,0,0,0,0
rogerwelin__cassowary,cdxgen,33,0,100,33,0,0,33,0,0,33,0,100,33,0,0,33,0,0,0,0,0,0,0,0
rogerwelin__cassowary,cyclonedx-gomod,33,0,100,33,0,0,33,0,0,33,0,100,33,0,0,33,0,0,0,0,0,0,0,0
bradleyjkemp__cupaloy,syft,6,0,0,2,4,0,5,1,0,6,0,0,2,4,0,5,1,0,3,0,0,1,0,0
bradleyjkemp__cupaloy,trivy,6,0,0,2,4,0,5,1,0,6,0,0,2,4,0,5,1,0,3,0,0,1,0,0
bradleyjkemp__cupaloy,cdxgen,2,0,4,2,0,0,2,0,3,2,0,4,2,0,0,2,0,3,0,0,0,0,0,0
bradleyjkemp__cupaloy,cyclonedx-gomod,2,0,4,2,0,0,2,0,3,2,0,4,2,0,0,2,0,3,0,0,0,0,0,0
timsolov__rest-query-parser,syft,9,0,2,1,8,0,7,2,0,9,0,2,1,8,0,7,2,0,6,0,0,1,1,0
timsolov__rest-query-parser,trivy,11,0,0,1,10,0,7,4,0,11,0,0,1,10,0,7,4,0,6,0,0,1,3,0
timsolov__rest-query-parser,cdxgen,1,0,10,1,0,0,1,0,6,1,0,10,1,0,0,1,0,6,0,0,0,0,0,0
timsolov__rest-query-parser,cyclonedx-gomod,1,0,10,1,0,0,1,0,6,1,0,10,1,0,0,1,0,6,0,0,0,0,0,0
DATA-DOG__go-sqlmock,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DATA-DOG__go-sqlmock,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DATA-DOG__go-sqlmock,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DATA-DOG__go-sqlmock,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Raezil__GoEventBus,syft,7,0,5,6,1,0,6,1,0,7,0,5,6,1,0,6,1,0,0,0,0,0,1,0
Raezil__GoEventBus,trivy,6,1,6,6,1,0,6,1,0,6,1,6,6,1,0,6,1,0,0,0,0,0,0,1
Raezil__GoEventBus,cdxgen,6,0,6,6,0,0,6,0,0,6,0,6,6,0,0,6,0,0,0,0,0,0,0,0
Raezil__GoEventBus,cyclonedx-gomod,6,0,6,6,0,0,6,0,0,6,0,6,6,0,0,6,0,0,0,0,0,0,0,0
in-toto__in-toto-golang,syft,41,1,20,21,21,0,22,20,0,41,1,20,21,21,0,22,20,0,1,2,0,1,16,1
in-toto__in-toto-golang,trivy,25,0,36,21,4,0,22,3,0,25,0,36,21,4,0,22,3,0,1,2,0,1,0,0
in-toto__in-toto-golang,cdxgen,21,0,40,21,0,0,21,0,1,21,0,40,21,0,0,21,0,1,0,0,0,0,0,0
in-toto__in-toto-golang,cyclonedx-gomod,20,0,41,18,2,3,18,2,4,20,0,41,18,2,3,18,2,4,0,2,0,0,0,0
no-src__log,syft,2,0,0,1,1,0,1,1,0,2,0,0,1,1,0,1,1,0,0,0,0,0,1,0
no-src__log,trivy,2,0,0,1,1,0,1,1,0,2,0,0,1,1,0,1,1,0,0,0,0,0,1,0
no-src__log,cdxgen,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
no-src__log,cyclonedx-gomod,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
btnguyen2k__gocosmos,syft,7,1,0,6,2,0,7,1,0,7,1,0,6,2,0,7,1,0,1,0,0,0,0,1
btnguyen2k__gocosmos,trivy,7,1,0,6,2,0,7,1,0,7,1,0,6,2,0,7,1,0,1,0,0,0,0,1
btnguyen2k__gocosmos,cdxgen,6,0,1,6,0,0,6,0,1,6,0,1,6,0,0,6,0,1,0,0,0,0,0,0
btnguyen2k__gocosmos,cyclonedx-gomod,6,0,1,6,0,0,6,0,1,6,0,1,6,0,0,6,0,1,0,0,0,0,0,0
hashicorp__cli,syft,25,0,10,20,5,0,20,5,0,25,0,10,20,5,0,20,5,0,0,0,0,1,4,0
hashicorp__cli,trivy,21,0,14,20,1,0,20,1,0,21,0,14,20,1,0,20,1,0,0,0,0,1,0,0
hashicorp__cli,cdxgen,20,0,15,20,0,0,20,0,0,20,0,15,20,0,0,20,0,0,0,0,0,0,0,0
hashicorp__cli,cyclonedx-gomod,20,0,15,20,0,0,20,0,0,20,0,15,20,0,0,20,0,0,0,0,0,0,0,0
vibridi__gomock,syft,9,0,2,4,5,0,8,1,0,9,0,2,4,5,0,8,1,0,4,0,0,0,1,0
vibridi__gomock,trivy,8,0,3,4,4,0,8,0,0,8,0,3,4,4,0,8,0,0,4,0,0,0,0,0
vibridi__gomock,cdxgen,4,0,7,4,0,0,4,0,4,4,0,7,4,0,0,4,0,4,0,0,0,0,0,0
vibridi__gomock,cyclonedx-gomod,4,0,7,4,0,0,4,0,4,4,0,7,4,0,0,4,0,4,0,0,0,0,0,0
moov-io__ach,syft,43,0,151,31,12,0,31,12,0,43,0,151,31,12,0,31,12,0,0,0,1,0,11,0
moov-io__ach,trivy,32,0,162,31,1,0,31,1,0,32,0,162,31,1,0,31,1,0,0,0,1,0,0,0
moov-io__ach,cdxgen,31,0,163,31,0,0,31,0,0,31,0,163,31,0,0,31,0,0,0,0,0,0,0,0
moov-io__ach,cyclonedx-gomod,32,0,162,31,1,0,31,1,0,32,0,162,31,1,0,31,1,0,0,0,1,0,0,0
anchore__syft,syft,NA
anchore__syft,trivy,NA
anchore__syft,cdxgen,NA
anchore__syft,cyclonedx-gomod,299,0,483,287,12,1,287,12,18,299,0,483,287,12,1,287,12,18,0,9,1,2,0,0
nanovms__ops,syft,254,0,267,196,58,0,201,53,0,254,0,267,196,58,0,201,53,0,5,3,0,14,36,0
nanovms__ops,trivy,218,0,303,196,22,0,201,17,0,218,0,303,196,22,0,201,17,0,5,3,0,14,0,0
nanovms__ops,cdxgen,218,0,303,196,22,0,201,17,0,218,0,303,196,22,0,201,17,0,5,3,0,14,0,0
nanovms__ops,cyclonedx-gomod,200,0,321,195,5,1,195,5,6,200,0,321,195,5,1,195,5,6,0,3,0,2,0,0
ulule__limiter,syft,42,0,8,27,15,0,27,15,0,42,0,8,27,15,0,27,15,0,0,0,0,11,4,0
ulule__limiter,trivy,38,0,12,27,11,0,27,11,0,38,0,12,27,11,0,27,11,0,0,0,0,11,0,0
ulule__limiter,cdxgen,27,0,23,27,0,0,27,0,0,27,0,23,27,0,0,27,0,0,0,0,0,0,0,0
ulule__limiter,cyclonedx-gomod,36,0,14,27,9,0,27,9,0,36,0,14,27,9,0,27,9,0,0,0,0,9,0,0
keilerkonzept__topk,syft,3,0,0,1,2,0,3,0,0,3,0,0,1,2,0,3,0,0,2,0,0,0,0,0
keilerkonzept__topk,trivy,3,0,0,1,2,0,3,0,0,3,0,0,1,2,0,3,0,0,2,0,0,0,0,0
keilerkonzept__topk,cdxgen,1,0,2,1,0,0,1,0,2,1,0,2,1,0,0,1,0,2,0,0,0,0,0,0
keilerkonzept__topk,cyclonedx-gomod,1,0,2,1,0,0,1,0,2,1,0,2,1,0,0,1,0,2,0,0,0,0,0,0
kelindar__column,syft,20,0,1,13,7,0,17,3,0,20,0,1,13,7,0,17,3,0,4,0,0,1,2,0
kelindar__column,trivy,18,0,3,13,5,0,17,1,0,18,0,3,13,5,0,17,1,0,4,0,0,1,0,0
kelindar__column,cdxgen,13,0,8,13,0,0,13,0,4,13,0,8,13,0,0,13,0,4,0,0,0,0,0,0
kelindar__column,cyclonedx-gomod,14,0,7,13,1,0,13,1,4,14,0,7,13,1,0,13,1,4,0,0,0,1,0,0
containous__traefik,syft,470,7,467,350,127,2,375,102,2,469,8,468,349,128,3,374,103,3,25,2,2,19,74,5
containous__traefik,trivy,398,7,539,350,55,2,375,30,2,397,8,540,349,56,3,374,31,3,25,2,2,19,2,5
containous__traefik,cdxgen,352,1,585,352,1,0,352,1,25,352,1,585,352,1,0,352,1,25,0,0,0,0,0,1
containous__traefik,cyclonedx-gomod,345,2,592,339,8,13,339,8,38,344,3,593,338,9,14,338,9,39,0,2,0,4,2,0
bluetuith-org__bluetuith,syft,49,0,22,42,7,0,42,7,0,49,0,22,42,7,0,42,7,0,0,0,0,1,6,0
bluetuith-org__bluetuith,trivy,43,0,28,42,1,0,42,1,0,43,0,28,42,1,0,42,1,0,0,0,0,1,0,0
bluetuith-org__bluetuith,cdxgen,42,0,29,42,0,0,42,0,0,42,0,29,42,0,0,42,0,0,0,0,0,0,0,0
bluetuith-org__bluetuith,cyclonedx-gomod,43,0,28,42,1,0,42,1,0,43,0,28,42,1,0,42,1,0,0,0,0,1,0,0
RibbonFilter__ribbonGo,syft,4,0,0,2,2,0,2,2,0,4,0,0,2,2,0,2,2,0,0,0,0,1,1,0
RibbonFilter__ribbonGo,trivy,3,0,1,2,1,0,2,1,0,3,0,1,2,1,0,2,1,0,0,0,0,1,0,0
RibbonFilter__ribbonGo,cdxgen,2,0,2,2,0,0,2,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0
