github.com/DATA-DOG/go-sqlmock	v1.3.3
github.com/garyburd/redigo	v0.0.0-20160302234602-4ed1111375cb
github.com/gomodule/redigo	v2.0.0%2Bincompatible
github.com/rafaeljusto/redigomock	v0.0.0-20190202135759-257e089e14a1
