cloud.google.com/go	v0.123.0
cloud.google.com/go/auth	v0.22.0
cloud.google.com/go/auth/oauth2adapt	v0.2.8
cloud.google.com/go/compute/metadata	v0.9.0
cloud.google.com/go/iam	v1.12.0
cloud.google.com/go/pubsub/v2	v2.6.1
github.com/andybalholm/brotli	v1.2.2
github.com/aws/aws-sdk-go-v2	v1.42.1
github.com/aws/aws-sdk-go-v2/config	v1.32.30
github.com/aws/aws-sdk-go-v2/credentials	v1.19.29
github.com/aws/aws-sdk-go-v2/feature/ec2/imds	v1.18.30
github.com/aws/aws-sdk-go-v2/internal/configsources	v1.4.30
github.com/aws/aws-sdk-go-v2/internal/endpoints/v2	v2.7.30
github.com/aws/aws-sdk-go-v2/internal/v4a	v1.4.31
github.com/aws/aws-sdk-go-v2/service/internal/accept-encoding	v1.13.13
github.com/aws/aws-sdk-go-v2/service/internal/presigned-url	v1.13.30
github.com/aws/aws-sdk-go-v2/service/signin	v1.4.1
github.com/aws/aws-sdk-go-v2/service/sqs	v1.45.1
github.com/aws/aws-sdk-go-v2/service/sso	v1.32.1
github.com/aws/aws-sdk-go-v2/service/ssooidc	v1.37.1
github.com/aws/aws-sdk-go-v2/service/sts	v1.44.1
github.com/aws/smithy-go	v1.27.4
github.com/beanstalkd/go-beanstalk	v0.2.0
github.com/beorn7/perks	v1.0.1
github.com/bmatcuk/doublestar/v4	v4.10.0
github.com/bradfitz/gomemcache	v0.0.0-20260422231931-4d751bb6e37c
github.com/buger/goterm	v1.0.4
github.com/cactus/go-statsd-client/v5	v5.1.0
github.com/caddyserver/certmagic	v0.25.4
github.com/caddyserver/zerossl	v0.1.5
github.com/cenkalti/backoff/v4	v4.3.0
github.com/cenkalti/backoff/v5	v5.0.3
github.com/cespare/xxhash/v2	v2.3.0
github.com/clipperhouse/displaywidth	v0.11.0
github.com/clipperhouse/uax29/v2	v2.7.0
github.com/dustin/go-humanize	v1.0.1
github.com/emicklei/proto	v1.14.3
github.com/facebookgo/clock	v0.0.0-20150410010913-600d898af40a
github.com/fatih/color	v1.19.0
github.com/felixge/httpsnoop	v1.1.0
github.com/fsnotify/fsnotify	v1.10.1
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/go-ole/go-ole	v1.3.0
github.com/go-viper/mapstructure/v2	v2.5.0
github.com/goccy/go-json	v0.10.6
github.com/gofiber/fiber/v2	v2.52.14
github.com/gogo/protobuf	v1.3.2
github.com/golang/mock	v1.7.0-rc.1
github.com/google/s2a-go	v0.1.9
github.com/google/uuid	v1.6.0
github.com/googleapis/enterprise-certificate-proxy	v0.3.18
github.com/googleapis/gax-go/v2	v2.23.0
github.com/grpc-ecosystem/go-grpc-middleware/v2	v2.3.3
github.com/grpc-ecosystem/grpc-gateway/v2	v2.29.0
github.com/inconshreveable/mousetrap	v1.1.0
github.com/joho/godotenv	v1.5.1
github.com/klauspost/compress	v1.19.0
github.com/klauspost/cpuid/v2	v2.4.0
github.com/libdns/libdns	v1.1.1
github.com/mattn/go-colorable	v0.1.15
github.com/mattn/go-isatty	v0.0.23
github.com/mattn/go-runewidth	v0.0.24
github.com/mholt/acmez	v1.2.0
github.com/mholt/acmez/v3	v3.1.6
github.com/miekg/dns	v1.1.72
github.com/munnerz/goautoneg	v0.0.0-20191010083416-a7dc8b61c822
github.com/nats-io/nats.go	v1.52.0
github.com/nats-io/nkeys	v0.4.16
github.com/nats-io/nuid	v1.0.1
github.com/nexus-rpc/nexus-proto-annotations	v0.1.0
github.com/nexus-rpc/sdk-go	v0.6.0
github.com/olekukonko/cat	v0.0.0-20250911104152-50322a0618f6
github.com/olekukonko/errors	v1.3.0
github.com/olekukonko/ll	v0.1.8
github.com/olekukonko/tablewriter	v1.1.4
github.com/openzipkin/zipkin-go	v0.4.3
github.com/pelletier/go-toml/v2	v2.4.3
github.com/pierrec/lz4/v4	v4.1.27
github.com/pkg/errors	v0.9.1
github.com/prometheus/client_golang	v1.23.2
github.com/prometheus/client_model	v0.6.2
github.com/prometheus/common	v0.70.0
github.com/prometheus/procfs	v0.21.1
github.com/quic-go/qpack	v0.6.0
github.com/quic-go/quic-go	v0.60.0
github.com/rabbitmq/amqp091-go	v1.12.0
github.com/redis/go-redis/extra/rediscmd/v9	v9.21.0
github.com/redis/go-redis/extra/redisotel/v9	v9.21.0
github.com/redis/go-redis/extra/redisprometheus/v9	v9.21.0
github.com/redis/go-redis/v9	v9.21.0
github.com/roadrunner-server/amqp/v5	v5.2.3
github.com/roadrunner-server/api/v4	v4.24.0
github.com/roadrunner-server/app-logger/v5	v5.1.9
github.com/roadrunner-server/beanstalk/v5	v5.1.9
github.com/roadrunner-server/boltdb/v5	v5.1.9
github.com/roadrunner-server/centrifuge/v5	v5.1.9
github.com/roadrunner-server/config/v5	v5.1.9
github.com/roadrunner-server/context	v1.3.0
github.com/roadrunner-server/endure/v2	v2.6.2
github.com/roadrunner-server/errors	v1.5.0
github.com/roadrunner-server/events	v1.0.1
github.com/roadrunner-server/fileserver/v5	v5.1.9
github.com/roadrunner-server/google-pub-sub/v5	v5.1.9
github.com/roadrunner-server/goridge/v3	v3.8.3
github.com/roadrunner-server/grpc/v5	v5.3.0
github.com/roadrunner-server/gzip/v5	v5.3.0
github.com/roadrunner-server/headers/v5	v5.2.0
github.com/roadrunner-server/http/v5	v5.3.0
github.com/roadrunner-server/informer/v5	v5.1.9
github.com/roadrunner-server/jobs/v5	v5.1.9
github.com/roadrunner-server/kafka/v5	v5.2.5
github.com/roadrunner-server/kv/v5	v5.2.9
github.com/roadrunner-server/lock/v5	v5.1.9
github.com/roadrunner-server/logger/v5	v5.1.9
github.com/roadrunner-server/memcached/v5	v5.1.9
github.com/roadrunner-server/memory/v5	v5.2.9
github.com/roadrunner-server/metrics/v5	v5.2.0
github.com/roadrunner-server/nats/v5	v5.1.9
github.com/roadrunner-server/otel/v5	v5.6.0
github.com/roadrunner-server/pool	v1.1.3
github.com/roadrunner-server/priority_queue	v1.0.6
github.com/roadrunner-server/prometheus/v5	v5.2.0
github.com/roadrunner-server/proxy_ip_parser/v5	v5.1.9
github.com/roadrunner-server/redis/v5	v5.1.10
github.com/roadrunner-server/resetter/v5	v5.1.9
github.com/roadrunner-server/rpc/v5	v5.1.9
github.com/roadrunner-server/send/v5	v5.2.0
github.com/roadrunner-server/server/v5	v5.2.10
github.com/roadrunner-server/service/v5	v5.1.9
github.com/roadrunner-server/sqs/v5	v5.1.9
github.com/roadrunner-server/static/v5	v5.2.0
github.com/roadrunner-server/status/v5	v5.1.9
github.com/roadrunner-server/tcp/v5	v5.1.9
github.com/roadrunner-server/tcplisten	v1.5.2
github.com/robfig/cron	v1.2.0
github.com/rs/cors	v1.11.1
github.com/sagikazarmark/locafero	v0.12.0
github.com/shirou/gopsutil	v3.21.11+incompatible
github.com/spf13/afero	v1.15.0
github.com/spf13/cast	v1.10.0
github.com/spf13/cobra	v1.10.2
github.com/spf13/pflag	v1.0.10
github.com/spf13/viper	v1.21.0
github.com/stretchr/objx	v0.5.3
github.com/stretchr/testify	v1.11.1
github.com/subosito/gotenv	v1.6.0
github.com/temporalio/roadrunner-temporal/v5	v5.11.0
github.com/tklauser/go-sysconf	v0.4.0
github.com/tklauser/numcpus	v0.12.0
github.com/twmb/franz-go	v1.21.5
github.com/twmb/franz-go/pkg/kmsg	v1.13.1
github.com/twmb/murmur3	v1.1.8
github.com/uber-go/tally/v4	v4.1.17
github.com/valyala/bytebufferpool	v1.0.0
github.com/valyala/fasthttp	v1.72.0
github.com/vmihailenco/msgpack/v5	v5.4.1
github.com/vmihailenco/tagparser/v2	v2.0.0
github.com/yusufpapurcu/wmi	v1.2.4
github.com/zeebo/blake3	v0.2.4
go.etcd.io/bbolt	v1.5.0
go.opencensus.io	v0.24.0
go.opentelemetry.io/auto/sdk	v1.2.1
go.opentelemetry.io/contrib/instrumentation/github.com/bradfitz/gomemcache/memcache/otelmemcache	v0.43.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.69.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.69.0
go.opentelemetry.io/contrib/propagators/jaeger	v1.44.0
go.opentelemetry.io/otel	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp	v1.44.0
go.opentelemetry.io/otel/exporters/stdout/stdouttrace	v1.44.0
go.opentelemetry.io/otel/exporters/zipkin	v1.44.0
go.opentelemetry.io/otel/metric	v1.44.0
go.opentelemetry.io/otel/sdk	v1.44.0
go.opentelemetry.io/otel/trace	v1.44.0
go.opentelemetry.io/proto/otlp	v1.10.0
go.temporal.io/api	v1.63.3
go.temporal.io/sdk	v1.46.0
go.temporal.io/sdk/contrib/opentelemetry	v0.8.0
go.temporal.io/sdk/contrib/tally	v0.2.0
go.temporal.io/server	v1.31.2
go.uber.org/atomic	v1.11.0
go.uber.org/multierr	v1.11.0
go.uber.org/zap	v1.28.0
go.uber.org/zap/exp	v0.3.0
go.yaml.in/yaml/v3	v3.0.4
golang.org/x/crypto	v0.54.0
golang.org/x/mod	v0.38.0
golang.org/x/net	v0.57.0
golang.org/x/oauth2	v0.36.0
golang.org/x/sync	v0.22.0
golang.org/x/sys	v0.47.0
golang.org/x/text	v0.40.0
golang.org/x/time	v0.15.0
golang.org/x/tools	v0.48.0
google.golang.org/api	v0.289.0
google.golang.org/genproto	v0.0.0-20260715232425-e75dac1f907d
google.golang.org/genproto/googleapis/api	v0.0.0-20260715232425-e75dac1f907d
google.golang.org/genproto/googleapis/rpc	v0.0.0-20260715232425-e75dac1f907d
google.golang.org/grpc	v1.82.1
google.golang.org/protobuf	v1.36.11
gopkg.in/natefinch/lumberjack.v2	v2.2.1
tests	
